player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title
Fabian Schär,5,387,1,0.2339784167706966,0,0.0,6,0,2,1,D,Newcastle United
Joelinton,7,573,1,1.1966950446367264,0,0.482227623462677,11,7,4,0,M,Newcastle United
Kevin De Bruyne,4,360,1,0.98367041349411,1,2.120722249150276,14,16,1,0,M,Manchester City
Alex Iwobi,7,594,1,1.279699711129069,1,2.47061257250607,10,13,0,0,D F M,Fulham
Michail Antonio,7,441,1,2.017003295943141,1,0.7748880088329315,14,3,1,0,F S,West Ham
Marcus Rashford,7,497,1,0.4683775603771209,0,1.4725926332175732,6,6,1,0,M S,Manchester United
John Stones,4,138,1,0.5690616369247437,0,0.0,1,0,1,0,D S,Manchester City
Adama Traoré,7,568,1,3.4366918951272964,2,2.1096935719251633,16,12,2,0,F M,Fulham
Andreas Pereira,7,561,1,1.0807175524532795,0,1.4017791841179132,11,23,2,0,M,Fulham
Danny Ings,3,23,1,0.5132454335689545,0,0.0,2,0,0,0,S,West Ham
Mario Lemina,7,630,1,0.9723095148801804,1,0.3538446128368377,9,4,2,0,M,Wolverhampton Wanderers
Michael Keane,6,540,1,0.5063897538930178,0,0.1236345618963241,5,1,2,0,D,Everton
Lewis Cook,7,630,1,0.6257697194814682,2,1.8936692997813225,5,13,3,0,M,Bournemouth
Thomas Partey,7,625,1,0.2076045870780944,0,0.2472169436514377,5,5,2,0,D M,Arsenal
Christopher Nkunku,7,112,1,1.8445876240730288,0,0.275710005313158,4,4,0,0,M S,Chelsea
Alexander Isak,5,408,1,1.2649062983691692,1,0.6208376660943031,11,4,0,0,F,Newcastle United
Yves Bissouma,4,195,1,0.0567831993103027,0,0.1042985469102859,1,2,2,0,M S,Tottenham
Ibrahima Konaté,7,571,1,0.3115290999412536,1,0.3072100970894098,5,2,2,0,D S,Liverpool
Callum Hudson-Odoi,7,493,1,0.5539875701069832,0,1.1338398307561874,9,12,1,0,M S,Nottingham Forest
Reiss Nelson,5,70,1,0.5505199432373047,1,0.4122430011630058,3,2,1,0,S,"Arsenal,Fulham"
Dejan Kulusevski,7,530,1,1.487577199935913,1,2.1139728501439095,12,21,2,0,F M S,Tottenham
Morgan Gibbs-White,6,518,1,1.0954413060098886,0,1.4986595809459686,13,12,1,1,M,Nottingham Forest
Pedro Porro,7,630,1,0.5243855565786362,0,1.089570865035057,12,13,1,0,D,Tottenham
Christian Nørgaard,5,441,1,0.7971405982971191,0,0.1175899021327495,7,3,1,0,M,Brentford
Cristian Romero,7,630,1,1.1542191822081804,0,0.3848811779171228,9,3,0,0,D,Tottenham
Marc Guehi,7,630,1,0.4970260262489319,0,0.0356262745335698,1,3,1,0,D,Crystal Palace
Ezri Konsa Ngoyo,7,551,1,0.4062995910644531,0,0.0388555265963077,2,1,0,0,D,Aston Villa
Jean-Ricner Bellegarde,7,428,1,0.2566567454487085,1,0.2970369830727577,5,5,1,0,M S,Wolverhampton Wanderers
João Félix,5,101,1,0.6748445834964514,0,0.0269809924066066,7,1,1,0,S,Chelsea
Matthijs de Ligt,7,403,1,1.1100782826542854,0,0.0192633774131536,6,1,1,0,D S,Manchester United
Joshua Zirkzee,7,386,1,2.523679170757532,0,0.559780590236187,9,5,1,0,F S,Manchester United
Amad Diallo Traore,6,335,1,0.4856480536982417,1,0.9716143067926168,6,12,1,0,M S,Manchester United
Riccardo Calafiori,5,294,1,0.5488381497561932,0,0.0809167623519897,4,2,1,0,D S,Arsenal
Taylor Harwood-Bellis,7,501,1,1.0352020412683487,0,0.2767896689474582,4,4,2,0,D S,Southampton
Wout Faes,7,630,1,0.6745065115392208,0,0.0192568060010671,4,1,1,0,D,Leicester
Eberechi Eze,7,630,1,2.6523344069719315,0,1.1114064529538157,27,14,0,0,F M,Crystal Palace
Jéremy Doku,6,350,1,0.2884640246629715,0,0.9194974433630704,6,6,0,0,F M S,Manchester City
Iliman Ndiaye,7,489,1,0.8240225240588188,0,0.510427812114358,6,5,1,0,M S,Everton
Fabio Carvalho,7,228,1,0.8210395649075508,1,0.5770240947604179,3,3,0,0,F S,Brentford
Dango Ouattara,6,264,1,1.716826006770134,1,1.223466282710433,5,4,0,0,M S,Bournemouth
Ethan Pinnock,7,630,1,0.3059110445901751,0,0.0,7,0,1,0,D,Brentford
Nathan Collins,7,630,1,1.0353105291724205,0,0.0,7,0,1,0,D,Brentford
Josko Gvardiol,7,579,1,0.6027395278215408,0,0.4618076402693987,9,3,0,0,D S,Manchester City
Cameron Archer,7,275,1,3.1408351585268974,0,0.0,9,0,0,0,F S,Southampton
Carlos Baleba,6,428,1,0.7196655217558146,1,0.1471024174243211,12,4,1,0,M S,Brighton
Alejandro Garnacho,7,409,1,2.4106182977557182,1,0.3649296481162309,14,6,1,0,M S,Manchester United
Tyler Dibling,7,372,1,0.6893886290490627,0,1.0225187949836254,7,7,2,0,F M S,Southampton
Rodrigo Muniz,7,292,1,1.453753098845482,1,0.620203010737896,14,5,0,0,F S,Fulham
Darwin Núñez,4,127,1,0.3857312425971031,0,0.015777239575982,4,1,0,0,F S,Liverpool
Marcus Tavernier,7,611,1,2.6425073482096195,1,1.6390241757035255,18,18,1,0,M,Bournemouth
Kaoru Mitoma,7,629,1,2.5836033262312412,2,2.3096257001161575,13,10,0,0,F M,Brighton
Luis Sinisterra,7,177,1,1.6596052329987288,1,1.237250255420804,12,7,0,0,M S,Bournemouth
Jack Hinshelwood,7,611,1,0.5028707310557365,0,0.1783577632158994,5,6,1,0,D M,Brighton
Simon Adingra,5,131,1,0.4186023883521557,1,0.4666984025388956,5,2,0,0,M S,Brighton
Mohammed Kudus,7,584,1,2.5188086703419685,0,1.042060848325491,20,5,0,0,F M,West Ham
Morgan Rogers,7,607,1,1.4445764422416687,2,2.2380330860614777,13,10,1,0,F M,Aston Villa
Sam Morsy,7,628,1,0.1815538741648197,0,0.2156623639166355,5,4,4,0,M,Ipswich
Sammie Szmodics,7,316,1,1.3434623405337334,0,0.0537302680313587,5,1,1,0,M S,Ipswich
Yankuba Minteh,7,407,1,0.950880952179432,1,1.358094573020935,7,8,2,0,M S,Brighton
Yukinari Sugawara,7,573,1,0.1616166681051254,0,2.214015942066908,5,8,1,0,D,Southampton
Evanilson,6,452,1,2.7676693871617317,0,0.5803622975945473,14,3,0,0,F,Bournemouth
Ramón Sosa,3,48,1,0.4939419440925121,0,0.1807842254638672,2,2,0,0,S,Nottingham Forest
Timo Werner,5,192,0,0.7377497404813766,1,0.1705956682562828,4,2,0,0,F S,Tottenham
Jannik Vestergaard,2,180,0,0.0112053835764527,0,0.0,1,0,1,0,D,Leicester
Bernd Leno,7,630,0,0.0,0,0.0,0,0,2,0,GK,Fulham
Ilkay Gündogan,6,371,0,0.9714217111468316,0,0.5808095932006836,8,10,0,0,M S,Manchester City
Adam Lallana,4,106,0,0.1523155756294727,2,0.5023982785642147,3,2,2,0,M S,Southampton
James Milner,3,176,0,0.1920489966869354,0,0.2607630733400583,2,4,1,0,M,Brighton
Aaron Cresswell,3,20,0,0.03984160348773,0,0.0210413821041584,1,1,0,0,S,West Ham
Nathan Aké,1,1,0,0.0,0,0.0,0,0,0,0,S,Manchester City
Seamus Coleman,1,90,0,0.4752198457717895,0,0.0,1,0,0,0,D,Everton
Ross Barkley,6,186,0,0.1263688998296857,1,0.2481704000383615,4,4,2,0,M S,Aston Villa
Nathaniel Clyne,3,231,0,0.010468304157257,0,0.0,1,0,0,0,D S,Crystal Palace
Raheem Sterling,3,83,0,0.2359183430671692,0,0.0441930890083313,2,1,0,0,M S,Arsenal
Ashley Young,5,430,0,0.0,2,0.2882154807448387,0,5,1,1,D,Everton
Alex McCarthy,2,180,0,0.0,0,0.0,0,0,0,0,GK,Southampton
Kyle Walker,5,295,0,0.1098661832511425,0,0.4305103197693825,5,4,0,0,D S,Manchester City
Christian Eriksen,5,256,0,0.0,0,1.420653622597456,0,8,2,0,M S,Manchester United
Kieran Trippier,5,284,0,0.0600954256951808,0,0.1524757146835327,1,2,0,0,D S,Newcastle United
Idrissa Gueye,6,374,0,0.5958392741158605,0,0.0,6,0,0,0,M S,Everton
Jordan Ayew,7,377,0,1.0197725128382444,0,0.0862677721306681,7,3,3,0,M S,"Crystal Palace,Leicester"
Jack Grealish,6,325,0,0.4532033205032348,1,0.8676509046927094,6,12,2,0,M S,Manchester City
Lukasz Fabianski,1,42,0,0.0,0,0.0,0,0,0,0,S,West Ham
Ola Aina,7,605,0,0.0517494855448603,0,0.7769139036536217,3,4,1,0,D,Nottingham Forest
Jordan Pickford,7,630,0,0.0,0,0.0,0,0,1,0,GK,Everton
Jeffrey Schlupp,5,27,0,0.0510977618396282,0,0.3177528977394104,1,1,0,0,S,Crystal Palace
Craig Dawson,6,378,0,0.1103531494736671,0,0.0697851851582527,2,2,1,0,D S,Wolverhampton Wanderers
Jonny Evans,3,107,0,0.0557727627456188,0,0.0,1,0,0,0,D S,Manchester United
Adam Smith,7,336,0,0.0,0,0.0697761848568916,0,1,1,0,D S,Bournemouth
Virgil van Dijk,7,630,0,0.1189492587000131,0,0.3870267421007156,4,2,1,0,D,Liverpool
James Ward-Prowse,5,309,0,0.0595768997445702,0,0.0515516884624958,2,1,0,1,M S,"Nottingham Forest,West Ham"
Kyle Walker-Peters,5,445,0,0.3804899659007787,0,0.0112995291128754,7,1,1,0,D,Southampton
Harrison Reed,6,33,0,0.0,0,0.0789679586887359,0,1,2,0,S,Fulham
Axel Tuanzebe,6,519,0,0.337050199508667,0,0.5693965200334787,3,3,1,0,D,Ipswich
Harry Winks,6,540,0,0.0159554351121187,0,0.3297408018261194,1,6,1,0,M,Leicester
Sam Johnstone,5,450,0,0.0,0,0.0490641593933105,0,1,0,0,GK,Wolverhampton Wanderers
Mason Holgate,1,1,0,0.0,0,0.0,0,0,0,0,S,Everton
Joseph Gomez,1,1,0,0.0,0,0.0,0,0,0,0,S,Liverpool
Bruno Fernandes,7,571,0,1.8072241824120283,1,1.0401346385478971,18,6,1,1,F M,Manchester United
Emerson,7,518,0,0.1093356497585773,0,0.2470770962536335,2,5,2,0,D,West Ham
Alisson,6,531,0,0.0,0,0.0,0,0,0,0,GK,Liverpool
Neto,2,180,0,0.0,0,0.0,0,0,0,0,GK,Bournemouth
Jorginho,2,154,0,0.0369892157614231,0,0.0594993941485881,1,1,1,0,M,Arsenal
Federico Chiesa,1,15,0,0.4207505583763122,0,0.0,2,0,0,0,S,Liverpool
Sasa Lukic,7,558,0,0.0,0,0.6170338205993176,0,4,4,0,M,Fulham
Emil Krafth,3,241,0,0.0276889540255069,0,0.0589407011866569,1,1,0,0,D S,Newcastle United
Ben Mee,1,1,0,0.0,0,0.0,0,0,0,0,S,Brentford
James Tarkowski,7,630,0,0.5938724880106747,0,0.2490932866930961,6,3,1,0,D,Everton
Ryan Fraser,3,132,0,0.0251516010612249,0,0.0,1,0,0,0,M S,Southampton
Harry Maguire,5,239,0,0.0537821650505065,0,0.0218639876693487,1,1,3,0,D S,Manchester United
Andrew Robertson,7,525,0,0.5348606295883656,0,1.2690235301852226,3,9,1,0,D S,Liverpool
Abdoulaye Doucouré,6,403,0,0.2531924806535244,0,0.0663391747511923,3,4,0,0,M S,Everton
Jack Stephens,4,353,0,0.1356502920389175,0,0.0271818041801452,1,1,1,1,D,Southampton
Trent Alexander-Arnold,7,593,0,0.3131697047501802,1,3.083241254091263,8,16,2,0,D,Liverpool
Lucas Digne,7,552,0,0.0524974018335342,2,2.145954839885235,1,6,1,0,D,Aston Villa
Jefferson Lerma,5,300,0,0.0598131073638796,0,0.7134236320853233,4,3,2,0,D M S,Crystal Palace
Pablo Sarabia,2,18,0,0.0475410893559455,0,0.0,2,0,0,0,S,Wolverhampton Wanderers
Emiliano Buendía,3,5,0,0.1290284693241119,0,0.0,1,0,0,0,S,Aston Villa
Casemiro,6,273,0,0.275230161845684,0,0.9364260658621788,8,6,0,0,M S,Manchester United
Alphonse Areola,7,588,0,0.0,0,0.0,0,0,0,0,GK,West Ham
Carlos Soler,4,113,0,0.1869024615734815,0,0.0501043982803821,4,1,2,0,S,West Ham
Rodri,2,59,0,0.0,0,0.0520608685910701,0,1,0,0,M S,Manchester City
Martin Odegaard,3,258,0,0.8103491570800543,0,0.5694304332137108,3,5,1,0,M,Arsenal
Oleksandr Zinchenko,2,76,0,0.0,0,0.0,0,0,0,0,D S,Arsenal
Issa Diop,5,276,0,0.0801490172743797,0,0.0553504973649978,1,1,0,0,D S,Fulham
Maxwel Cornet,2,71,0,0.0751236081123352,0,0.0,1,0,1,0,M S,Southampton
Bernardo Silva,7,541,0,1.1733876019716265,3,2.608019784092903,11,19,2,0,M S,Manchester City
Odsonne Edouard,5,130,0,0.325688287615776,0,0.105933329090476,5,2,0,0,M S,"Crystal Palace,Leicester"
Álex Moreno,4,302,0,0.0625359397381544,0,0.0,2,0,1,0,D,Nottingham Forest
Emiliano Martinez,7,630,0,0.0,0,0.0,0,0,1,0,GK,Aston Villa
Adam Armstrong,5,231,0,0.7488712817430496,0,0.072511613368988,7,1,1,0,F S,Southampton
Kepa,4,360,0,0.0,0,0.0,0,0,0,0,GK,Bournemouth
Estupiñán,4,232,0,0.0637832600623369,0,0.275780189782381,3,5,1,0,D S,Brighton
Leon Bailey,6,353,0,0.689792500808835,1,1.0958027578890324,6,6,1,0,M S,Aston Villa
Mikel Merino,1,26,0,0.0,0,0.0429948009550571,0,1,0,0,S,Arsenal
Gabriel Jesus,5,76,0,0.3895511403679847,0,0.3069093227386474,4,3,2,0,F S,Arsenal
Wilfred Ndidi,7,619,0,0.2646634578704834,4,2.00180222466588,6,7,3,0,M,Leicester
Nick Pope,7,630,0,0.0,0,0.0,0,0,0,0,GK,Newcastle United
Declan Rice,6,499,0,0.321465078741312,0,1.2269136980175972,8,8,2,1,M,Arsenal
Scott McTominay,2,15,0,0.1260273307561874,0,0.0,1,0,0,0,S,Manchester United
Aaron Wan-Bissaka,6,478,0,0.0471609439700841,0,0.3726174272596836,2,7,0,0,D S,West Ham
Tosin Adarabioyo,3,119,0,0.0,0,0.0139205679297447,0,1,0,0,D S,Chelsea
Harry Wilson,3,29,0,0.0,0,0.0,0,0,1,0,S,Fulham
Aaron Ramsdale,5,450,0,0.0,0,0.0,0,0,0,0,GK,Southampton
Ismaila Sarr,7,207,0,1.0519000180065632,0,0.9369772523641586,5,5,1,0,F S,Crystal Palace
Gonçalo Guedes,4,52,0,0.0185476746410131,0,0.1022010371088981,1,2,0,0,S,Wolverhampton Wanderers
Diego Carlos,3,259,0,0.0,0,0.0,0,0,0,0,D S,Aston Villa
Ibrahim Sangare,3,217,0,0.0163659416139125,0,0.0082136588171124,1,1,2,0,M,Nottingham Forest
Youri Tielemans,7,627,0,0.248024757951498,2,2.1277118381112814,5,12,1,0,M,Aston Villa
Kenny Tete,7,618,0,1.047858566045761,0,0.0259996447712183,11,1,2,0,D,Fulham
Richarlison,2,22,0,0.3241162896156311,0,0.0,1,0,0,0,S,Tottenham
Philip Billing,2,15,0,0.0,0,0.0,0,0,0,0,S,Bournemouth
Jan Bednarek,7,625,0,0.0,0,0.1033564433455467,0,2,2,0,D,Southampton
Charlie Taylor,4,194,0,0.0,0,0.055130336433649,0,1,1,0,D S,Southampton
Lewis Dunk,7,620,0,0.2060216069221496,0,0.3716043122112751,2,3,2,0,D,Brighton
Ederson,7,630,0,0.0,1,0.2012233585119247,0,1,3,0,GK,Manchester City
Phil Foden,4,151,0,0.274466797709465,0,0.3651607856154442,5,5,0,0,M S,Manchester City
Jacob Murphy,7,412,0,0.3521084226667881,2,1.066755227744579,5,6,1,0,F S,Newcastle United
Victor Lindelöf,1,41,0,0.0,0,0.0,0,0,1,0,S,Manchester United
Orel Mangala,4,256,0,0.084158431738615,0,0.0947801172733306,2,1,0,0,M S,Everton
Niclas Füllkrug,3,58,0,0.2593321204185486,0,0.0,2,0,0,0,S,West Ham
Will Hughes,6,234,0,0.0461618211120367,0,0.0172790940850973,2,1,3,0,M S,Crystal Palace
Rodrigo Bentancur,6,391,0,0.2163684293627739,0,0.0536068640649318,4,1,3,0,M S,Tottenham
Daichi Kamada,7,367,0,0.1958361342549324,0,0.1697668600827455,4,6,1,0,M S,Crystal Palace
Timothy Castagne,1,12,0,0.0,0,0.0,0,0,0,0,S,Fulham
Nélson Semedo,5,426,0,0.0599029762670397,1,0.2395928222686052,3,3,3,0,D,Wolverhampton Wanderers
Nikola Milenkovic,6,540,0,0.9499724730849266,1,0.5084549635648727,4,3,0,0,D,Nottingham Forest
Enes Ünal,4,41,0,0.2406658865511417,0,0.1688245050609111,4,2,0,0,S,Bournemouth
Pau Torres,7,630,0,0.0,0,0.0188772715628147,0,1,1,0,D,Aston Villa
Boubakary Soumare,2,11,0,0.0,0,0.0,0,0,1,0,S,Leicester
Joachim Andersen,5,450,0,0.1455100262537598,0,0.1051719188690185,6,1,1,0,D,"Crystal Palace,Fulham"
Jadon Sancho,4,271,0,0.1047850474715232,3,1.2044463455677032,1,8,1,0,M S,Chelsea
Pedro Neto,7,219,0,0.1233385168015956,1,0.6249339729547501,2,6,2,0,M S,Chelsea
Hamza Choudhury,1,11,0,0.0,0,0.0,0,0,0,0,S,Leicester
Ben Johnson,4,218,0,0.0,1,0.4799985289573669,0,1,0,0,D S,Ipswich
Eddie Nketiah,4,320,0,0.6503378786146641,0,0.1044820472598075,11,1,1,0,F M,Crystal Palace
Manuel Akanji,7,603,0,0.1239090673625469,0,0.1594036817550659,4,5,1,0,D,Manchester City
Trevoh Chalobah,1,90,0,0.2494519203901291,0,0.0,2,0,0,0,D,Crystal Palace
Joe Willock,5,133,0,0.1945385783910751,1,0.5910615473985672,2,6,0,0,M S,Newcastle United
Curtis Jones,4,141,0,0.2163307890295982,0,0.0990236848592758,3,2,0,0,M S,Liverpool
Konstantinos Mavropanos,6,493,0,0.1960603706538677,0,0.0,6,0,0,0,D S,West Ham
Jean-Clair Todibo,4,184,0,0.0988482534885406,0,0.0,2,0,0,0,D S,West Ham
David Brooks,1,6,0,0.0,0,0.1351032853126526,0,1,0,0,S,Bournemouth
Bobby Reid,5,161,0,0.0276133986189961,0,0.0,2,0,0,0,F M S,Leicester
Tom Cairney,5,83,0,0.0,0,0.3561949729919433,0,1,2,0,S,Fulham
Willy Boly,2,91,0,0.082951508462429,0,0.0,1,0,0,0,D S,Nottingham Forest
Conor Coady,1,4,0,0.0,0,0.0,0,0,1,0,S,Leicester
Matt Doherty,4,204,0,0.0850898697972297,0,0.0946553125977516,2,1,0,0,D S,Wolverhampton Wanderers
Axel Disasi,2,93,0,0.0,0,0.0,0,0,0,0,D S,Chelsea
William Saliba,7,630,0,0.0,0,0.0,0,0,2,0,D,Arsenal
Matz Sels,7,630,0,0.0,0,0.0,0,0,2,0,GK,Nottingham Forest
Justin Kluivert,7,380,0,0.6678644511848688,1,0.8259005732834339,10,7,3,0,M S,Bournemouth
Arijanet Muric,6,540,0,0.0,0,0.0,0,0,0,0,GK,Ipswich
Mark Flekken,7,630,0,0.0,0,0.0,0,0,0,0,GK,Brentford
Sean Longstaff,6,309,0,0.0970475748181343,0,0.0244401078671216,1,1,1,0,M S,Newcastle United
Marc Cucurella,7,614,0,0.0,0,0.0786582008004188,0,1,5,0,D,Chelsea
Mathias Jensen,3,245,0,0.1456295559182763,1,0.5951182339340448,2,6,1,0,M,Brentford
Oliver Skipp,5,355,0,0.0292144641280174,0,0.1323748063296079,1,3,2,0,M S,Leicester
Jason Steele,2,180,0,0.0,0,0.0,0,0,0,0,GK,Brighton
Diogo Dalot,7,630,0,0.0218639876693487,1,1.37567288428545,1,7,1,0,D,Manchester United
Ben White,5,395,0,0.0948054790496826,0,0.0,3,0,0,0,D S,Arsenal
Max Kilman,7,630,0,0.5781181529164314,1,0.270176000893116,2,5,3,0,D,West Ham
Caleb Okoli,5,450,0,0.334328344091773,0,0.0,3,0,1,0,D,Leicester
Dan Burn,7,630,0,0.5993985533714294,0,0.0766785368323326,5,1,3,0,D,Newcastle United
Miguel Almirón,3,24,0,0.1701400578022003,0,0.1192352399230003,2,1,0,0,S,Newcastle United
James Garner,4,251,0,0.0638169646263122,0,0.0155591880902647,2,1,1,0,D S,Everton
Harvey Elliott,1,5,0,0.0,0,0.0,0,0,0,0,S,Liverpool
Mark Travers,1,90,0,0.0,0,0.0,0,0,0,0,GK,Bournemouth
Wesley Fofana,7,599,0,0.0528734661638736,0,0.4769220426678657,1,4,5,0,D,Chelsea
Adam Webster,3,83,0,0.0,0,0.0,0,0,0,0,D S,Brighton
Dean Henderson,7,630,0,0.0109276687726378,0,0.0,1,0,1,0,GK,Crystal Palace
John McGinn,5,368,0,0.4418043307960033,0,0.0,5,0,1,0,M,Aston Villa
Mason Mount,3,155,0,0.5107078030705452,0,0.096683818846941,2,4,2,0,M S,Manchester United
Taiwo Awoniyi,4,69,0,0.2234318256378173,0,0.0,2,0,0,0,F S,Nottingham Forest
Caoimhin Kelleher,1,90,0,0.0,0,0.0,0,0,0,0,GK,Liverpool
Takehiro Tomiyasu,1,3,0,0.1668418496847152,0,0.0,1,0,0,0,S,Arsenal
Igor Julio,2,107,0,0.0,0,0.0,0,0,1,0,S,Brighton
Sandro Tonali,5,229,0,0.4707744903862476,0,0.0803933450952172,5,2,1,0,M S,Newcastle United
Billy Gilmour,2,94,0,0.0845430567860603,0,0.0,1,0,0,0,M S,Brighton
Lloyd Kelly,5,209,0,0.1306849271059036,1,0.3348408639431,1,1,1,0,D S,Newcastle United
Neco Williams,7,328,0,0.9754558354616164,0,0.2091190963983535,9,3,3,0,D S,Nottingham Forest
Tyrick Mitchell,7,602,0,0.1981595419347286,1,1.637225054204464,3,9,0,0,D,Crystal Palace
William Smallbone,3,224,0,0.2582741677761078,0,0.2060462981462478,4,3,0,0,M,Southampton
Nicolás Domínguez,5,168,0,0.0935601443052291,0,0.0178083386272192,2,1,1,0,M S,Nottingham Forest
Guido Rodríguez,7,539,0,0.0820879386737942,0,0.0327210910618305,5,1,2,0,M,West Ham
Sander Berge,5,167,0,0.0,0,0.1880103945732116,0,4,0,0,M S,Fulham
Daniel Podence,2,36,0,0.0448911525309085,0,0.0,1,0,0,0,S,Wolverhampton Wanderers
Bruno Guimarães,7,629,0,0.3533580545336008,1,0.2302632834762334,6,4,2,0,M,Newcastle United
Alexis Mac Allister,7,562,0,0.2005214467644691,0,1.0483384132385254,4,8,1,0,M,Liverpool
Chris Richards,4,349,0,0.1370308995246887,0,0.0,1,0,1,0,D,Crystal Palace
Jarrad Branthwaite,1,90,0,0.0,0,0.0,0,0,0,0,D,Everton
Tommy Doyle,5,51,0,0.0321596264839172,0,0.0546521702781319,2,2,0,0,S,Wolverhampton Wanderers
George Hirst,4,48,0,0.5240950584411621,0,0.0231480505317449,2,1,0,0,S,Ipswich
Cheick Oumar Doucoure,3,89,0,0.0797729864716529,0,0.0,2,0,0,0,M S,Crystal Palace
Kalvin Phillips,4,311,0,0.0404376368969678,0,0.0180300530046224,2,1,1,0,M,Ipswich
Jack Harrison,7,452,0,0.4388829693198204,0,0.8032882325351238,7,7,0,0,M S,Everton
