name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty,clean_sheets_3g_avg,clean_sheets_5g_avg,clean_sheets_ema,clean_sheets_momentum_3g,clean_sheets_momentum_5g,saves_3g_avg,saves_5g_avg,saves_ema,saves_momentum_3g,saves_momentum_5g,goals_conceded_3g_avg,goals_conceded_5g_avg,goals_conceded_ema,goals_conceded_momentum_3g,goals_conceded_momentum_5g,expected_goals_conceded_3g_avg,expected_goals_conceded_5g_avg,expected_goals_conceded_ema,expected_goals_conceded_momentum_3g,expected_goals_conceded_momentum_5g,bonus_3g_avg,bonus_5g_avg,bonus_ema,bonus_momentum_3g,bonus_momentum_5g,saves_clean_sheets_3g,expected_goals_conceded_saves_3g,saves_clean_sheets_5g,expected_goals_conceded_saves_5g,saves_per_90
Aaron Ramsdale,Arsenal,Wolverhampton,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,68531.0,0.0,0.0,0.0,0.0,0.0,0.33,9.0,5.81,0.0,Arsenal,False,Aston Villa,,0.11,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Ramsdale,Arsenal,Aston Villa,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,74765.0,0.0,0.0,0.0,0.0,0.0,0.33,9.0,5.81,2.0,Southampton,False,Brentford,,-0.15,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Ramsdale,Southampton,Brentford,2024-08-31,False,90.0,3.0,2.78,4.0,0.0,2.0,0.0,0.0,0.0,1.0,107644.0,0.67,0.0,30.0,0.0,4.0,0.33,9.0,5.81,3.0,Southampton,True,Manchester United,,0.39,90.0,90.0,,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.666666666666667,2.666666666666667,1.0,1.0,1.0,2.0,2.0,0.9266666666666666,0.9266666666666666,0.9266666666666665,1.853333333333333,1.853333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.2355555555555555,0.0,1.2355555555555555,4.0
Aaron Ramsdale,Southampton,Manchester United,2024-09-14,True,90.0,3.0,2.67,7.0,0.0,3.0,0.0,0.0,0.0,1.0,176635.0,1.25,0.0,45.0,0.0,5.5,0.33,9.0,5.81,3.0,Southampton,True,Ipswich Town,,,180.0,180.0,,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,2.75,3.222222222222222,3.3333333333333335,4.25,2.0,1.5,1.6666666666666667,1.0,1.5,1.8166666666666664,1.3624999999999998,1.5077777777777777,0.8533333333333335,1.3075,0.0,0.0,0.0,0.0,0.0,0.0,6.66111111111111,0.0,3.7468749999999993,5.5
Aaron Ramsdale,Southampton,Ipswich Town,2024-09-21,True,90.0,1.0,1.69,5.0,0.0,3.0,0.0,0.0,0.0,1.0,206185.0,1.6,0.0,54.0,0.0,5.33,0.33,9.0,5.81,2.0,Southampton,False,Bournemouth,,-0.04,270.0,270.0,,0.0,0.0,0.0,0.0,0.0,5.333333333333333,3.2,3.814814814814815,-0.33333333333333304,1.7999999999999998,2.3333333333333335,1.4,1.4444444444444446,-1.3333333333333335,-0.3999999999999999,2.38,1.428,1.5685185185185184,-0.69,0.262,0.0,0.0,0.0,0.0,0.0,0.0,12.693333333333332,0.0,4.5696,5.333333333333333
Aaron Ramsdale,Southampton,Bournemouth,2024-09-30,False,90.0,3.0,1.38,3.0,0.0,2.0,0.0,0.0,0.0,1.0,220949.0,2.0,0.0,60.0,0.0,4.75,0.33,9.0,5.81,2.0,Southampton,False,Arsenal,,-0.56,270.0,360.0,,0.0,0.0,0.0,0.0,0.0,5.0,3.8,3.54320987654321,-2.0,-0.7999999999999998,2.3333333333333335,2.0,1.9629629629629632,0.6666666666666665,1.0,1.913333333333333,1.704,1.5056790123456791,-0.5333333333333332,-0.32400000000000007,0.0,0.0,0.0,0.0,0.0,0.0,9.566666666666666,0.0,6.475199999999999,4.75
Aaron Ramsdale,Southampton,Arsenal,2024-10-05,False,90.0,3.0,2.83,3.0,0.0,2.0,0.0,0.0,0.0,1.0,222857.0,2.4,0.0,64.29,0.0,4.4,0.33,9.0,5.81,1.0,Southampton,True,Leicester City,,0.47,270.0,450.0,,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,4.4,3.362139917695474,-0.6666666666666665,-1.4000000000000004,2.3333333333333335,2.6,2.3086419753086425,0.6666666666666665,0.3999999999999999,1.9666666666666668,2.27,1.9471193415637862,0.8633333333333333,0.56,0.0,0.0,0.0,0.0,0.0,0.0,7.211111111111111,0.0,9.988000000000001,4.4
Aaron Ramsdale,Southampton,Leicester City,2024-10-19,True,90.0,3.0,3.21,1.0,0.0,1.0,0.0,0.0,0.0,1.0,234313.0,2.2,0.0,67.5,0.0,3.83,0.33,9.0,5.81,4.0,Southampton,False,Manchester City,,-1.51,270.0,450.0,,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,3.8,2.5747599451303165,-1.3333333333333335,-2.8,3.0,2.6,2.5390946502057616,0.0,0.3999999999999999,2.473333333333333,2.3560000000000003,2.3680795610425243,0.7366666666666668,0.8539999999999996,0.0,0.0,0.0,0.0,0.0,0.0,5.771111111111111,0.0,8.952800000000002,3.8333333333333335
Aaron Ramsdale,Southampton,Manchester City,2024-10-26,False,90.0,1.0,2.95,6.0,0.0,4.0,0.0,0.0,0.0,1.0,226240.0,2.4,0.0,70.0,0.0,4.14,0.33,9.0,5.81,9.0,Southampton,True,Everton,,0.61,270.0,450.0,,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.6,3.7165066300868776,2.6666666666666665,2.4,2.3333333333333335,2.2,2.0260631001371747,-1.3333333333333335,-1.2000000000000002,2.9966666666666666,2.412,2.5620530406950164,-0.04666666666666641,0.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,9.988888888888889,0.0,8.6832,4.142857142857143
Aaron Ramsdale,Southampton,Everton,2024-11-02,True,90.0,0.0,1.56,5.0,0.0,9.0,2.0,1.0,0.0,1.0,228937.0,3.6,0.0,72.0,0.12,4.25,0.33,9.0,5.81,0.0,Southampton,False,Wolverhampton,,-0.53,270.0,450.0,,0.3333333333333333,0.2,0.3333333333333333,0.6666666666666667,0.8,4.0,3.6,4.144337753391252,1.0,1.4,1.3333333333333333,2.0,1.3507087334247834,-1.3333333333333333,-2.0,2.5733333333333333,2.386,2.2280353604633447,-1.0133333333333332,-0.8260000000000001,0.6666666666666666,0.4,0.6666666666666666,1.3333333333333335,1.6,1.3333333333333333,10.293333333333333,0.7200000000000001,8.5896,4.25
