name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty,clean_sheets_3g_avg,clean_sheets_5g_avg,clean_sheets_ema,clean_sheets_momentum_3g,clean_sheets_momentum_5g,saves_3g_avg,saves_5g_avg,saves_ema,saves_momentum_3g,saves_momentum_5g,goals_conceded_3g_avg,goals_conceded_5g_avg,goals_conceded_ema,goals_conceded_momentum_3g,goals_conceded_momentum_5g,expected_goals_conceded_3g_avg,expected_goals_conceded_5g_avg,expected_goals_conceded_ema,expected_goals_conceded_momentum_3g,expected_goals_conceded_momentum_5g,bonus_3g_avg,bonus_5g_avg,bonus_ema,bonus_momentum_3g,bonus_momentum_5g,saves_clean_sheets_3g,expected_goals_conceded_saves_3g,saves_clean_sheets_5g,expected_goals_conceded_saves_5g,saves_per_90
Jason Steele,Brighton,Everton,2024-08-17,False,90.0,0.0,0.45,1.0,0.0,7.0,1.0,1.0,0.0,1.0,49675.0,7.0,0.0,90.0,1.0,1.0,0.12,43.0,24.86,2.0,Brighton,True,Manchester United,,0.39,90.0,90.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.45,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.45,1.0,0.45,1.0
Jason Steele,Brighton,Manchester United,2024-08-24,True,90.0,1.0,1.43,2.0,0.0,2.0,0.0,0.0,0.0,1.0,140871.0,4.5,0.0,90.0,0.5,1.5,0.12,43.0,24.86,0.0,Brighton,False,Arsenal,,-0.56,180.0,180.0,,0.5,0.5,0.6666666666666667,-0.5,-0.5,1.5,1.5,1.3333333333333335,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,0.94,0.94,0.7766666666666666,0.49,0.49,0.5,0.5,0.6666666666666667,-0.5,-0.5,0.75,1.41,0.75,1.41,1.5
Jason Steele,Brighton,Arsenal,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,243067.0,3.0,0.0,60.0,0.5,1.5,0.12,43.0,24.86,0.0,Brighton,True,Ipswich Town,,,180.0,180.0,,0.3333333333333333,0.3333333333333333,0.44444444444444453,-0.3333333333333333,-0.3333333333333333,1.0,1.0,0.8888888888888891,-1.0,-1.0,0.3333333333333333,0.3333333333333333,0.22222222222222224,-0.3333333333333333,-0.3333333333333333,0.6266666666666666,0.6266666666666666,0.5177777777777778,-0.6266666666666666,-0.6266666666666666,0.3333333333333333,0.3333333333333333,0.44444444444444453,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.6266666666666666,0.3333333333333333,0.6266666666666666,1.5
Jason Steele,Brighton,Ipswich Town,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,276280.0,2.25,0.0,45.0,0.5,1.5,0.12,43.0,24.86,0.0,Brighton,True,Nottingham Forest,,1.2,90.0,180.0,,0.0,0.25,0.2962962962962964,0.0,-0.25,0.6666666666666666,0.75,0.5925925925925928,-0.6666666666666666,-0.75,0.3333333333333333,0.25,0.14814814814814817,-0.3333333333333333,-0.25,0.4766666666666666,0.47,0.3451851851851852,-0.4766666666666666,-0.47,0.0,0.25,0.2962962962962964,0.0,-0.25,0.0,0.3177777777777777,0.1875,0.3525,1.5
Jason Steele,Brighton,Nottingham Forest,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,221789.0,1.8,0.0,36.0,0.5,1.5,0.12,43.0,24.86,0.0,Brighton,False,Chelsea,,-0.9,0.0,180.0,,0.0,0.2,0.19753086419753094,0.0,-0.2,0.0,0.6,0.3950617283950619,0.0,-0.6,0.0,0.2,0.09876543209876545,0.0,-0.2,0.0,0.376,0.2301234567901235,0.0,-0.376,0.0,0.2,0.19753086419753094,0.0,-0.2,0.0,0.0,0.12,0.2256,1.5
Jason Steele,Brighton,Chelsea,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,185452.0,0.4,0.0,30.0,0.5,1.5,0.12,43.0,24.86,0.0,Brighton,True,Tottenham,,0.74,0.0,90.0,,0.0,0.0,0.13168724279835398,0.0,0.0,0.0,0.4,0.26337448559670795,0.0,-0.4,0.0,0.2,0.06584362139917697,0.0,-0.2,0.0,0.286,0.15341563786008236,0.0,-0.286,0.0,0.0,0.13168724279835398,0.0,0.0,0.0,0.0,0.0,0.1144,1.5
Jason Steele,Brighton,Tottenham,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,169493.0,0.0,0.0,25.71,0.5,1.5,0.12,43.0,24.86,0.0,Brighton,False,Newcastle United,,-0.44,0.0,0.0,,0.0,0.0,0.08779149519890266,0.0,0.0,0.0,0.0,0.1755829903978053,0.0,0.0,0.0,0.0,0.04389574759945132,0.0,0.0,0.0,0.0,0.10227709190672159,0.0,0.0,0.0,0.0,0.08779149519890266,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Jason Steele,Brighton,Newcastle United,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,158686.0,0.0,0.0,22.5,0.5,1.5,0.12,43.0,24.86,0.0,Brighton,True,Wolverhampton,,-0.08,0.0,0.0,,0.0,0.0,0.05852766346593511,0.0,0.0,0.0,0.0,0.11705532693187022,0.0,0.0,0.0,0.0,0.029263831732967552,0.0,0.0,0.0,0.0,0.0681847279378144,0.0,0.0,0.0,0.0,0.05852766346593511,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Jason Steele,Brighton,Wolverhampton,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,151207.0,0.0,0.0,20.0,0.5,1.5,0.12,43.0,24.86,0.0,Brighton,False,Liverpool,,-1.08,0.0,0.0,,0.0,0.0,0.03901844231062341,0.0,0.0,0.0,0.0,0.07803688462124682,0.0,0.0,0.0,0.0,0.019509221155311705,0.0,0.0,0.0,0.0,0.04545648529187627,0.0,0.0,0.0,0.0,0.03901844231062341,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Jason Steele,Brighton,Liverpool,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,143602.0,0.0,0.0,18.0,0.5,1.5,0.12,43.0,24.86,0.0,Brighton,True,Manchester City,,-1.18,0.0,0.0,,0.0,0.0,0.026012294873748943,0.0,0.0,0.0,0.0,0.052024589747497886,0.0,0.0,0.0,0.0,0.013006147436874472,0.0,0.0,0.0,0.0,0.030304323527917516,0.0,0.0,0.0,0.0,0.026012294873748943,0.0,0.0,0.0,0.0,0.0,0.0,1.5
