name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty,clean_sheets_3g_avg,clean_sheets_5g_avg,clean_sheets_ema,clean_sheets_momentum_3g,clean_sheets_momentum_5g,saves_3g_avg,saves_5g_avg,saves_ema,saves_momentum_3g,saves_momentum_5g,goals_conceded_3g_avg,goals_conceded_5g_avg,goals_conceded_ema,goals_conceded_momentum_3g,goals_conceded_momentum_5g,expected_goals_conceded_3g_avg,expected_goals_conceded_5g_avg,expected_goals_conceded_ema,expected_goals_conceded_momentum_3g,expected_goals_conceded_momentum_5g,bonus_3g_avg,bonus_5g_avg,bonus_ema,bonus_momentum_3g,bonus_momentum_5g,saves_clean_sheets_3g,expected_goals_conceded_saves_3g,saves_clean_sheets_5g,expected_goals_conceded_saves_5g,saves_per_90
Christian Walton,Ipswich,Liverpool,2024-08-17,True,90.0,2.0,2.65,3.0,0.0,2.0,0.0,0.0,0.0,1.0,15656.0,2.0,0.0,90.0,0.0,3.0,0.0,Ipswich,False,Manchester City,,-1.51,90.0,90.0,,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.65,2.65,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.949999999999999,0.0,7.949999999999999,3.0
Christian Walton,Ipswich,Manchester City,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,23242.0,1.0,0.0,45.0,0.0,3.0,0.0,Ipswich,True,Fulham,,0.27,90.0,90.0,,0.0,0.0,0.0,0.0,0.0,1.5,1.5,2.0,-1.5,-1.5,1.0,1.0,1.3333333333333335,-1.0,-1.0,1.325,1.325,1.7666666666666668,-1.325,-1.325,0.0,0.0,0.0,0.0,0.0,0.0,1.9874999999999998,0.0,1.9874999999999998,3.0
Christian Walton,Ipswich,Fulham,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,24593.0,0.67,0.0,30.0,0.0,3.0,0.0,Ipswich,False,Brighton,,-0.61,90.0,90.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3333333333333335,-1.0,-1.0,0.6666666666666666,0.6666666666666666,0.8888888888888891,-0.6666666666666666,-0.6666666666666666,0.8833333333333333,0.8833333333333333,1.177777777777778,-0.8833333333333333,-0.8833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8833333333333333,0.0,0.8833333333333333,3.0
Christian Walton,Ipswich,Brighton,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,23124.0,0.5,0.0,22.5,0.0,3.0,0.0,Ipswich,False,Southampton,,-0.31,0.0,90.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8888888888888891,0.0,-0.75,0.0,0.5,0.5925925925925928,0.0,-0.5,0.0,0.6625,0.7851851851851854,0.0,-0.6625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49687499999999996,3.0
Christian Walton,Ipswich,Southampton,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,21791.0,0.4,0.0,18.0,0.0,3.0,0.0,Ipswich,True,Aston Villa,,0.66,0.0,90.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5925925925925928,0.0,-0.6,0.0,0.4,0.3950617283950619,0.0,-0.4,0.0,0.53,0.523456790123457,0.0,-0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,3.0
Christian Walton,Ipswich,Aston Villa,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20637.0,0.0,0.0,15.0,0.0,3.0,0.0,Ipswich,False,West Ham,,-0.34,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3950617283950619,0.0,0.0,0.0,0.0,0.26337448559670795,0.0,0.0,0.0,0.0,0.34897119341563804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Christian Walton,Ipswich,West Ham,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20173.0,0.0,0.0,12.86,0.0,3.0,0.0,Ipswich,True,Everton,,0.61,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26337448559670795,0.0,0.0,0.0,0.0,0.1755829903978053,0.0,0.0,0.0,0.0,0.23264746227709204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Christian Walton,Ipswich,Everton,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20020.0,0.0,0.0,11.25,0.0,3.0,0.0,Ipswich,False,Brentford,,-0.15,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1755829903978053,0.0,0.0,0.0,0.0,0.11705532693187022,0.0,0.0,0.0,0.0,0.15509830818472806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Christian Walton,Ipswich,Brentford,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,19757.0,0.0,0.0,10.0,0.0,3.0,0.0,Ipswich,True,Leicester City,,0.47,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11705532693187022,0.0,0.0,0.0,0.0,0.07803688462124682,0.0,0.0,0.0,0.0,0.10339887212315205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Christian Walton,Ipswich,Leicester City,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,19397.0,0.0,0.0,9.0,0.0,3.0,0.0,Ipswich,False,Tottenham,,-0.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07803688462124682,0.0,0.0,0.0,0.0,0.052024589747497886,0.0,0.0,0.0,0.0,0.06893258141543471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
