name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability
Kieran Tierney,Arsenal,Brentford,2021-08-13,False,DL,90,0.0,0.15,0.0,0.27,1,3.0,6.0,15.5,0,0,2,0.0,0.0,90.0,0.0
Kieran Tierney,Arsenal,Leeds United,,False,,0,,,,,0,,,0.0,0,0,0,1.0,0.15,45.0,0.0
Kieran Tierney,Arsenal,Watford,,True,,0,,,,,0,,,0.0,0,0,0,0.5,0.08,30.0,0.0
Kieran Tierney,Arsenal,Liverpool,,False,,0,,,,,0,,,0.0,0,0,0,0.33,0.05,22.5,0.0
Kieran Tierney,Arsenal,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,0.25,0.04,18.0,0.0
Kieran Tierney,Arsenal,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,0.2,0.03,15.0,0.0
Kieran Tierney,Arsenal,Everton,2021-12-06,False,DL,64,0.0,0.0,1.0,0.11,12,0.0,1.0,3.8,3,1,0,0.0,0.0,22.0,0.5
Kieran Tierney,Arsenal,Southampton,2021-12-11,True,DL,90,0.0,0.0,1.0,0.12,12,0.0,1.0,4.4,3,1,0,2.4,0.2,30.5,0.67
Kieran Tierney,Arsenal,West Ham,2021-12-15,True,DL,90,0.0,0.01,0.0,0.0,7,1.0,0.0,3.1,1,1,0,4.8,0.4,37.11,0.75
Kieran Tierney,Arsenal,Leicester City,2021-12-18,False,DL,90,0.0,0.08,0.0,0.0,2,2.0,0.0,4.0,0,0,1,6.2,0.4,42.4,0.6
Kieran Tierney,Arsenal,Norwich,2021-12-26,False,DL,90,1.0,0.14,0.0,0.0,13,2.0,0.0,8.1,1,1,0,6.6,0.42,46.73,0.67
Kieran Tierney,Arsenal,Chelsea,2021-08-22,True,DL,65,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,2,9.2,0.45,48.25,0.57
Kieran Tierney,Arsenal,Manchester City,2022-01-01,True,DL,90,0.0,0.0,1.0,0.1,4,0.0,1.0,3.9,0,0,2,7.0,0.25,51.46,0.5
Kieran Tierney,Arsenal,Burnley,2022-01-23,True,DL,90,0.0,0.06,0.0,0.06,8,2.0,2.0,5.7,2,1,0,5.4,0.25,54.21,0.56
Kieran Tierney,Arsenal,Wolverhampton,2022-02-10,False,DL,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.4,0,1,0,5.6,0.25,56.6,0.6
Kieran Tierney,Arsenal,Brentford,2022-02-19,True,DL,90,0.0,0.07,0.0,0.0,2,1.0,0.0,3.7,0,0,1,6.4,0.24,58.69,0.55
Kieran Tierney,Arsenal,Wolverhampton,2022-02-24,True,DL,90,0.0,0.0,0.0,0.16,2,0.0,2.0,5.1,0,0,1,4.2,0.22,60.53,0.5
