name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability
Mads Roerslev Rasmussen,Brentford,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0.0
Mads Roerslev Rasmussen,Brentford,Burnley,2021-10-30,False,Sub,13,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,0,0,0.0,0.0,6.5,0.0
Mads Roerslev Rasmussen,Brentford,Norwich,,True,,0,,,,,0,,,0.0,0,0,0,0.5,0.0,4.33,0.0
Mads Roerslev Rasmussen,Brentford,Newcastle United,2021-11-20,False,DC,79,0.0,0.02,0.0,0.0,1,1.0,0.0,2.1,0,0,3,0.33,0.0,23.0,0.0
Mads Roerslev Rasmussen,Brentford,Everton,2021-11-28,True,Sub,13,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,0,0.5,0.0,21.0,0.0
Mads Roerslev Rasmussen,Brentford,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,0.6,0.0,17.5,0.0
Mads Roerslev Rasmussen,Brentford,Leicester City,2021-12-05,False,DMR,90,0.0,0.0,0.0,0.47,1,0.0,1.0,3.5,0,0,2,0.6,0.0,27.86,0.0
Mads Roerslev Rasmussen,Brentford,Watford,2021-12-10,True,DMR,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0,0,1,0.6,0.0,35.62,0.0
Mads Roerslev Rasmussen,Brentford,Brighton,,False,,0,,,,,0,,,0.0,0,0,0,1.0,0.0,31.67,0.0
Mads Roerslev Rasmussen,Brentford,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,0.8,0.0,28.5,0.0
Mads Roerslev Rasmussen,Brentford,Manchester City,2021-12-29,True,DMR,90,0.0,0.0,0.0,0.0,2,0.0,0.0,0.5,0,0,1,0.6,0.0,34.09,0.0
Mads Roerslev Rasmussen,Brentford,Aston Villa,2022-01-02,True,DMR,90,1.0,0.23,1.0,0.06,14,3.0,1.0,12.0,3,0,1,1.0,0.0,38.75,0.0
Mads Roerslev Rasmussen,Brentford,Southampton,2022-01-11,False,DMR,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.6,0,0,4,3.6,0.25,42.69,0.0
Mads Roerslev Rasmussen,Brentford,Liverpool,2022-01-16,False,DMR,90,0.0,0.0,0.0,0.01,1,0.0,1.0,3.0,0,0,3,3.2,0.25,46.07,0.0
Mads Roerslev Rasmussen,Brentford,Manchester United,2022-01-19,True,DMR,90,0.0,0.03,0.0,0.0,1,1.0,0.0,1.5,0,0,3,3.4,0.25,49.0,0.0
Mads Roerslev Rasmussen,Brentford,Wolverhampton,2022-01-22,True,Sub,32,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,1,3.6,0.25,47.94,0.0
Mads Roerslev Rasmussen,Brentford,Manchester City,2022-02-09,False,DMR,90,0.0,0.0,0.0,0.08,1,0.0,1.0,2.4,0,0,2,3.4,0.25,50.41,0.0
Mads Roerslev Rasmussen,Brentford,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,0.8,0.01,47.61,0.0
Mads Roerslev Rasmussen,Brentford,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,0.8,0.01,45.11,0.0
Mads Roerslev Rasmussen,Brentford,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,0.6,0.01,42.85,0.0
Mads Roerslev Rasmussen,Brentford,Norwich,2022-03-05,False,Sub,15,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3,0,0,1,0.4,0.0,41.52,0.0
Mads Roerslev Rasmussen,Brentford,Burnley,,True,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,39.64,0.0
Mads Roerslev Rasmussen,Brentford,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,37.91,0.0
Mads Roerslev Rasmussen,Brentford,Leeds United,2022-03-20,False,Sub,24,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,0,0.0,0.0,37.33,0.0
Mads Roerslev Rasmussen,Brentford,Chelsea,2022-04-02,False,DR,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.1,0,0,1,0.2,0.0,39.44,0.0
Mads Roerslev Rasmussen,Brentford,West Ham,2022-04-10,True,Sub,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,0.6,0.0,38.19,0.0
Mads Roerslev Rasmussen,Brentford,Watford,,False,,0,,,,,0,,,0.0,0,0,0,0.8,0.0,36.78,0.0
Mads Roerslev Rasmussen,Brentford,Tottenham,2022-04-23,True,DC,90,0.0,0.0,0.0,0.3,7,0.0,1.0,2.6,1,1,0,0.8,0.0,38.68,0.09
Mads Roerslev Rasmussen,Brentford,Manchester United,2022-05-02,False,DR,90,0.0,0.0,0.0,0.04,1,0.0,2.0,4.5,0,0,3,2.2,0.0,40.45,0.08
Mads Roerslev Rasmussen,Brentford,Southampton,,True,,0,,,,,0,,,0.0,0,0,0,2.2,0.0,39.1,0.08
Mads Roerslev Rasmussen,Brentford,Everton,2022-05-15,False,Sub,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,1.8,0.0,38.32,0.08
Mads Roerslev Rasmussen,Brentford,Leicester City,,True,,0,,,,,0,,,0.0,0,0,0,1.8,0.0,37.12,0.08
Mads Roerslev Rasmussen,Brentford,Brighton,2021-09-11,True,Sub,29,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,1,1.8,0.0,36.88,0.08
Mads Roerslev Rasmussen,Brentford,Wolverhampton,2021-09-18,False,Sub,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,0,0,0.6,0.0,36.24,0.08
Mads Roerslev Rasmussen,Brentford,Liverpool,,True,,0,,,,,0,,,0.0,0,0,0,0.6,0.0,35.2,0.08
Mads Roerslev Rasmussen,Brentford,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,0.6,0.0,34.22,0.08
Mads Roerslev Rasmussen,Brentford,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,33.3,0.08
Mads Roerslev Rasmussen,Brentford,Leeds United,,True,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,32.42,0.08
