name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability
Mads Bech Sørensen,Brentford,Arsenal,2021-08-13,True,Sub,19,0,0.0,0,0.0,1,0,0,0.0,0,0,0,0.0,0.0,19.0,0.0
Mads Bech Sørensen,Brentford,Brighton,2021-12-26,False,DC,90,0,0.0,0,0.03,0,0,1,3.0,0,0,2,1.0,0.0,54.5,0.0
Mads Bech Sørensen,Brentford,Manchester City,2021-12-29,True,DC,90,0,0.0,0,0.0,2,0,0,0.6,0,0,1,0.5,0.0,66.33,0.0
Mads Bech Sørensen,Brentford,Aston Villa,2022-01-02,True,DC,90,0,0.0,0,0.07,2,0,1,2.9,0,0,1,1.0,0.0,72.25,0.0
Mads Bech Sørensen,Brentford,Manchester United,2022-01-19,True,DC,90,0,0.06,0,0.03,1,1,1,5.6,0,0,3,1.25,0.0,75.8,0.0
Mads Bech Sørensen,Brentford,Watford,2022-04-16,False,Sub,69,0,0.0,0,0.12,2,0,2,4.4,0,0,1,1.2,0.01,74.67,0.0
Mads Bech Sørensen,Brentford,Tottenham,2022-04-23,True,DC,90,0,0.0,0,0.0,5,0,0,1.5,0,1,0,1.4,0.01,76.86,0.17
Mads Bech Sørensen,Brentford,Manchester United,2022-05-02,False,DC,90,0,0.01,0,0.0,1,1,0,3.1,0,0,3,2.4,0.01,78.5,0.14
Mads Bech Sørensen,Brentford,Southampton,2022-05-07,True,DC,90,0,0.0,0,0.0,6,0,0,1.5,0,1,0,2.2,0.01,79.78,0.25
Mads Bech Sørensen,Brentford,Everton,2022-05-15,False,DC,45,0,0.0,0,0.0,-1,0,0,0.0,0,0,2,3.0,0.01,76.3,0.25
Mads Bech Sørensen,Brentford,Leicester City,2022-05-22,True,DC,70,0,0.0,0,0.09,3,0,2,0.0,1,0,1,2.6,0.0,75.73,0.22
