name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Marc Cucurella,Brighton,Liverpool,2021-10-30,False,DL,90,0,0.0158014651387929,0,0.5178558230400085,1,1,1,4.2,0,0,2
Marc Cucurella,Brighton,Newcastle United,2021-11-06,True,DL,90,0,0.1124753952026367,0,0.0480542741715908,2,2,2,5.2,0,0,1
Marc Cucurella,Brighton,Aston Villa,2021-11-20,False,DML,63,0,0.0,0,0.0,5,0,0,1.0,0,1,0
Marc Cucurella,Brighton,Leicester City,2021-11-27,True,DML,90,0,0.0079106884077191,0,0.0519293956458568,9,1,2,5.3,3,1,0
Marc Cucurella,Brighton,West Ham,2021-12-01,False,DL,90,0,0.0126196928322315,0,0.0286968909204006,2,1,1,4.2,0,0,1
Marc Cucurella,Brighton,Southampton,2021-12-04,False,DML,90,0,0.0,0,0.1137000620365142,2,0,2,4.6,0,0,1
Marc Cucurella,Brighton,Wolverhampton,2021-12-15,True,DL,90,0,0.0189856924116611,0,0.0122685702517628,2,1,1,3.8,0,0,1
Marc Cucurella,Brighton,Brentford,2021-12-26,True,DL,90,0,0.0,0,0.0791494846343994,9,0,1,4.7,3,1,0
Marc Cucurella,Brighton,Chelsea,2021-12-29,False,DC,90,0,0.0104782516136765,1,0.0402679331600666,8,1,1,6.8,3,0,1
Marc Cucurella,Brighton,Everton,2022-01-02,False,DL,90,0,0.055888682603836,0,0.0,1,1,0,2.9,0,0,2
Marc Cucurella,Brighton,Crystal Palace,2022-01-14,True,DL,90,0,0.0,0,0.2559817433357239,3,0,2,4.3,1,0,1
Marc Cucurella,Brighton,Chelsea,2022-01-18,True,DL,90,0,0.0,0,0.1077809110283851,2,0,2,6.9,0,0,1
Marc Cucurella,Brighton,Leeds United,2022-01-23,False,DL,90,0,0.0227498654276132,0,0.0124494861811399,2,1,1,3.5,0,0,1
Marc Cucurella,Brighton,Watford,2022-02-12,False,ML,90,0,0.0954449996352195,0,0.0,6,1,0,4.8,0,1,0
Marc Cucurella,Brighton,Manchester United,2022-02-15,False,DL,90,0,0.0,0,0.0,1,0,0,1.9,0,0,2
Marc Cucurella,Brighton,Burnley,2022-02-19,True,DL,90,0,0.0417771860957145,0,0.0574607029557228,1,2,1,5.5,0,0,3
Marc Cucurella,Brighton,Aston Villa,2022-02-26,True,DC,90,0,0.0,0,0.0609475374221801,0,0,1,3.6,0,0,2
Marc Cucurella,Brighton,Newcastle United,2022-03-05,False,DL,90,0,0.0,0,0.0349579043686389,1,0,1,4.6,0,0,2
Marc Cucurella,Brighton,Liverpool,2022-03-12,True,DL,90,0,0.0,0,0.0700308606028556,1,0,1,3.2,0,0,2
Marc Cucurella,Brighton,Tottenham,2022-03-16,True,DL,90,0,0.0219953507184982,0,0.437723696231842,1,1,2,5.1,0,0,2
Marc Cucurella,Brighton,Norwich,2022-04-02,True,DC,90,0,0.0,0,0.155279740691185,8,0,4,8.3,2,1,0
Marc Cucurella,Brighton,Arsenal,2022-04-09,False,DC,90,0,0.0,0,0.0,2,0,0,2.4,0,0,1
Marc Cucurella,Brighton,Tottenham,2022-04-16,False,DC,90,0,0.0354877151548862,0,0.0,8,1,0,2.1,2,1,0
Marc Cucurella,Brighton,Manchester City,2022-04-20,False,DC,90,0,0.0,0,0.0,1,0,0,2.9,0,0,3
Marc Cucurella,Brighton,Southampton,2022-04-24,True,DL,90,0,0.0,0,0.0153889087960124,0,0,1,5.3,0,0,2
Marc Cucurella,Brighton,Wolverhampton,2022-04-30,False,DC,90,0,0.0679274797439575,0,0.0,6,1,0,2.9,1,1,0
Marc Cucurella,Brighton,Manchester United,2022-05-07,True,DC,90,1,0.1276583224534988,0,0.1071889922022819,12,2,1,9.6,0,1,0
Marc Cucurella,Brighton,Leicester City,2022-05-15,False,DC,90,0,0.0,0,0.0353533215820789,4,0,2,6.5,2,0,1
Marc Cucurella,Brighton,West Ham,2022-05-22,True,DML,90,0,0.0821014568209648,0,0.0829025655984878,2,1,2,0.0,0,0,1
Marc Cucurella,Brighton,Brentford,2021-09-11,False,ML,81,0,0.0,0,0.0267358608543872,7,0,1,2.3,1,1,0
Marc Cucurella,Brighton,Leeds United,2021-09-19,True,DML,90,0,0.0,0,0.1300883591175079,2,0,1,4.1,0,0,1
Marc Cucurella,Brighton,Crystal Palace,2021-09-27,False,DML,90,0,0.0,0,0.0,1,0,0,2.8,0,0,1
Marc Cucurella,Brighton,Arsenal,2021-10-02,True,DML,90,0,0.0,0,0.1750495135784149,9,0,4,8.0,3,1,0
Marc Cucurella,Brighton,Norwich,2021-10-16,False,DML,65,0,0.0,0,0.1799420863389969,5,0,3,5.5,0,1,0
Marc Cucurella,Brighton,Manchester City,2021-10-23,True,DML,90,0,0.0,0,0.0344131402671337,0,0,1,2.8,0,0,4
