name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability
Harry Maguire,Man Utd,Leicester City,2021-08-14,True,DC,90,0.0,0.02,0.0,0.0,2,1.0,0.0,1.5,0,0,1,0.0,0.0,90.0,0.0
Harry Maguire,Man Utd,Tottenham,2021-10-30,False,DC,90,0.0,0.0,0.0,0.0,5,0.0,0.0,2.0,0,1,0,2.0,0.02,90.0,0.5
Harry Maguire,Man Utd,Manchester City,2021-11-06,True,DC,90,0.0,0.11,0.0,0.0,1,1.0,0.0,2.3,0,0,2,3.5,0.01,90.0,0.33
Harry Maguire,Man Utd,Watford,2021-11-20,False,DC,68,0.0,0.0,0.0,0.0,-3,0.0,0.0,1.8,0,0,4,2.67,0.05,84.5,0.25
Harry Maguire,Man Utd,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,1.25,0.03,67.6,0.25
Harry Maguire,Man Utd,Arsenal,2021-12-02,True,DC,90,0.0,0.03,0.0,0.0,1,2.0,0.0,3.4,0,0,2,1.0,0.03,71.33,0.2
Harry Maguire,Man Utd,Crystal Palace,2021-12-05,True,DC,90,0.0,0.0,0.0,0.04,7,0.0,1.0,4.0,1,1,0,0.8,0.03,74.0,0.33
Harry Maguire,Man Utd,Norwich,2021-12-11,False,DC,90,0.0,0.02,0.0,0.0,6,1.0,0.0,4.1,0,1,0,1.2,0.03,76.0,0.43
Harry Maguire,Man Utd,Newcastle United,2021-12-27,False,DC,90,0.0,0.0,0.0,0.01,1,0.0,1.0,2.5,0,0,1,2.2,0.01,77.56,0.38
Harry Maguire,Man Utd,Southampton,2021-08-22,False,DC,90,0.0,0.55,0.0,0.0,1,1.0,0.0,2.1,0,0,1,3.0,0.01,78.8,0.33
Harry Maguire,Man Utd,Burnley,2021-12-30,True,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.5,0,0,1,3.2,0.12,79.82,0.3
Harry Maguire,Man Utd,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,3.4,0.12,73.17,0.3
Harry Maguire,Man Utd,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,2.0,0.12,67.54,0.3
Harry Maguire,Man Utd,Brentford,2022-01-19,False,Sub,19,0.0,0.0,0.0,0.0,1,0.0,0.0,1.2,0,0,1,0.8,0.11,64.07,0.3
Harry Maguire,Man Utd,West Ham,2022-01-22,True,DC,90,0.0,0.0,0.0,0.0,5,0.0,0.0,2.1,0,1,0,0.8,0.11,65.8,0.36
Harry Maguire,Man Utd,Burnley,2022-02-08,False,DC,90,0.0,0.04,0.0,0.0,1,1.0,0.0,1.2,0,0,1,1.6,0.0,67.31,0.33
Harry Maguire,Man Utd,Southampton,2022-02-12,True,DC,90,0.0,0.74,0.0,0.0,2,3.0,0.0,7.5,0,0,1,1.4,0.01,68.65,0.31
Harry Maguire,Man Utd,Brighton,2022-02-15,True,DC,90,0.0,0.11,0.0,0.0,7,1.0,0.0,3.9,1,1,0,1.8,0.16,69.83,0.36
Harry Maguire,Man Utd,Leicester City,2022-02-20,False,DC,90,1.0,0.05,0.0,0.0,7,1.0,0.0,6.6,0,0,2,3.2,0.18,70.89,0.33
Harry Maguire,Man Utd,Watford,,True,,0,,,,,0,,,0.0,0,0,0,4.4,0.19,67.35,0.33
Harry Maguire,Man Utd,Manchester City,2022-03-06,False,DC,90,0.0,0.0,0.0,0.0,-1,0.0,0.0,2.5,0,0,4,3.4,0.19,68.43,0.31
Harry Maguire,Man Utd,Tottenham,2022-03-12,True,DC,90,0.0,0.0,0.0,0.0,-1,0.0,0.0,2.1,0,0,2,3.0,0.18,69.41,0.29
Harry Maguire,Man Utd,Wolverhampton,2021-08-29,False,DC,90,0.0,0.02,0.0,0.0,7,1.0,0.0,5.0,1,1,0,2.4,0.03,70.3,0.33
Harry Maguire,Man Utd,Leeds United,2022-04-02,True,DC,90,0.0,0.03,0.0,0.0,2,1.0,0.0,4.7,0,0,1,2.4,0.01,71.12,0.32
Harry Maguire,Man Utd,Everton,2022-04-09,False,DC,90,0.0,0.14,0.0,0.08,2,2.0,1.0,8.6,0,0,1,1.4,0.01,71.88,0.3
Harry Maguire,Man Utd,Norwich,2022-04-16,True,DC,90,0.0,0.0,0.0,0.02,1,0.0,1.0,3.3,0,0,2,1.8,0.04,72.58,0.29
Harry Maguire,Man Utd,Liverpool,2022-04-19,False,DC,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.3,0,0,4,2.2,0.04,73.22,0.27
Harry Maguire,Man Utd,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,2.4,0.04,70.61,0.27
Harry Maguire,Man Utd,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,1.0,0.03,68.17,0.27
Harry Maguire,Man Utd,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,0.6,0.03,65.9,0.27
Harry Maguire,Man Utd,Brighton,2022-05-07,False,Sub,20,0.0,0.08,0.0,0.0,1,2.0,0.0,2.8,0,0,0,0.2,0.0,64.42,0.27
Harry Maguire,Man Utd,Crystal Palace,2022-05-22,False,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,0,1,0.2,0.02,65.22,0.26
Harry Maguire,Man Utd,Newcastle United,2021-09-11,True,DC,90,0.0,0.04,0.0,0.0,2,1.0,0.0,4.6,0,0,1,0.6,0.02,65.97,0.25
Harry Maguire,Man Utd,West Ham,2021-09-19,False,DC,90,0.0,0.08,0.0,0.0,2,1.0,0.0,2.8,0,0,1,1.0,0.02,66.68,0.24
Harry Maguire,Man Utd,Aston Villa,2021-09-25,True,DC,66,0.0,0.02,0.0,0.0,7,1.0,0.0,3.8,1,1,0,1.4,0.04,66.66,0.27
Harry Maguire,Man Utd,Everton,,True,,0,,,,,0,,,0.0,0,0,0,2.8,0.04,64.81,0.27
Harry Maguire,Man Utd,Leeds United,2021-10-16,False,DC,90,0.0,0.09,0.0,0.0,0,1.0,0.0,1.9,0,0,4,2.6,0.03,65.49,0.26
Harry Maguire,Man Utd,Liverpool,2021-10-24,True,DC,90,0.0,0.04,0.0,0.0,-1,1.0,0.0,3.0,0,0,5,2.2,0.05,66.13,0.25
