name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded
Samir Caetano de Souza Santos,Watford,Newcastle United,False,90,1,4.4,0,0,1
Samir Caetano de Souza Santos,Watford,Norwich,True,90,1,3.9,0,0,3
Samir Caetano de Souza Santos,Watford,Burnley,False,90,6,2.3,0,1,0
Samir Caetano de Souza Santos,Watford,West Ham,False,90,2,2.4,0,0,1
Samir Caetano de Souza Santos,Watford,Brighton,True,90,1,1.2,0,0,2
Samir Caetano de Souza Santos,Watford,Aston Villa,False,90,6,1.6,0,1,0
Samir Caetano de Souza Santos,Watford,Crystal Palace,True,90,-1,3.3,0,0,4
Samir Caetano de Souza Santos,Watford,Manchester United,False,90,6,2.9,0,1,0
Samir Caetano de Souza Santos,Watford,Arsenal,True,90,1,0.7,0,0,3
Samir Caetano de Souza Santos,Watford,Wolverhampton,False,90,-1,2.8,0,0,4
Samir Caetano de Souza Santos,Watford,Southampton,False,90,2,1.8,0,0,1
Samir Caetano de Souza Santos,Watford,Liverpool,False,90,1,2.2,0,0,2
Samir Caetano de Souza Santos,Watford,Leicester City,True,90,1,0.7,0,0,3
Samir Caetano de Souza Santos,Watford,Brentford,True,90,1,5.8,0,0,2
Samir Caetano de Souza Santos,Watford,Manchester City,False,67,0,1.0,0,0,5
Samir Caetano de Souza Santos,Watford,Burnley,True,90,1,1.9,0,0,2
Samir Caetano de Souza Santos,Watford,Crystal Palace,False,77,2,2.9,0,0,1
Samir Caetano de Souza Santos,Watford,Everton,True,90,5,2.1,0,1,0
Samir Caetano de Souza Santos,Watford,Leeds United,True,0,0,0.0,0,0,0
Samir Caetano de Souza Santos,Watford,Chelsea,False,90,1,0.0,0,0,2
