name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability
Virgil van Dijk,Liverpool,Norwich,2021-08-14,False,DC,90,0.0,0.05,0.0,0.06,7,1.0,1.0,3.9,1,1,0,0.0,0.0,90.0,1.0
Virgil van Dijk,Liverpool,Brighton,2021-10-30,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.5,0,0,2,7.0,0.05,90.0,0.5
Virgil van Dijk,Liverpool,West Ham,2021-11-07,False,DC,90,0.0,0.02,0.0,0.0,1,1.0,0.0,4.6,0,0,3,4.0,0.02,90.0,0.33
Virgil van Dijk,Liverpool,Arsenal,2021-11-20,True,DC,90,0.0,0.12,0.0,0.0,6,2.0,0.0,4.0,0,1,0,3.0,0.02,90.0,0.5
Virgil van Dijk,Liverpool,Southampton,2021-11-27,True,DC,90,1.0,0.06,0.0,0.03,15,1.0,1.0,8.3,3,1,0,3.75,0.05,90.0,0.6
Virgil van Dijk,Liverpool,Everton,2021-12-01,False,DC,90,0.0,0.05,0.0,0.0,1,1.0,0.0,2.7,0,0,1,6.0,0.05,90.0,0.5
Virgil van Dijk,Liverpool,Wolverhampton,2021-12-04,False,DC,90,0.0,0.0,0.0,0.0,7,0.0,0.0,1.7,1,1,0,4.8,0.05,90.0,0.57
Virgil van Dijk,Liverpool,Aston Villa,2021-12-11,True,DC,90,0.0,0.29,0.0,0.0,5,1.0,0.0,4.5,0,1,0,6.0,0.05,90.0,0.62
Virgil van Dijk,Liverpool,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,6.8,0.1,80.0,0.62
Virgil van Dijk,Liverpool,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,5.6,0.08,72.0,0.62
Virgil van Dijk,Liverpool,Burnley,2021-08-21,True,DC,90,0.0,0.18,0.0,0.13,6,3.0,1.0,6.0,0,1,0,2.6,0.07,73.64,0.67
Virgil van Dijk,Liverpool,Leeds United,2021-12-28,False,DC,90,0.0,0.02,0.0,0.0,2,1.0,0.0,5.0,0,0,1,3.6,0.09,75.0,0.6
Virgil van Dijk,Liverpool,Chelsea,2022-01-02,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.8,0,0,2,2.6,0.1,76.15,0.55
Virgil van Dijk,Liverpool,Brentford,2022-01-16,True,DC,90,0.0,0.16,0.0,0.0,6,2.0,0.0,4.9,0,1,0,1.8,0.04,77.14,0.58
Virgil van Dijk,Liverpool,Crystal Palace,2022-01-23,False,DC,90,1.0,0.09,0.0,0.0,8,1.0,0.0,6.5,0,0,1,3.0,0.07,78.0,0.54
Virgil van Dijk,Liverpool,Leeds United,2022-02-10,True,DC,90,0.0,0.04,0.0,0.0,10,2.0,0.0,4.1,1,1,0,4.6,0.09,78.75,0.57
Virgil van Dijk,Liverpool,Burnley,2022-02-13,False,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.0,0,1,0,5.4,0.06,79.41,0.6
Virgil van Dijk,Liverpool,Norwich,2022-02-19,True,DC,90,0.0,0.03,0.0,0.56,2,1.0,1.0,6.3,0,0,1,6.2,0.06,80.0,0.56
Virgil van Dijk,Liverpool,Leicester City,2022-02-23,True,DC,90,1.0,0.33,0.0,0.0,12,1.0,0.0,7.2,0,1,0,6.4,0.06,80.53,0.59
Virgil van Dijk,Liverpool,West Ham,2022-03-05,True,DC,90,0.0,0.09,0.0,0.0,6,1.0,0.0,1.9,0,1,0,7.6,0.1,81.0,0.61
Virgil van Dijk,Liverpool,Brighton,2022-03-12,False,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.3,0,1,0,7.2,0.1,81.43,0.63
Virgil van Dijk,Liverpool,Arsenal,2022-03-16,False,DC,90,0.0,0.03,0.0,0.0,8,1.0,0.0,4.4,2,1,0,6.4,0.09,81.82,0.65
Virgil van Dijk,Liverpool,Chelsea,2021-08-28,True,DC,90,0.0,0.05,0.0,0.0,2,3.0,0.0,3.8,0,0,1,6.8,0.09,82.17,0.62
Virgil van Dijk,Liverpool,Watford,2022-04-02,True,DC,90,0.0,0.03,0.0,0.0,6,1.0,0.0,1.7,0,1,0,6.8,0.1,82.5,0.64
Virgil van Dijk,Liverpool,Manchester City,2022-04-10,False,DC,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.3,0,0,2,5.6,0.04,82.8,0.61
Virgil van Dijk,Liverpool,Manchester United,2022-04-19,True,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.7,0,1,0,4.4,0.02,83.08,0.62
Virgil van Dijk,Liverpool,Everton,2022-04-24,True,DC,90,0.0,0.02,0.0,0.0,7,1.0,0.0,2.3,1,1,0,4.4,0.02,83.33,0.64
Virgil van Dijk,Liverpool,Newcastle United,2022-04-30,False,DC,90,0.0,0.08,0.0,0.0,6,2.0,0.0,3.6,0,1,0,4.2,0.02,83.57,0.65
Virgil van Dijk,Liverpool,Tottenham,2022-05-07,True,DC,90,0.0,0.19,0.0,0.12,2,3.0,1.0,6.1,0,0,1,5.0,0.02,83.79,0.63
Virgil van Dijk,Liverpool,Aston Villa,2022-05-10,False,DC,90,0.0,0.1,0.0,0.03,6,1.0,1.0,6.7,1,0,1,4.2,0.06,84.0,0.61
Virgil van Dijk,Liverpool,Southampton,,False,,0,,,,,0,,,0.0,0,0,0,5.4,0.08,81.29,0.61
Virgil van Dijk,Liverpool,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,4.2,0.08,78.75,0.61
Virgil van Dijk,Liverpool,Leicester City,2021-09-12,False,DC,90,0.0,0.1,0.0,0.11,6,2.0,1.0,5.0,0,1,0,2.8,0.07,79.09,0.62
Virgil van Dijk,Liverpool,Crystal Palace,2021-09-18,True,DC,90,0.0,0.03,1.0,0.48,12,1.0,1.0,6.0,3,1,0,2.8,0.08,79.41,0.63
Virgil van Dijk,Liverpool,Brentford,2021-09-25,False,DC,90,0.0,0.03,0.0,0.0,1,1.0,0.0,4.1,0,0,3,4.8,0.25,79.71,0.61
Virgil van Dijk,Liverpool,Manchester City,2021-10-03,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.1,0,0,2,3.8,0.23,80.0,0.59
Virgil van Dijk,Liverpool,Watford,2021-10-16,False,DC,90,0.0,0.0,0.0,0.04,6,0.0,1.0,3.0,0,1,0,4.0,0.23,80.27,0.61
Virgil van Dijk,Liverpool,Manchester United,2021-10-24,False,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.1,0,1,0,5.2,0.23,80.53,0.62
