name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Matthew Cash,Aston Villa,Watford,2021-08-14,False,DR,90,0,0.010808209888637,0,0.0766641423106193,1,1,1,3.0,0,0,3
Matthew Cash,Aston Villa,West Ham,2021-10-31,True,DR,90,0,0.0296594314277172,0,0.0,0,2,0,1.3,0,0,4
Matthew Cash,Aston Villa,Southampton,2021-11-05,False,DR,90,0,0.0,0,0.0,2,0,0,2.5,0,0,1
Matthew Cash,Aston Villa,Brighton,2021-11-20,True,DR,90,0,0.0643264129757881,0,0.0,5,1,0,3.8,0,1,0
Matthew Cash,Aston Villa,Crystal Palace,2021-11-27,False,DR,90,0,0.0560498461127281,0,0.0,1,1,0,2.3,0,0,1
Matthew Cash,Aston Villa,Manchester City,2021-12-01,True,DR,90,0,0.0,0,0.0,1,0,0,1.7,0,0,2
Matthew Cash,Aston Villa,Leeds United,2021-12-05,True,DR,90,0,0.2412829250097274,0,0.1611825227737426,2,3,2,11.5,0,0,1
Matthew Cash,Aston Villa,Liverpool,2021-12-11,False,DR,90,0,0.0,0,0.0,2,0,0,1.8,0,0,1
Matthew Cash,Aston Villa,Norwich,2021-12-14,False,DR,90,0,0.0469076819717884,0,0.1671729981899261,6,1,2,7.5,0,1,0
Matthew Cash,Aston Villa,Chelsea,2021-12-26,True,DR,90,0,0.0823454186320304,0,0.1733080148696899,1,1,3,8.2,0,0,3
Matthew Cash,Aston Villa,Newcastle United,2021-08-21,True,DR,90,0,0.0589428432285785,0,0.0,6,1,0,1.9,0,1,0
Matthew Cash,Aston Villa,Brentford,2022-01-02,False,DR,90,0,0.0,0,0.0157834719866514,1,0,1,2.3,0,0,2
Matthew Cash,Aston Villa,Manchester United,2022-01-15,True,DR,90,0,0.0,0,0.0682538449764251,1,0,2,6.7,0,0,2
Matthew Cash,Aston Villa,Everton,2022-01-22,False,DR,90,0,0.0,0,0.0,5,0,0,1.4,0,1,0
Matthew Cash,Aston Villa,Leicester City,2022-02-09,True,DR,90,0,0.1422992199659347,1,0.0611620582640171,3,1,1,7.0,0,0,3
Matthew Cash,Aston Villa,Newcastle United,2022-02-13,False,DR,90,0,0.0654374435544014,0,0.0705940201878547,2,2,1,5.3,0,0,1
Matthew Cash,Aston Villa,Watford,2022-02-19,True,DR,64,0,0.0,0,0.0844135805964469,5,0,2,5.5,0,1,0
Matthew Cash,Aston Villa,Brighton,2022-02-26,False,DR,90,1,0.0923613905906677,0,0.0,14,2,0,6.1,3,1,0
Matthew Cash,Aston Villa,Southampton,2022-03-05,True,DR,90,0,0.0,1,0.4475313723087311,11,0,2,6.1,2,1,0
Matthew Cash,Aston Villa,Leicester City,2022-03-10,False,DR,90,1,0.3443217277526855,1,0.2026776671409607,18,1,3,11.9,3,1,0
Matthew Cash,Aston Villa,West Ham,2022-03-13,False,DR,90,0,0.0,0,0.0,1,0,0,2.4,0,0,2
Matthew Cash,Aston Villa,Brentford,2021-08-28,True,DR,90,0,0.0,0,0.0,1,0,0,2.3,0,0,1
Matthew Cash,Aston Villa,Arsenal,2022-03-19,True,DR,90,0,0.0,0,0.0,2,0,0,0.9,0,0,1
Matthew Cash,Aston Villa,Wolverhampton,2022-04-02,False,DR,90,0,0.3824182450771332,0,0.0,1,2,0,5.6,0,0,2
Matthew Cash,Aston Villa,Tottenham,2022-04-09,True,DR,90,0,0.0588579326868057,0,0.0,0,2,0,4.3,0,0,4
Matthew Cash,Aston Villa,Leeds United,2022-04-23,False,DR,90,0,0.0,0,0.0,6,0,0,1.5,0,1,0
Matthew Cash,Aston Villa,Norwich,2022-04-30,True,DR,90,0,0.0743839889764785,0,0.0,6,1,0,2.9,0,1,0
Matthew Cash,Aston Villa,Burnley,2022-05-07,False,DR,90,0,0.0963660329580307,0,0.0681875422596931,2,1,2,5.7,0,0,1
Matthew Cash,Aston Villa,Liverpool,2022-05-10,True,DR,90,0,0.0187692437320947,0,0.0395510680973529,1,1,1,4.6,0,0,2
Matthew Cash,Aston Villa,Crystal Palace,2022-05-15,True,DR,90,0,0.0,0,0.0,2,0,0,2.9,0,0,1
Matthew Cash,Aston Villa,Burnley,2022-05-19,True,DR,90,0,0.1700843423604965,0,0.0293803308159112,2,4,1,8.6,0,0,1
Matthew Cash,Aston Villa,Manchester City,2022-05-22,False,DR,90,1,0.0601313449442386,0,0.0,7,1,0,0.0,0,0,3
Matthew Cash,Aston Villa,Chelsea,2021-09-11,False,DR,90,0,0.0,0,0.0,1,0,0,3.2,0,0,3
Matthew Cash,Aston Villa,Everton,2021-09-18,True,DR,85,1,0.1529398560523986,0,0.0,15,3,0,8.1,3,1,0
Matthew Cash,Aston Villa,Manchester United,2021-09-25,False,DMR,90,0,0.0,0,0.5068937540054321,5,0,1,3.0,0,1,0
Matthew Cash,Aston Villa,Tottenham,2021-10-03,False,DMR,90,0,0.0621138922870159,0,0.0,1,2,0,3.5,0,0,2
Matthew Cash,Aston Villa,Wolverhampton,2021-10-16,True,DMR,78,0,0.1724503487348556,0,0.0716154128313064,6,3,2,6.0,0,1,0
Matthew Cash,Aston Villa,Arsenal,2021-10-22,False,MR,90,0,0.0,0,0.6579427123069763,1,0,1,2.5,0,0,3
