name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Willy Boly,Wolves,Watford,2022-03-10,True,DC,90,0,0.0,0,0.0,6,0,0,1.6,0,1,0
Willy Boly,Wolves,Leicester City,2022-03-18,True,DC,90,0,0.0,0,0.0,0,0,0,1.7,0,0,3
Willy Boly,Wolves,Aston Villa,2022-04-02,True,DC,90,0,0.0,0,0.0,2,0,0,2.3,0,0,1
Willy Boly,Wolves,Newcastle United,2022-04-08,False,DC,90,0,0.0,0,0.0,2,0,0,1.2,0,0,1
Willy Boly,Wolves,Burnley,2022-04-24,False,DC,90,0,0.0,0,0.0,2,0,0,3.9,0,0,1
Willy Boly,Wolves,Brighton,2022-04-30,True,DC,90,0,0.088928036391735,0,0.0,1,2,0,2.9,0,0,3
Willy Boly,Wolves,Chelsea,2022-05-07,False,DC,90,0,0.0,0,0.0629572719335556,1,0,1,3.5,0,0,2
Willy Boly,Wolves,Manchester City,2022-05-11,True,DC,90,0,0.0,0,0.0,0,0,0,0.8,0,0,5
Willy Boly,Wolves,Norwich,2022-05-15,True,DC,90,0,0.0,0,0.0,2,0,0,2.4,0,0,1
Willy Boly,Wolves,Liverpool,2022-05-22,False,DC,90,0,0.0,0,0.0,1,0,0,0.0,0,0,3
