name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability
Marc Guéhi,Crystal Palace,Chelsea,2021-08-14,False,DC,90,0.0,0.0,0.0,0.12,1,0.0,1.0,2.8,0,0,3,0.0,0.0,90.0,0.0
Marc Guéhi,Crystal Palace,Manchester City,2021-10-30,False,DC,90,0.0,0.06,0.0,0.0,6,1.0,0.0,2.0,0,1,0,1.0,0.0,90.0,0.5
Marc Guéhi,Crystal Palace,Wolverhampton,2021-11-06,True,DC,90,0.0,0.0,0.0,0.0,7,0.0,0.0,1.6,2,1,0,3.5,0.03,90.0,0.67
Marc Guéhi,Crystal Palace,Burnley,2021-11-20,False,DC,90,1.0,0.24,0.0,0.0,7,2.0,0.0,9.0,0,0,3,4.67,0.02,90.0,0.5
Marc Guéhi,Crystal Palace,Aston Villa,2021-11-27,True,DC,90,1.0,0.57,0.0,0.0,9,2.0,0.0,9.0,2,0,2,5.25,0.07,90.0,0.4
Marc Guéhi,Crystal Palace,Leicester City,2021-11-30,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,1,6.0,0.17,90.0,0.33
Marc Guéhi,Crystal Palace,Manchester United,2021-12-05,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.6,0,0,1,6.0,0.17,90.0,0.29
Marc Guéhi,Crystal Palace,Everton,2021-12-12,True,DC,90,0.0,0.03,0.0,0.0,2,1.0,0.0,4.4,0,0,1,5.0,0.16,90.0,0.25
Marc Guéhi,Crystal Palace,Southampton,2021-12-15,True,DC,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.5,0,0,2,4.0,0.17,90.0,0.22
Marc Guéhi,Crystal Palace,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,2.6,0.12,81.0,0.22
Marc Guéhi,Crystal Palace,Brentford,2021-08-21,True,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.7,0,1,0,0.8,0.01,81.82,0.3
Marc Guéhi,Crystal Palace,Norwich,2021-12-28,True,DC,90,0.0,0.06,0.0,0.0,6,1.0,0.0,5.1,0,1,0,1.8,0.01,82.5,0.36
Marc Guéhi,Crystal Palace,West Ham,2022-01-01,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.1,0,0,3,2.8,0.02,83.08,0.33
Marc Guéhi,Crystal Palace,Brighton,2022-01-14,False,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,0,1,2.6,0.01,83.57,0.31
Marc Guéhi,Crystal Palace,Liverpool,2022-01-23,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.2,0,0,3,3.0,0.01,84.0,0.29
