name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability
Dan Burn,Brighton,Southampton,2021-12-04,False,DC,90,0,0.0,0,0.0,2,0,0,2.5,0,0,1,0.0,0.0,90.0,0.0
Dan Burn,Brighton,Wolverhampton,2021-12-15,True,DC,90,0,0.12,0,0.67,1,1,1,3.8,0,0,1,2.0,0.0,90.0,0.0
Dan Burn,Brighton,Brentford,2021-12-26,True,DC,90,0,0.02,0,0.0,7,1,0,4.1,1,1,0,1.5,0.06,90.0,0.33
Dan Burn,Brighton,Chelsea,2021-12-29,False,DC,90,0,0.0,0,0.0,2,0,0,1.8,0,0,1,3.33,0.05,90.0,0.25
Dan Burn,Brighton,Everton,2022-01-02,False,DC,90,1,0.64,0,0.0,8,2,0,11.4,1,0,2,3.0,0.03,90.0,0.2
Dan Burn,Brighton,Crystal Palace,2022-01-14,True,DC,90,0,0.07,0,0.0,2,1,0,3.3,0,0,1,4.0,0.16,90.0,0.17
Dan Burn,Brighton,Chelsea,2022-01-18,True,DC,90,0,0.0,0,0.0,1,0,0,2.9,0,0,1,4.0,0.17,90.0,0.14
Dan Burn,Brighton,Leeds United,2022-01-23,False,DC,90,0,0.01,0,0.0,1,1,0,3.7,0,0,1,4.0,0.15,90.0,0.12
Dan Burn,Newcastle,Aston Villa,2022-02-13,True,DC,90,0,0.02,0,0.0,5,1,0,3.3,0,1,0,2.8,0.15,90.0,0.22
Dan Burn,Newcastle,West Ham,2022-02-19,False,DC,90,0,0.03,0,0.0,1,1,0,3.4,0,0,1,3.4,0.15,90.0,0.2
Dan Burn,Newcastle,Brentford,2022-02-26,False,DC,90,0,0.0,0,0.0,6,0,0,2.2,0,1,0,2.0,0.03,90.0,0.27
Dan Burn,Newcastle,Brighton,2022-03-05,True,DC,90,0,0.26,0,0.0,2,1,0,3.0,0,0,1,2.8,0.01,90.0,0.25
Dan Burn,Newcastle,Southampton,2022-03-10,False,DC,90,0,0.0,1,0.12,5,0,1,6.2,0,0,1,3.0,0.07,90.0,0.23
Dan Burn,Newcastle,Chelsea,2022-03-13,False,DC,90,0,0.03,0,0.0,2,1,0,1.5,0,0,1,3.8,0.26,90.0,0.21
Dan Burn,Newcastle,Everton,2022-03-17,False,DC,90,0,0.08,0,0.01,2,1,1,5.6,0,0,1,3.2,0.27,90.0,0.2
Dan Burn,Newcastle,Tottenham,2022-04-03,False,DC,90,0,0.06,0,0.0,-1,1,0,5.0,0,0,5,3.4,0.27,90.0,0.19
Dan Burn,Newcastle,Wolverhampton,2022-04-08,True,DC,90,0,0.08,0,0.02,8,1,1,4.8,2,1,0,2.0,0.29,90.0,0.24
Dan Burn,Newcastle,Leeds United,2022-04-17,True,DC,90,0,0.07,0,0.6,2,2,1,3.9,0,0,1,3.2,0.25,90.0,0.22
Dan Burn,Newcastle,Crystal Palace,2022-04-20,True,DC,90,0,0.01,0,0.0,8,1,0,2.3,2,1,0,2.6,0.06,90.0,0.26
Dan Burn,Newcastle,Norwich,2022-04-23,False,DC,90,0,0.01,0,0.0,6,1,0,2.2,0,1,0,3.8,0.06,90.0,0.3
Dan Burn,Newcastle,Liverpool,2022-04-30,True,DC,90,0,0.0,0,0.0,2,0,0,2.2,0,0,1,4.6,0.05,90.0,0.29
Dan Burn,Newcastle,Manchester City,2022-05-08,False,DC,90,0,0.0,0,0.0,-1,0,0,1.6,0,0,5,5.2,0.03,90.0,0.27
Dan Burn,Newcastle,Arsenal,2022-05-16,True,DC,90,0,0.0,0,0.0,6,0,0,2.2,0,1,0,3.4,0.02,90.0,0.3
Dan Burn,Newcastle,Burnley,2022-05-22,False,DC,90,0,0.0,0,0.0,2,0,0,0.0,0,0,1,4.2,0.0,90.0,0.29
Dan Burn,Brighton,Leeds United,2021-09-19,True,Sub,20,0,0.0,0,0.0,1,0,0,0.1,0,0,0,3.0,0.0,87.2,0.29
Dan Burn,Brighton,Crystal Palace,2021-09-27,False,DC,45,0,0.0,0,0.0,1,0,0,0.9,0,0,1,2.0,0.0,85.58,0.29
Dan Burn,Brighton,Arsenal,2021-10-02,True,DC,90,0,0.1,0,0.02,6,1,1,3.8,0,1,0,1.8,0.0,85.74,0.32
Dan Burn,Brighton,Norwich,2021-10-16,False,DC,90,0,0.0,0,0.0,5,0,0,2.9,0,1,0,3.2,0.02,85.89,0.35
Dan Burn,Brighton,Manchester City,2021-10-23,True,DC,56,0,0.0,0,0.0,0,0,0,1.0,0,0,3,3.0,0.02,84.86,0.35
