name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability
Joachim Andersen,Crystal Palace,Chelsea,2021-08-14,False,Sub,33,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0,1,0.0,0.0,33.0,0.0
Joachim Andersen,Crystal Palace,Manchester City,2021-10-30,False,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.5,0,1,0,1.0,0.0,61.5,1.0
Joachim Andersen,Crystal Palace,Wolverhampton,2021-11-06,True,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.3,0,1,0,3.5,0.0,71.0,1.0
Joachim Andersen,Crystal Palace,Burnley,2021-11-20,False,DC,90,0.0,0.12,1.0,0.1,9,1.0,1.0,9.0,2,0,3,4.33,0.0,75.75,0.67
Joachim Andersen,Crystal Palace,Aston Villa,,True,,0,,,,,0,,,0.0,0,0,0,5.5,0.28,60.6,0.67
Joachim Andersen,Crystal Palace,Leicester City,,False,,0,,,,,0,,,0.0,0,0,0,4.4,0.22,50.5,0.67
Joachim Andersen,Crystal Palace,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,4.2,0.22,43.29,0.67
Joachim Andersen,Crystal Palace,Everton,,True,,0,,,,,0,,,0.0,0,0,0,3.0,0.22,37.88,0.67
Joachim Andersen,Crystal Palace,Southampton,2021-12-15,True,Sub,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,1.8,0.22,34.67,0.67
Joachim Andersen,Crystal Palace,Tottenham,2021-12-26,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.4,0,0,3,0.2,0.0,40.2,0.5
Joachim Andersen,Crystal Palace,Brentford,2021-08-21,True,DC,90,0.0,0.06,0.0,0.0,5,1.0,0.0,1.4,0,1,0,0.4,0.0,44.73,0.6
Joachim Andersen,Crystal Palace,Norwich,2021-12-28,True,DC,82,0.0,0.02,0.0,0.0,6,1.0,0.0,3.3,0,1,0,1.4,0.01,47.83,0.67
Joachim Andersen,Crystal Palace,West Ham,2022-01-01,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.5,0,0,3,2.6,0.02,51.08,0.57
Joachim Andersen,Crystal Palace,Brighton,2022-01-14,False,DC,90,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0,0,1,2.8,0.02,53.86,0.5
Joachim Andersen,Crystal Palace,Liverpool,2022-01-23,True,DC,90,0.0,0.03,0.0,0.04,1,1.0,1.0,4.0,0,0,3,2.6,0.02,56.27,0.44
Joachim Andersen,Crystal Palace,Norwich,2022-02-09,False,DC,90,0.0,0.0,0.0,0.06,2,0.0,1.0,2.5,0,0,1,2.6,0.02,58.38,0.4
Joachim Andersen,Crystal Palace,Brentford,2022-02-12,False,DC,90,0.0,0.07,0.0,0.03,9,1.0,1.0,6.1,3,1,0,2.0,0.01,60.24,0.45
Joachim Andersen,Crystal Palace,Chelsea,2022-02-19,True,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.5,0,0,1,2.6,0.02,61.89,0.42
Joachim Andersen,Crystal Palace,Watford,2022-02-23,False,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.9,0,0,1,2.8,0.02,63.37,0.38
Joachim Andersen,Crystal Palace,Burnley,2022-02-26,True,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.4,0,0,1,3.2,0.02,64.7,0.36
Joachim Andersen,Crystal Palace,Wolverhampton,2022-03-05,False,DC,90,0.0,0.0,0.0,0.21,6,0.0,2.0,4.3,0,1,0,3.4,0.01,65.9,0.4
Joachim Andersen,Crystal Palace,Manchester City,2022-03-14,True,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.2,0,1,0,4.2,0.01,67.0,0.44
Joachim Andersen,Crystal Palace,West Ham,2021-08-28,False,DC,90,0.0,0.0,0.0,0.01,1,0.0,1.0,5.7,0,0,2,3.6,0.0,68.0,0.41
Joachim Andersen,Crystal Palace,Arsenal,2022-04-04,True,DC,90,0.0,0.08,2.0,0.48,15,1.0,2.0,8.0,3,1,0,3.4,0.0,68.92,0.44
Joachim Andersen,Crystal Palace,Leeds United,2022-04-10,False,DC,90,0.0,0.09,0.0,0.1,1,1.0,1.0,3.9,0,0,2,6.0,0.42,69.76,0.42
Joachim Andersen,Crystal Palace,Newcastle United,2022-04-20,False,DC,90,0.0,0.0,0.0,0.05,2,0.0,1.0,3.3,0,0,1,5.8,0.44,70.54,0.4
Joachim Andersen,Crystal Palace,Leicester City,2022-04-25,True,DC,90,0.0,0.0,0.0,0.0,5,0.0,0.0,1.5,0,1,0,5.0,0.44,71.26,0.43
Joachim Andersen,Crystal Palace,Southampton,2022-04-30,False,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.8,0,0,1,4.8,0.44,71.93,0.41
Joachim Andersen,Crystal Palace,Watford,2022-05-07,True,DC,90,0.0,0.0,0.0,0.02,8,0.0,1.0,2.9,2,1,0,5.0,0.44,72.55,0.43
Joachim Andersen,Crystal Palace,Aston Villa,2022-05-15,False,DC,90,0.0,0.02,0.0,0.2,2,1.0,4.0,8.8,0,0,1,3.6,0.02,73.13,0.42
Joachim Andersen,Crystal Palace,Everton,2022-05-19,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.5,0,0,3,3.8,0.0,73.68,0.4
Joachim Andersen,Crystal Palace,Manchester United,2022-05-22,True,DC,90,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,3,1,0,3.6,0.0,74.19,0.42
Joachim Andersen,Crystal Palace,Tottenham,2021-09-11,True,DC,90,0.0,0.0,0.0,0.0,7,0.0,0.0,1.7,1,1,0,4.4,0.0,74.67,0.44
