name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability
Joel Matip,Liverpool,Norwich,2021-08-14,False,DC,90,0,0.06,0,0.0,6,1,0,3.3,0,1,0,0.0,0.0,90.0,1.0
Joel Matip,Liverpool,West Ham,2021-11-07,False,DC,90,0,0.0,0,0.0,1,0,0,2.3,0,0,3,6.0,0.06,90.0,0.5
Joel Matip,Liverpool,Arsenal,2021-11-20,True,DC,90,0,0.0,0,0.0,6,0,0,1.2,0,1,0,3.5,0.03,90.0,0.67
Joel Matip,Liverpool,Everton,2021-12-01,False,DC,90,0,0.08,0,0.0,2,1,0,3.0,0,0,1,4.33,0.02,90.0,0.5
Joel Matip,Liverpool,Wolverhampton,2021-12-04,False,DC,90,0,0.01,0,0.0,6,1,0,2.9,0,1,0,3.75,0.04,90.0,0.6
Joel Matip,Liverpool,Aston Villa,2021-12-11,True,DC,90,0,0.05,0,0.03,7,2,1,6.0,1,1,0,4.2,0.03,90.0,0.67
Joel Matip,Liverpool,Newcastle United,2021-12-16,True,DC,90,0,0.01,0,0.08,2,1,1,5.2,0,0,1,4.4,0.03,90.0,0.57
Joel Matip,Liverpool,Tottenham,2021-12-19,False,DC,90,0,0.01,0,0.0,2,1,0,2.0,1,0,2,4.6,0.03,90.0,0.5
Joel Matip,Liverpool,Burnley,2021-08-21,True,DC,90,0,0.19,0,0.0,6,3,0,7.5,0,1,0,3.8,0.03,90.0,0.56
Joel Matip,Liverpool,Leeds United,2021-12-28,False,DC,90,0,0.11,0,0.0,1,3,0,4.8,0,0,1,4.6,0.05,90.0,0.5
Joel Matip,Liverpool,Brentford,2022-01-16,True,DC,90,0,0.18,0,0.0,6,3,0,7.4,0,1,0,3.6,0.07,90.0,0.55
Joel Matip,Liverpool,Crystal Palace,2022-01-23,False,DC,90,0,0.0,0,0.03,2,0,1,2.6,0,0,1,3.4,0.1,90.0,0.5
Joel Matip,Liverpool,Leeds United,2022-02-10,True,DC,90,0,0.02,1,0.47,11,1,2,8.2,2,1,0,3.4,0.1,90.0,0.54
Joel Matip,Liverpool,Burnley,2022-02-13,False,DC,90,0,0.0,0,0.0,6,0,0,2.1,0,1,0,5.2,0.3,90.0,0.57
Joel Matip,Liverpool,Norwich,2022-02-19,True,DC,90,0,0.0,0,0.03,2,0,1,3.6,0,0,1,5.2,0.26,90.0,0.53
Joel Matip,Liverpool,Leicester City,2022-02-23,True,DC,90,1,0.54,0,0.0,12,1,0,6.9,0,1,0,5.4,0.24,90.0,0.56
Joel Matip,Liverpool,Brighton,2022-03-12,False,DC,90,0,0.05,1,0.23,12,1,1,5.9,3,1,0,6.6,0.31,90.0,0.59
Joel Matip,Liverpool,Arsenal,2022-03-16,False,DC,90,0,0.05,0,0.0,7,1,0,4.2,1,1,0,8.6,0.52,90.0,0.61
Joel Matip,Liverpool,Chelsea,2021-08-28,True,DC,90,0,0.18,0,0.0,2,2,0,3.8,0,0,1,7.8,0.33,90.0,0.58
Joel Matip,Liverpool,Watford,2022-04-02,True,DC,90,0,0.05,0,0.0,7,1,0,3.9,1,1,0,7.0,0.36,90.0,0.6
Joel Matip,Liverpool,Manchester City,2022-04-10,False,DC,90,0,0.0,0,0.0,1,0,0,2.1,0,0,2,8.0,0.37,90.0,0.57
Joel Matip,Liverpool,Manchester United,2022-04-19,True,DC,90,0,0.0,0,0.0,6,0,0,1.9,0,1,0,5.8,0.26,90.0,0.59
Joel Matip,Liverpool,Everton,2022-04-24,True,DC,90,0,0.14,0,0.0,8,2,0,8.3,2,1,0,4.6,0.06,90.0,0.61
Joel Matip,Liverpool,Newcastle United,2022-04-30,False,DC,90,0,0.0,0,0.0,6,0,0,1.3,0,1,0,4.8,0.07,90.0,0.62
Joel Matip,Liverpool,Aston Villa,2022-05-10,False,DC,90,1,0.79,0,0.08,11,2,1,11.8,3,0,1,5.6,0.04,90.0,0.6
Joel Matip,Liverpool,Southampton,2022-05-17,False,DC,90,1,0.04,0,0.0,11,1,0,7.0,3,0,1,6.4,0.19,90.0,0.58
Joel Matip,Liverpool,Wolverhampton,2022-05-22,True,DC,90,0,0.08,1,0.97,7,3,2,0.0,3,0,1,8.4,0.19,90.0,0.56
Joel Matip,Liverpool,Leicester City,2021-09-12,False,DC,90,0,0.01,0,0.09,6,1,1,4.5,0,1,0,8.6,0.41,90.0,0.57
Joel Matip,Liverpool,Brentford,2021-09-25,False,DC,90,0,0.05,0,0.0,1,1,0,2.9,0,0,3,8.2,0.38,90.0,0.55
Joel Matip,Liverpool,Manchester City,2021-10-03,True,DC,90,0,0.0,0,0.07,1,0,1,4.3,0,0,2,7.2,0.4,90.0,0.53
Joel Matip,Liverpool,Watford,2021-10-16,False,DC,90,0,0.01,0,0.0,6,1,0,1.9,0,1,0,5.2,0.24,90.0,0.55
