name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded
José Diogo Dalot Teixeira,Man Utd,Leicester City,True,0,0,0.0,0,0,0
José Diogo Dalot Teixeira,Man Utd,Tottenham,False,0,0,0.0,0,0,0
José Diogo Dalot Teixeira,Man Utd,Manchester City,True,0,0,0.0,0,0,0
José Diogo Dalot Teixeira,Man Utd,Watford,False,5,0,0.3,0,0,2
José Diogo Dalot Teixeira,Man Utd,Chelsea,False,0,0,0.0,0,0,0
José Diogo Dalot Teixeira,Man Utd,Arsenal,True,90,1,3.1,0,0,2
José Diogo Dalot Teixeira,Man Utd,Crystal Palace,True,90,8,3.8,2,1,0
José Diogo Dalot Teixeira,Man Utd,Norwich,False,90,5,4.9,0,1,0
José Diogo Dalot Teixeira,Man Utd,Newcastle United,False,90,2,3.6,0,0,1
José Diogo Dalot Teixeira,Man Utd,Southampton,False,0,0,0.0,0,0,0
José Diogo Dalot Teixeira,Man Utd,Burnley,True,9,1,1.1,0,0,0
José Diogo Dalot Teixeira,Man Utd,Wolverhampton,True,0,0,0.0,0,0,0
José Diogo Dalot Teixeira,Man Utd,Aston Villa,False,90,1,4.6,0,0,2
José Diogo Dalot Teixeira,Man Utd,Brentford,False,90,2,2.8,0,0,1
José Diogo Dalot Teixeira,Man Utd,West Ham,True,90,9,5.7,3,1,0
José Diogo Dalot Teixeira,Man Utd,Burnley,False,90,2,4.4,0,0,1
José Diogo Dalot Teixeira,Man Utd,Southampton,True,90,2,3.3,0,0,1
José Diogo Dalot Teixeira,Man Utd,Brighton,True,90,6,5.0,0,1,0
José Diogo Dalot Teixeira,Man Utd,Leicester City,False,0,0,0.0,0,0,0
José Diogo Dalot Teixeira,Man Utd,Watford,True,0,0,0.0,0,0,0
José Diogo Dalot Teixeira,Man Utd,Manchester City,False,0,0,0.0,0,0,0
José Diogo Dalot Teixeira,Man Utd,Tottenham,True,90,1,1.7,0,0,2
José Diogo Dalot Teixeira,Man Utd,Wolverhampton,False,1,0,0.0,0,0,0
José Diogo Dalot Teixeira,Man Utd,Leeds United,True,90,2,6.6,0,0,1
José Diogo Dalot Teixeira,Man Utd,Everton,False,0,0,0.0,0,0,0
José Diogo Dalot Teixeira,Man Utd,Norwich,True,90,1,5.9,0,0,2
José Diogo Dalot Teixeira,Man Utd,Liverpool,False,90,0,2.1,0,0,4
José Diogo Dalot Teixeira,Man Utd,Arsenal,False,90,1,5.1,0,0,3
José Diogo Dalot Teixeira,Man Utd,Chelsea,True,90,2,2.8,0,0,1
José Diogo Dalot Teixeira,Man Utd,Brentford,True,90,6,2.9,0,1,0
José Diogo Dalot Teixeira,Man Utd,Brighton,False,90,-1,5.3,0,0,4
José Diogo Dalot Teixeira,Man Utd,Crystal Palace,False,78,1,0.0,0,0,1
José Diogo Dalot Teixeira,Man Utd,Newcastle United,True,0,0,0.0,0,0,0
José Diogo Dalot Teixeira,Man Utd,West Ham,False,0,0,0.0,0,0,0
José Diogo Dalot Teixeira,Man Utd,Aston Villa,True,56,1,2.5,0,0,1
José Diogo Dalot Teixeira,Man Utd,Everton,True,0,0,0.0,0,0,0
José Diogo Dalot Teixeira,Man Utd,Leeds United,False,0,0,0.0,0,0,0
José Diogo Dalot Teixeira,Man Utd,Liverpool,True,28,1,3.4,0,0,0
