name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded
Jonathan Tomkinson,Norwich,Manchester United,True,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Aston Villa,True,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Arsenal,True,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Crystal Palace,False,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,West Ham,False,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Everton,True,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Watford,False,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Crystal Palace,True,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Manchester City,True,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Liverpool,False,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Southampton,False,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Brentford,True,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Chelsea,True,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Leicester City,False,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Brighton,False,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Burnley,True,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Manchester United,False,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Newcastle United,True,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Aston Villa,False,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,West Ham,True,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Leeds United,False,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Wolverhampton,False,0,0,0.0,0,0,0
Jonathan Tomkinson,Norwich,Tottenham,True,0,0,0.0,0,0,0
