name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability
Jack Stephens,Southampton,Everton,2021-08-14,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.3,0,0,3,0.0,0.0,90.0,0.0
Jack Stephens,Southampton,Watford,,False,,0,,,,,0,,,0.0,0,0,0,1.0,0.0,45.0,0.0
Jack Stephens,Southampton,Aston Villa,,True,,0,,,,,0,,,0.0,0,0,0,0.5,0.0,30.0,0.0
Jack Stephens,Southampton,Norwich,,False,,0,,,,,0,,,0.0,0,0,0,0.33,0.0,22.5,0.0
Jack Stephens,Southampton,Liverpool,,False,,0,,,,,0,,,0.0,0,0,0,0.25,0.0,18.0,0.0
Jack Stephens,Southampton,Leeds United,,True,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,15.0,0.0
Jack Stephens,Southampton,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,12.86,0.0
Jack Stephens,Southampton,Arsenal,2021-12-11,False,DC,90,0.0,0.0,0.0,0.05,1,0.0,2.0,4.6,0,0,3,0.0,0.0,22.5,0.0
Jack Stephens,Southampton,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,20.0,0.0
Jack Stephens,Southampton,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,18.0,0.0
Jack Stephens,Southampton,Manchester United,2021-08-22,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.7,0,0,1,0.2,0.0,24.55,0.0
Jack Stephens,Southampton,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,22.5,0.0
Jack Stephens,Southampton,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,20.77,0.0
Jack Stephens,Southampton,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,19.29,0.0
Jack Stephens,Southampton,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,18.0,0.0
Jack Stephens,Southampton,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,16.88,0.0
Jack Stephens,Southampton,Manchester United,2022-02-12,False,Sub,45,0.0,0.0,0.0,0.0,1,0.0,0.0,1.4,0,0,0,0.0,0.0,18.53,0.0
Jack Stephens,Southampton,Everton,,True,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,17.5,0.0
Jack Stephens,Southampton,Norwich,2022-02-25,True,Sub,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,0.2,0.0,17.05,0.0
Jack Stephens,Southampton,Aston Villa,2022-03-05,False,DC,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,0,4,0.4,0.0,20.7,0.0
Jack Stephens,Southampton,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,19.71,0.0
Jack Stephens,Southampton,Watford,,True,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,18.82,0.0
Jack Stephens,Southampton,Newcastle United,2021-08-28,False,DC,90,0.0,0.0,0.0,0.19,1,0.0,2.0,4.3,0,0,2,0.2,0.0,21.91,0.0
Jack Stephens,Southampton,Leicester City,,False,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,21.0,0.0
Jack Stephens,Southampton,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,20.16,0.0
Jack Stephens,Southampton,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,19.38,0.0
Jack Stephens,Southampton,Burnley,,False,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,18.67,0.0
Jack Stephens,Southampton,Brighton,,False,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,18.0,0.0
Jack Stephens,Southampton,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,17.38,0.0
Jack Stephens,Southampton,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,16.8,0.0
Jack Stephens,Southampton,Liverpool,2022-05-17,True,DC,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.8,0,0,2,0.0,0.0,19.16,0.0
Jack Stephens,Southampton,Leeds United,2022-05-22,False,DC,90,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,4,0.0,0.0,21.38,0.0
Jack Stephens,Southampton,West Ham,2021-09-11,True,DC,90,0.0,0.0,0.0,0.0,5,0.0,0.0,3.4,0,1,0,0.0,0.0,23.45,0.12
Jack Stephens,Southampton,Manchester City,2021-09-18,False,DC,36,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,0,1.0,0.0,23.82,0.12
Jack Stephens,Southampton,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,1.2,0.0,23.14,0.12
Jack Stephens,Southampton,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,1.2,0.0,22.5,0.12
Jack Stephens,Southampton,Leicester City,,True,,0,,,,,0,,,0.0,0,0,0,1.2,0.0,21.89,0.12
Jack Stephens,Southampton,Burnley,,True,,0,,,,,0,,,0.0,0,0,0,1.2,0.0,21.32,0.12
