name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability
Luke Ayling,Leeds,Manchester United,2021-08-14,False,DR,90,1,0.05,0,0.0,6,2,0,7.0,0,0,5,0.0,0.0,90.0,0.0
Luke Ayling,Leeds,Brentford,2021-12-05,True,DC,90,0,0.16,1,0.57,7,3,1,11.1,3,0,2,6.0,0.05,90.0,0.0
Luke Ayling,Leeds,Chelsea,2021-12-11,False,DC,90,0,0.0,0,0.0,1,0,0,2.0,0,0,3,6.5,0.61,90.0,0.0
Luke Ayling,Leeds,Manchester City,2021-12-14,False,DC,90,0,0.0,0,0.03,-1,0,1,4.3,0,0,7,4.67,0.4,90.0,0.0
Luke Ayling,Leeds,Arsenal,2021-12-18,True,DC,90,0,0.0,0,0.0,0,0,0,2.9,0,0,4,3.25,0.3,90.0,0.0
Luke Ayling,Leeds,Everton,2021-08-21,True,DC,90,0,0.02,0,0.01,1,1,1,4.9,0,0,2,2.6,0.24,90.0,0.0
Luke Ayling,Leeds,Burnley,2022-01-02,True,DC,90,0,0.0,0,0.38,2,0,1,4.7,0,0,1,1.6,0.24,90.0,0.0
Luke Ayling,Leeds,West Ham,2022-01-16,False,DC,90,0,0.09,1,0.94,4,2,1,4.6,0,0,2,0.6,0.0,90.0,0.0
Luke Ayling,Leeds,Newcastle United,2022-01-22,True,DR,90,0,0.0,0,0.05,2,0,1,4.9,0,0,1,1.2,0.22,90.0,0.0
Luke Ayling,Leeds,Aston Villa,2022-02-09,False,DR,90,0,0.03,0,0.0,1,1,0,1.5,0,0,3,1.8,0.22,90.0,0.0
Luke Ayling,Leeds,Everton,2022-02-12,False,DR,90,0,0.0,0,0.0,1,0,0,3.1,0,0,3,2.0,0.23,90.0,0.0
Luke Ayling,Leeds,Manchester United,2022-02-20,True,DR,90,0,0.0,0,0.0,-1,0,0,1.5,0,0,4,2.0,0.22,90.0,0.0
Luke Ayling,Leeds,Liverpool,2022-02-23,False,DC,90,0,0.0,0,0.0,-2,0,0,1.3,0,0,6,1.4,0.22,90.0,0.0
Luke Ayling,Leeds,Tottenham,2022-02-26,True,DR,90,0,0.02,0,0.0,0,1,0,1.5,0,0,4,0.2,0.01,90.0,0.0
Luke Ayling,Leeds,Leeds United,2022-03-05,False,DC,90,0,0.21,0,0.0,2,2,0,6.3,0,0,1,-0.2,0.01,90.0,0.0
Luke Ayling,Leeds,Aston Villa,2022-03-10,True,DC,90,0,0.0,0,0.0,1,0,0,2.3,0,0,3,0.0,0.05,90.0,0.0
Luke Ayling,Leeds,Norwich,2022-03-13,True,DR,90,0,0.0,0,0.0,1,0,0,3.6,0,0,1,0.0,0.05,90.0,0.0
Luke Ayling,Leeds,Burnley,2021-08-29,False,MC,90,0,0.0,0,0.0,2,0,0,1.6,0,0,1,0.4,0.05,90.0,0.0
Luke Ayling,Leeds,Wolverhampton,2022-03-18,False,DR,90,1,0.2,0,0.27,13,3,1,12.3,3,0,2,1.2,0.05,90.0,0.0
Luke Ayling,Leeds,Southampton,2022-04-02,True,DR,88,0,0.0,0,0.04,1,0,1,4.3,0,0,1,3.8,0.08,89.9,0.0
Luke Ayling,Leeds,Watford,2022-04-09,False,DR,90,0,0.18,0,0.04,6,3,1,4.4,0,1,0,3.6,0.04,89.9,0.05
Luke Ayling,Leeds,Crystal Palace,2022-04-25,False,DR,90,0,0.0,0,0.03,8,0,1,4.0,2,1,0,4.6,0.08,89.91,0.09
Luke Ayling,Leeds,Manchester City,2022-04-30,True,DC,90,0,0.0,0,0.0,0,0,0,1.8,0,0,4,6.0,0.08,89.91,0.09
Luke Ayling,Leeds,Arsenal,2022-05-08,False,DR,26,0,0.0,0,0.0,-3,0,0,0.0,0,0,2,5.6,0.08,87.25,0.09
Luke Ayling,Leeds,Liverpool,2021-09-12,True,DR,90,0,0.07,0,0.0,1,1,0,3.3,0,0,3,2.4,0.04,87.36,0.08
Luke Ayling,Leeds,Newcastle United,2021-09-17,False,DC,88,0,0.0,0,0.0,2,0,0,3.3,0,0,1,2.4,0.05,87.38,0.08
