name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability
Erik Pieters,Burnley,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0.0
Erik Pieters,Burnley,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0.0
Erik Pieters,Burnley,Chelsea,2021-11-06,False,Sub,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.67,0.0
Erik Pieters,Burnley,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,0.33,0.0,0.5,0.0
Erik Pieters,Burnley,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0,0,0.25,0.0,0.4,0.0
Erik Pieters,Burnley,Newcastle United,,False,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,0.33,0.0
Erik Pieters,Burnley,West Ham,,True,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,0.29,0.0
Erik Pieters,Burnley,Liverpool,2021-08-21,False,Sub,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,0.2,0.0,1.62,0.0
Erik Pieters,Burnley,Manchester United,2021-12-30,False,Sub,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,0,0.2,0.0,2.11,0.0
Erik Pieters,Burnley,Leicester City,,False,,0,,,,,0,,,0.0,0,0,0,0.4,0.0,1.9,0.0
Erik Pieters,Burnley,Arsenal,2022-01-23,False,DL,90,0.0,0.02,0.0,0.0,6,1.0,0.0,3.0,0,1,0,0.4,0.0,9.91,1.0
Erik Pieters,Burnley,Watford,2022-02-05,True,DL,90,0.0,0.08,0.0,0.0,6,3.0,0.0,4.5,0,1,0,1.6,0.0,16.58,1.0
Erik Pieters,Burnley,Manchester United,2022-02-08,True,DL,90,0.0,0.03,0.0,0.0,1,2.0,0.0,4.0,0,0,1,2.8,0.02,22.23,0.67
Erik Pieters,Burnley,Liverpool,2022-02-13,True,DL,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,0,1,2.8,0.03,27.07,0.5
Erik Pieters,Burnley,Brighton,2022-02-19,False,DL,90,0.0,0.0,0.0,0.0,7,0.0,0.0,1.9,1,1,0,3.0,0.03,31.27,0.6
Erik Pieters,Burnley,Tottenham,2022-02-23,True,DL,90,0.0,0.0,0.0,0.02,6,0.0,1.0,3.6,0,1,0,4.4,0.03,34.94,0.67
Erik Pieters,Burnley,Crystal Palace,2022-02-26,False,DL,59,0.0,0.02,0.0,0.0,1,1.0,0.0,1.5,0,0,1,4.4,0.02,36.35,0.67
Erik Pieters,Burnley,Leeds United,,True,,0,,,,,0,,,0.0,0,0,0,3.4,0.01,34.33,0.67
Erik Pieters,Burnley,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,3.2,0.0,32.53,0.67
Erik Pieters,Burnley,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,2.8,0.0,30.9,0.67
Erik Pieters,Burnley,Leicester City,,True,,0,,,,,0,,,0.0,0,0,0,1.4,0.0,29.43,0.67
Erik Pieters,Burnley,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,28.09,0.67
Erik Pieters,Burnley,Everton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,26.87,0.67
Erik Pieters,Burnley,Norwich,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,25.75,0.67
Erik Pieters,Burnley,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,24.72,0.67
Erik Pieters,Burnley,Southampton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,23.77,0.67
Erik Pieters,Burnley,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,22.89,0.67
Erik Pieters,Burnley,Watford,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,22.07,0.67
Erik Pieters,Burnley,Aston Villa,2022-05-07,True,Sub,18,0.0,0.0,1.0,0.74,4,0.0,1.0,3.8,0,0,0,0.0,0.0,21.93,0.67
Erik Pieters,Burnley,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,0.8,0.2,21.2,0.67
Erik Pieters,Burnley,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,0.8,0.2,20.52,0.67
Erik Pieters,Burnley,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,0.8,0.2,19.88,0.67
Erik Pieters,Burnley,Everton,,False,,0,,,,,0,,,0.0,0,0,0,0.8,0.2,19.27,0.67
Erik Pieters,Burnley,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,0.8,0.2,18.71,0.67
Erik Pieters,Burnley,Leeds United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,18.17,0.67
Erik Pieters,Burnley,Norwich,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,17.67,0.67
Erik Pieters,Burnley,Manchester City,2021-10-16,False,DL,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,0,0,2,0.0,0.0,19.62,0.57
Erik Pieters,Burnley,Southampton,,False,,0,,,,,0,,,0.0,0,0,0,0.2,0.0,19.11,0.57
