name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded
Ricardo Domingos Barbosa Pereira,Leicester,Wolverhampton,True,90,12,5.1,3,1,0
Ricardo Domingos Barbosa Pereira,Leicester,Arsenal,True,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Leicester City,False,90,2,2.4,0,0,1
Ricardo Domingos Barbosa Pereira,Leicester,Chelsea,True,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Watford,True,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Southampton,False,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Aston Villa,False,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Newcastle United,True,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Manchester City,False,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,West Ham,False,90,-1,2.0,0,0,4
Ricardo Domingos Barbosa Pereira,Leicester,Liverpool,True,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Tottenham,True,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Brighton,True,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Liverpool,False,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,West Ham,True,90,6,10.6,0,0,2
Ricardo Domingos Barbosa Pereira,Leicester,Wolverhampton,False,90,0,6.0,0,0,2
Ricardo Domingos Barbosa Pereira,Leicester,Burnley,False,45,1,4.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Leicester City,True,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Arsenal,False,60,1,1.0,0,0,2
Ricardo Domingos Barbosa Pereira,Leicester,Norwich,False,10,4,2.8,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Brentford,True,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Manchester United,False,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Crystal Palace,True,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Newcastle United,False,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Everton,False,90,2,1.5,0,0,1
Ricardo Domingos Barbosa Pereira,Leicester,Aston Villa,True,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Tottenham,False,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Everton,True,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Norwich,True,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Watford,False,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Chelsea,False,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Southampton,True,20,4,0.0,0,0,1
Ricardo Domingos Barbosa Pereira,Leicester,Manchester City,True,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Brighton,False,90,1,5.4,0,0,2
Ricardo Domingos Barbosa Pereira,Leicester,Burnley,True,45,0,2.2,0,0,2
Ricardo Domingos Barbosa Pereira,Leicester,Crystal Palace,False,0,0,0.0,0,0,0
Ricardo Domingos Barbosa Pereira,Leicester,Manchester United,True,90,1,3.2,0,0,2
Ricardo Domingos Barbosa Pereira,Leicester,Brentford,False,90,2,3.9,0,0,1
