name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Nathaniel Phillips,Liverpool,Ipswich Town,,False,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,True,Brentford,,0.54
Nathaniel Phillips,Liverpool,Brentford,,True,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,False,Manchester United,,-0.41
Nathaniel Phillips,Liverpool,Manchester United,2024-09-01,False,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,True,Nottingham Forest,,1.2
Nathaniel Phillips,Liverpool,Nottingham Forest,2024-09-14,True,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,True,Bournemouth,,0.84
Nathaniel Phillips,Liverpool,Bournemouth,,True,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,False,Wolverhampton,,-0.53
Nathaniel Phillips,Liverpool,Wolverhampton,,False,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,False,Crystal Palace,,0.2
Nathaniel Phillips,Liverpool,Crystal Palace,2024-10-05,False,Sub,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,True,Chelsea,,0.0
Nathaniel Phillips,Liverpool,Chelsea,,True,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,False,Arsenal,,-0.56
Nathaniel Phillips,Liverpool,Arsenal,,False,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Liverpool,True,Brighton,,-0.42
,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liverpool,True,Aston Villa,,0.66
,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liverpool,False,Southampton,,-0.31
