name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Lewis Dunk,Brighton,Everton,2024-08-17,False,75.0,0.0,0.09,0.0,0.0,6.0,1.0,0.0,1.3,0.0,1.0,0.0,0.45,1.0,6.0,0.09,75.0,1.0,2.97,1.17,0.16,49.76,2.0,Brighton,True,Manchester United,-2.4,0.39
Lewis Dunk,Brighton,Manchester United,2024-08-24,True,90.0,0.0,0.0,0.0,0.02,2.0,0.0,1.0,2.7,0.0,0.0,1.0,1.43,1.0,4.0,0.05,82.5,0.5,2.97,1.17,0.16,49.76,2.0,Brighton,False,Arsenal,-1.78,-0.56
Lewis Dunk,Brighton,Arsenal,2024-08-31,False,90.0,0.0,0.0,0.0,0.36,2.0,0.0,2.0,7.2,0.0,0.0,1.0,2.08,1.0,3.33,0.03,85.0,0.33,2.97,1.17,0.16,49.76,6.0,Brighton,True,Ipswich Town,,
Lewis Dunk,Brighton,Ipswich Town,2024-09-14,True,90.0,0.0,0.11,0.0,0.0,6.0,1.0,0.0,1.4,0.0,1.0,0.0,0.35,1.0,4.0,0.05,86.25,0.5,2.97,1.17,0.16,49.76,0.0,Brighton,True,Nottingham Forest,-0.8,1.2
Lewis Dunk,Brighton,Nottingham Forest,2024-09-22,True,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,2.0,1.53,1.0,3.2,0.04,87.0,0.4,2.97,1.17,0.16,49.76,-1.0,Brighton,False,Chelsea,-0.59,-0.9
Lewis Dunk,Brighton,Chelsea,2024-09-28,False,90.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.6,0.0,0.0,4.0,4.16,1.0,1.8,0.02,87.5,0.33,2.97,1.17,0.16,49.76,1.0,Brighton,True,Tottenham,-0.36,0.74
Lewis Dunk,Brighton,Tottenham,2024-10-06,True,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.37,1.0,1.6,0.02,87.86,0.29,2.97,1.17,0.16,49.76,6.0,Brighton,False,Newcastle United,1.9,-0.44
Lewis Dunk,Brighton,Newcastle United,2024-10-19,False,90.0,0.0,0.16,0.0,0.0,6.0,1.0,0.0,2.1,0.0,1.0,0.0,2.02,1.0,2.4,0.06,88.12,0.38,2.97,1.17,0.16,49.76,0.0,Brighton,True,Wolverhampton,-1.51,-0.08
Lewis Dunk,Brighton,Wolverhampton,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.03,78.33,0.38,2.97,1.17,0.16,49.76,,Brighton,False,Liverpool,-1.55,-1.08
,Brighton,,,,,,,,,,,,,,,,,,,,,,,,,,,Brighton,True,Manchester City,2.39,-1.18
,Brighton,,,,,,,,,,,,,,,,,,,,,,,,,,,Brighton,False,Bournemouth,0.25,-0.04
