name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jurriën Timber,Arsenal,Wolverhampton,2024-08-17,True,21.0,0.0,0.02,0.0,0.0,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.15,0.0,1.0,0.02,21.0,0.0,0.0,0.0,0.0,0.28,6.0,Arsenal,False,Aston Villa,-0.83,0.11
Jurriën Timber,Arsenal,Aston Villa,2024-08-24,False,78.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.12,1.0,3.5,0.01,49.5,0.5,0.0,0.0,0.0,0.28,1.0,Arsenal,True,Brighton,0.58,-0.42
Jurriën Timber,Arsenal,Brighton,2024-08-31,True,79.0,0.0,0.0,0.0,0.04,1.0,0.0,1.0,2.7,0.0,0.0,1.0,1.55,1.0,2.67,0.01,59.33,0.33,0.0,0.0,0.0,0.28,5.0,Arsenal,False,Tottenham,0.46,-0.3
Jurriën Timber,Arsenal,Tottenham,2024-09-15,False,90.0,0.0,0.07,0.0,0.0,5.0,1.0,0.0,2.2,0.0,1.0,0.0,0.74,1.0,3.25,0.02,67.0,0.5,0.0,0.0,0.0,0.28,2.0,Arsenal,False,Manchester City,2.4,-1.51
Jurriën Timber,Arsenal,Manchester City,2024-09-22,False,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.2,0.0,0.0,1.0,1.68,1.0,3.0,0.02,71.6,0.4,0.0,0.0,0.0,0.28,4.0,Arsenal,True,Leicester City,-3.26,0.47
Jurriën Timber,Arsenal,Leicester City,2024-09-28,True,90.0,0.0,0.17,1.0,0.57,4.0,2.0,7.0,13.9,0.0,0.0,2.0,0.32,1.0,3.6,0.25,74.67,0.33,0.0,0.0,0.0,0.28,0.0,Arsenal,True,Southampton,-0.96,0.24
Jurriën Timber,Arsenal,Southampton,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.25,64.0,0.33,0.0,0.0,0.0,0.28,0.0,Arsenal,False,Bournemouth,-5.08,-0.04
Jurriën Timber,Arsenal,Bournemouth,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.25,56.0,0.33,0.0,0.0,0.0,0.28,2.0,Arsenal,True,Liverpool,-1.54,0.24
Jurriën Timber,Arsenal,Liverpool,2024-10-27,True,75.0,0.0,0.0,0.0,0.04,2.0,0.0,1.0,2.8,0.0,0.0,1.0,0.54,1.0,1.6,0.23,58.11,0.29,0.0,0.0,0.0,0.28,,Arsenal,False,Newcastle United,0.23,-0.44
,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,Arsenal,False,Chelsea,-1.61,-0.9
,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,Arsenal,True,Nottingham Forest,-1.27,1.2
