name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Leif Davis,Ipswich,Liverpool,2024-08-17,True,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.1,0.0,0.0,2.0,2.65,1.0,1.0,0.0,90.0,0.0,0.0,Ipswich,False,Manchester City,,-1.51
Leif Davis,Ipswich,Manchester City,2024-08-24,False,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.34,1.0,0.5,0.0,90.0,0.0,7.0,Ipswich,True,Fulham,,0.27
Leif Davis,Ipswich,Fulham,2024-08-31,True,90.0,0.0,0.06,1.0,0.34,7.0,1.0,3.0,7.9,2.0,0.0,1.0,0.95,1.0,2.67,0.35,90.0,0.0,6.0,Ipswich,False,Brighton,,-0.61
Leif Davis,Ipswich,Brighton,2024-09-14,False,90.0,0.0,0.04,0.0,0.03,6.0,1.0,1.0,4.0,0.0,1.0,0.0,1.66,1.0,3.5,0.28,90.0,0.25,2.0,Ipswich,False,Southampton,,-0.31
Leif Davis,Ipswich,Southampton,2024-09-21,False,90.0,0.0,0.06,0.0,0.12,2.0,1.0,3.0,7.1,0.0,0.0,1.0,2.49,1.0,3.2,0.23,90.0,0.2,2.0,Ipswich,True,Aston Villa,,0.66
Leif Davis,Ipswich,Aston Villa,2024-09-29,True,90.0,0.0,0.04,0.0,0.97,2.0,1.0,7.0,11.4,1.0,0.0,2.0,0.82,1.0,3.4,0.24,90.0,0.17,0.0,Ipswich,False,West Ham,,-0.34
Leif Davis,Ipswich,West Ham,2024-10-05,False,90.0,0.0,0.0,0.0,0.67,0.0,0.0,3.0,5.7,0.0,0.0,4.0,3.79,1.0,3.4,0.24,90.0,0.14,1.0,Ipswich,True,Everton,,0.61
Leif Davis,Ipswich,Everton,2024-10-19,True,90.0,0.0,0.0,0.0,0.22,1.0,0.0,3.0,5.4,0.0,0.0,2.0,1.74,1.0,2.2,0.03,90.0,0.12,2.0,Ipswich,False,Brentford,,-0.15
Leif Davis,Ipswich,Brentford,2024-10-26,False,90.0,0.0,0.09,1.0,0.47,2.0,3.0,2.0,6.1,0.0,0.0,4.0,4.11,1.0,1.4,0.24,90.0,0.11,,,,,,
,Ipswich,,,,,,,,,,,,,,,,,,,,,,,Ipswich,True,Leicester City,,0.47
,Ipswich,,,,,,,,,,,,,,,,,,,,,,,Ipswich,False,Tottenham,,-0.3
,Ipswich,,,,,,,,,,,,,,,,,,,,,,,Ipswich,True,Manchester United,,0.39
