name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Mads Roerslev Rasmussen,Brentford,Crystal Palace,2024-08-18,True,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9,0.0,0.0,1.0,1.17,1.0,2.0,0.0,90.0,0.0,1.13,2.07,0.25,37.71,1.0,Brentford,False,Liverpool,3.48,-1.08
Mads Roerslev Rasmussen,Brentford,Liverpool,2024-08-25,False,90.0,0.0,0.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.65,1.0,1.5,0.01,90.0,0.0,1.13,2.07,0.25,37.71,1.0,Brentford,True,Southampton,-4.06,0.24
Mads Roerslev Rasmussen,Brentford,Southampton,2024-08-31,True,51.0,0.0,0.0,0.0,0.15,1.0,0.0,1.0,2.4,0.0,0.0,1.0,0.7,0.0,1.33,0.01,77.0,0.0,1.13,2.07,0.25,37.71,1.0,Brentford,False,Manchester City,-0.6,-1.51
Mads Roerslev Rasmussen,Brentford,Manchester City,2024-09-14,False,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.09,0.0,1.25,0.0,62.25,0.0,1.13,2.07,0.25,37.71,1.0,Brentford,False,Tottenham,2.11,-0.3
Mads Roerslev Rasmussen,Brentford,Tottenham,2024-09-21,False,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,0.51,0.0,1.2,0.0,52.0,0.0,1.13,2.07,0.25,37.71,0.0,Brentford,True,West Ham,-1.97,0.48
Mads Roerslev Rasmussen,Brentford,West Ham,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,43.33,0.0,1.13,2.07,0.25,37.71,1.0,Brentford,True,Wolverhampton,2.5,-0.08
Mads Roerslev Rasmussen,Brentford,Wolverhampton,2024-10-05,True,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21,0.0,0.8,0.0,37.29,0.0,1.13,2.07,0.25,37.71,1.0,Brentford,False,Manchester United,1.62,-0.41
Mads Roerslev Rasmussen,Brentford,Manchester United,2024-10-19,False,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.06,0.0,0.8,0.0,33.0,0.0,1.13,2.07,0.25,37.71,4.0,Brentford,True,Ipswich Town,,
Mads Roerslev Rasmussen,Brentford,Ipswich Town,2024-10-26,True,90.0,0.0,0.0,1.0,0.63,4.0,0.0,5.0,10.5,0.0,0.0,3.0,1.3,1.0,1.4,0.2,39.33,0.0,1.13,2.07,0.25,37.71,,,,,,
,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,Brentford,False,Fulham,-1.2,0.53
,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,Brentford,True,Bournemouth,-0.5,0.84
,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,Brentford,False,Everton,2.1,-0.39
