name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Neco Williams,Nott'm Forest,Bournemouth,2024-08-17,True,DR,90,0,0.07,0,0.18,1,1,2,5.9,0,0,1,1.22,True,0.0,0.0,90.0,0.0,0.94,1.12,23.05,0.06,6.0,Nott'm Forest,False,Southampton,-1.72,-0.31
Neco Williams,Nott'm Forest,Southampton,2024-08-24,False,DR,90,0,0.45,0,0.0,6,5,0,5.2,0,1,0,0.14,True,1.0,0.07,90.0,0.5,0.94,1.12,23.05,0.06,2.0,Nott'm Forest,True,Wolverhampton,-0.63,-0.08
Neco Williams,Nott'm Forest,Wolverhampton,2024-08-31,True,DR,90,0,0.11,0,0.03,2,1,1,2.7,0,0,1,0.74,True,3.5,0.26,90.0,0.33,0.94,1.12,23.05,0.06,1.0,Nott'm Forest,False,Liverpool,2.76,-1.08
Neco Williams,Nott'm Forest,Liverpool,2024-09-14,False,Sub,10,0,0.0,0,0.0,1,0,0,0.7,0,0,0,0.09,False,3.0,0.21,70.0,0.33,0.94,1.12,23.05,0.06,0.0,Nott'm Forest,False,Brighton,1.21,-0.61
Neco Williams,Nott'm Forest,Brighton,2024-09-22,False,Sub,45,0,0.0,0,0.0,0,0,0,0.6,0,0,0,0.55,False,2.5,0.16,65.0,0.33,0.94,1.12,23.05,0.06,1.0,Nott'm Forest,True,Fulham,-2.25,0.27
Neco Williams,Nott'm Forest,Fulham,2024-09-28,True,Sub,6,0,0.0,0,0.0,1,0,0,0.5,0,0,0,0.01,False,2.0,0.13,55.17,0.33,0.94,1.12,23.05,0.06,0.0,Nott'm Forest,False,Chelsea,-2.46,-0.9
Neco Williams,Nott'm Forest,Chelsea,2024-10-06,False,Sub,8,0,0.34,0,0.0,0,2,0,3.4,0,0,0,1.03,False,2.0,0.11,48.43,0.33,0.94,1.12,23.05,0.06,,,,,,
