name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Wout Faes,Leicester,Tottenham,2024-08-19,True,DC,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6,0.0,0.0,1.0,1.23,True,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,7.0,Leicester,False,Fulham,,0.53
Wout Faes,Leicester,Fulham,2024-08-24,False,DC,90.0,1.0,0.63,0.0,0.0,7.0,3.0,0.0,10.5,0.0,0.0,2.0,1.78,True,1.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,Leicester,True,Aston Villa,,0.66
Wout Faes,Leicester,Aston Villa,2024-08-31,True,DC,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.9,0.0,0.0,2.0,1.55,True,4.0,0.31,90.0,0.0,0.0,0.0,0.0,0.0,1.0,Leicester,False,Crystal Palace,,0.2
Wout Faes,Leicester,Crystal Palace,2024-09-14,False,DC,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.8,0.0,0.0,2.0,2.55,True,3.0,0.21,90.0,0.0,0.0,0.0,0.0,0.0,2.0,Leicester,True,Everton,,0.61
Wout Faes,Leicester,Everton,2024-09-21,True,DC,90.0,0.0,0.05,0.0,0.0,2.0,1.0,0.0,3.3,0.0,0.0,1.0,1.1,True,2.5,0.16,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Arsenal,,-0.56
Wout Faes,Leicester,Arsenal,2024-09-28,False,DC,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,4.0,4.6,True,2.4,0.13,90.0,0.0,0.0,0.0,0.0,0.0,6.0,Leicester,True,Bournemouth,,0.84
Wout Faes,Leicester,Bournemouth,2024-10-05,True,DC,90.0,0.0,0.0,0.0,0.02,6.0,0.0,1.0,4.5,0.0,1.0,0.0,2.16,True,2.2,0.13,90.0,0.14,0.0,0.0,0.0,0.0,1.0,Leicester,False,Southampton,,-0.31
Wout Faes,Leicester,Southampton,2024-10-19,False,DC,90.0,0.0,0.44,0.0,0.0,1.0,1.0,0.0,3.3,0.0,0.0,2.0,2.15,True,2.0,0.01,90.0,0.12,0.0,0.0,0.0,0.0,1.0,Leicester,True,Nottingham Forest,,1.2
Wout Faes,Leicester,Nottingham Forest,2024-10-25,True,DC,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,0.0,0.0,3.0,1.73,True,2.0,0.1,90.0,0.11,0.0,0.0,0.0,0.0,,Leicester,False,Ipswich Town,,
,Leicester,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leicester,False,Manchester United,,-0.41
,Leicester,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leicester,True,Chelsea,,0.0
