name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jay Rodriguez,Burnley,Manchester City,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,1.0,Burnley,False,Bournemouth,,0.19
Jay Rodriguez,Burnley,Bournemouth,2023-10-28,False,Sub,45,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,False,0.0,0.0,22.5,0,0,0,0,0,2.0,Burnley,True,Crystal Palace,0.07,0.88
Jay Rodriguez,Burnley,Crystal Palace,2023-11-04,True,FW,90,0.0,0.52,0.0,0.04,2,3.0,1.0,6.9,0,True,0.5,0.0,45.0,0,0,0,0,0,2.0,Burnley,False,Arsenal,-1.08,-0.48
Jay Rodriguez,Burnley,Arsenal,2023-11-11,False,FW,90,0.0,0.08,0.0,0.0,2,2.0,0.0,3.7,0,True,1.0,0.17,56.25,0,0,0,0,0,9.0,Burnley,True,West Ham,-0.48,0.49
Jay Rodriguez,Burnley,West Ham,2023-11-25,True,FW,90,1.0,0.76,0.0,0.07,9,1.0,1.0,7.5,3,True,1.25,0.15,63.0,0,0,0,0,0,6.0,Burnley,True,Sheffield,,0.68
Jay Rodriguez,Burnley,Sheffield,2023-12-02,True,FW,75,1.0,0.46,0.0,0.0,6,2.0,0.0,5.7,0,True,2.8,0.27,65.0,0,0,0,0,0,2.0,Burnley,False,Wolverhampton,0.24,-0.52
Jay Rodriguez,Burnley,Wolverhampton,2023-12-05,False,FW,90,0.0,0.4,0.0,0.0,2,1.0,0.0,2.8,0,True,4.0,0.36,68.57,0,0,0,0,0,5.0,Burnley,False,Brighton,-6.77,-0.6
Jay Rodriguez,Burnley,Brighton,2023-12-09,False,FW,77,0.0,0.9,1.0,0.04,5,2.0,1.0,7.5,0,True,4.2,0.44,69.62,0,0,0,0,0,1.0,Burnley,True,Everton,-1.19,0.53
Jay Rodriguez,Burnley,Everton,2023-12-16,True,FW,45,0.0,0.23,0.0,0.0,1,2.0,0.0,1.4,0,True,4.8,0.72,66.89,0,0,0,0,0,1.0,Burnley,False,Fulham,,0.86
Jay Rodriguez,Burnley,Fulham,2023-12-23,False,Sub,25,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,False,4.6,0.75,62.7,0,0,0,0,0,0.0,Burnley,True,Liverpool,1.07,0.18
Jay Rodriguez,Burnley,Liverpool,,True,,0,,,,,0,,,0.0,0,False,3.0,0.6,57.0,0,0,0,0,0,0.0,Burnley,False,Aston Villa,-2.94,0.29
Jay Rodriguez,Burnley,Aston Villa,,False,,0,,,,,0,,,0.0,0,False,1.8,0.51,52.25,0,0,0,0,0,0.0,Burnley,True,Luton,,
Jay Rodriguez,Burnley,Luton,,True,,0,,,,,0,,,0.0,0,False,1.4,0.43,48.23,0,0,0,0,0,0.0,Burnley,False,Manchester City,1.29,-1.32
Jay Rodriguez,Burnley,Manchester City,,False,,0,,,,,0,,,0.0,0,False,0.4,0.05,44.79,0,0,0,0,0,0.0,Burnley,True,Fulham,,-0.13
