name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Pierre-Emerick Aubameyang,Chelsea,Liverpool,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,True,Brentford,4.46
Pierre-Emerick Aubameyang,Chelsea,Brentford,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,False,Tottenham,0.52
Pierre-Emerick Aubameyang,Chelsea,Tottenham,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,True,Manchester City,0.82
Pierre-Emerick Aubameyang,Chelsea,Manchester City,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,False,Newcastle United,-0.48
Pierre-Emerick Aubameyang,Chelsea,Newcastle United,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,True,Brighton,0.38
Pierre-Emerick Aubameyang,Chelsea,Brighton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,False,Manchester United,1.57
Pierre-Emerick Aubameyang,Chelsea,Manchester United,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,False,Everton,-0.36
Pierre-Emerick Aubameyang,Chelsea,Everton,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,True,Sheffield,
Pierre-Emerick Aubameyang,Chelsea,Sheffield,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,False,Wolverhampton,1.13
Pierre-Emerick Aubameyang,Chelsea,Wolverhampton,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,True,Crystal Palace,-1.42
Pierre-Emerick Aubameyang,Chelsea,Crystal Palace,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,False,West Ham,2.39
Pierre-Emerick Aubameyang,Chelsea,West Ham,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,False,Luton,
Pierre-Emerick Aubameyang,Chelsea,Luton,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,True,Fulham,-0.78
Pierre-Emerick Aubameyang,Chelsea,Fulham,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,False,Liverpool,-0.82
Pierre-Emerick Aubameyang,Chelsea,Liverpool,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,True,Wolverhampton,-1.65
Pierre-Emerick Aubameyang,Chelsea,Wolverhampton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,False,Crystal Palace,-1.09
Pierre-Emerick Aubameyang,Chelsea,Crystal Palace,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,False,Manchester City,-0.67
Pierre-Emerick Aubameyang,Chelsea,Manchester City,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,False,Brentford,0.19
Pierre-Emerick Aubameyang,Chelsea,Brentford,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,True,Newcastle United,-0.46
Pierre-Emerick Aubameyang,Chelsea,Newcastle United,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,True,Luton,
Pierre-Emerick Aubameyang,Chelsea,Luton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,True,Burnley,-0.18
Pierre-Emerick Aubameyang,Chelsea,Burnley,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,True,Manchester United,-1.38
Pierre-Emerick Aubameyang,Chelsea,Manchester United,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,False,Sheffield,
Pierre-Emerick Aubameyang,Chelsea,Sheffield,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,True,Everton,1.01
Pierre-Emerick Aubameyang,Chelsea,Everton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,False,Arsenal,-1.77
Pierre-Emerick Aubameyang,Chelsea,Arsenal,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,False,Aston Villa,-2.75
Pierre-Emerick Aubameyang,Chelsea,Aston Villa,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,True,Tottenham,-1.01
Pierre-Emerick Aubameyang,Chelsea,Tottenham,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,True,West Ham,-1.25
Pierre-Emerick Aubameyang,Chelsea,West Ham,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,False,Nottingham Forest,-1.51
Pierre-Emerick Aubameyang,Chelsea,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,False,Brighton,4.26
Pierre-Emerick Aubameyang,Chelsea,Brighton,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,1.0,0.0,2.14,0.35,0.05,0.0,Chelsea,True,Bournemouth,-5.36
