name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Emmanuel Dennis,Nott'm Forest,Arsenal,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,2.0,2.0,1.57,0.53,0.06,0.0,Nott'm Forest,False,Liverpool,2.76
Emmanuel Dennis,Nott'm Forest,Liverpool,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,2.0,2.0,1.57,0.53,0.06,0.0,Nott'm Forest,True,Aston Villa,-2.76
Emmanuel Dennis,Nott'm Forest,Aston Villa,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,2.0,2.0,1.57,0.53,0.06,0.0,Nott'm Forest,False,West Ham,3.49
Emmanuel Dennis,Nott'm Forest,West Ham,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,2.0,2.0,1.57,0.53,0.06,0.0,Nott'm Forest,True,Brighton,-1.91
Emmanuel Dennis,Nott'm Forest,Brighton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,2.0,2.0,1.57,0.53,0.06,0.0,Nott'm Forest,True,Everton,1.16
Emmanuel Dennis,Nott'm Forest,Everton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,2.0,2.0,1.57,0.53,0.06,0.0,Nott'm Forest,False,Fulham,5.33
Emmanuel Dennis,Nott'm Forest,Fulham,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,2.0,2.0,1.57,0.53,0.06,0.0,Nott'm Forest,False,Wolverhampton,0.48
Emmanuel Dennis,Nott'm Forest,Wolverhampton,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,2.0,2.0,1.57,0.53,0.06,0.0,Nott'm Forest,True,Tottenham,4.06
Emmanuel Dennis,Nott'm Forest,Tottenham,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,2.0,2.0,1.57,0.53,0.06,0.0,Nott'm Forest,True,Bournemouth,0.52
Emmanuel Dennis,Nott'm Forest,Bournemouth,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,2.0,2.0,1.57,0.53,0.06,0.0,Nott'm Forest,False,Newcastle United,-1.87
Emmanuel Dennis,Nott'm Forest,Newcastle United,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,2.0,2.0,1.57,0.53,0.06,0.0,Nott'm Forest,True,Sheffield,-1.91
Emmanuel Dennis,Nott'm Forest,Sheffield,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,2.0,2.0,1.57,0.53,0.06,0.0,Nott'm Forest,True,Manchester United,0.67
