name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Nicolas Jackson,Chelsea,Liverpool,2023-08-13,True,FW,90,0.0,0.84,0.0,0.0,1,4.0,0.0,0.0,0,True,0.0,0.0,90.0,0,0,0,0,0,2.0,Chelsea,True,Brentford,4.46
Nicolas Jackson,Chelsea,Brentford,2023-10-28,True,FW,90,0.0,0.1,0.0,0.08,2,3.0,2.0,4.7,0,True,1.0,0.84,90.0,0,0,0,0,0,16.0,Chelsea,False,Tottenham,0.52
Nicolas Jackson,Chelsea,Tottenham,2023-11-06,False,FW,90,3.0,2.64,0.0,0.0,16,6.0,0.0,20.7,3,True,1.5,0.47,90.0,0,0,0,0,0,5.0,Chelsea,True,Manchester City,0.82
Nicolas Jackson,Chelsea,Manchester City,2023-11-12,True,FW,90,1.0,0.59,0.0,0.0,5,3.0,0.0,7.9,0,True,6.33,1.19,90.0,0,0,0,0,0,2.0,Chelsea,False,Newcastle United,-0.48
Nicolas Jackson,Chelsea,Newcastle United,2023-11-25,False,FW,68,0.0,0.0,0.0,0.0,2,0.0,0.0,1.3,0,True,6.0,1.04,85.6,0,0,0,0,0,5.0,Chelsea,True,Brighton,0.38
Nicolas Jackson,Chelsea,Brighton,2023-12-03,True,FW,71,0.0,0.15,1.0,0.13,5,1.0,1.0,4.5,0,True,5.2,0.83,83.17,0,0,0,0,0,2.0,Chelsea,False,Manchester United,1.57
Nicolas Jackson,Chelsea,Manchester United,2023-12-06,False,FW,90,0.0,0.85,0.0,0.44,2,2.0,2.0,5.7,0,True,6.0,0.9,84.14,0,0,0,0,0,1.0,Chelsea,False,Everton,-0.36
Nicolas Jackson,Chelsea,Everton,2023-12-10,False,Sub,23,0.0,0.18,0.0,0.0,1,2.0,0.0,1.3,0,False,6.0,1.04,76.5,0,0,0,0,0,6.0,Chelsea,True,Sheffield,
Nicolas Jackson,Chelsea,Sheffield,2023-12-16,True,FW,90,1.0,1.29,0.0,0.03,6,3.0,1.0,12.7,0,True,3.0,0.55,78.0,0,0,0,0,0,1.0,Chelsea,False,Wolverhampton,1.13
Nicolas Jackson,Chelsea,Wolverhampton,2023-12-24,False,AMC,79,0.0,0.03,0.0,0.15,1,1.0,2.0,4.4,0,True,3.2,0.69,78.1,0,0,0,0,0,2.0,Chelsea,True,Crystal Palace,-1.42
Nicolas Jackson,Chelsea,Crystal Palace,2023-12-27,True,FW,90,0.0,0.41,0.0,0.43,2,1.0,1.0,3.5,0,True,3.0,0.7,79.18,0,0,0,0,0,1.0,Chelsea,False,West Ham,2.39
Nicolas Jackson,Chelsea,West Ham,2023-08-20,False,FW,90,0.0,0.29,0.0,0.0,1,2.0,0.0,4.0,0,True,2.4,0.55,80.08,0,0,0,0,0,5.0,Chelsea,False,Luton,
Nicolas Jackson,Chelsea,Luton,2023-12-30,False,AML,90,0.0,0.14,1.0,1.04,5,2.0,2.0,8.7,0,True,2.2,0.44,80.85,0,0,0,0,0,0.0,Chelsea,True,Fulham,-0.78
