name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Rasmus Højlund,Man Utd,Wolverhampton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,2.0,Man Utd,True,Manchester City,0.86
Rasmus Højlund,Man Utd,Manchester City,2023-10-29,True,FW,72,0.0,0.0,0.0,0.2,2,0.0,2.0,3.2,0,True,0.0,0.0,36.0,0,0,0,0,0,2.0,Man Utd,False,Fulham,-1.5
Rasmus Højlund,Man Utd,Fulham,2023-11-04,False,FW,78,0.0,0.0,0.0,0.04,2,0.0,1.0,2.9,0,True,1.0,0.0,50.0,0,0,0,0,0,2.0,Man Utd,True,Luton,-1.02
Rasmus Højlund,Man Utd,Luton,2023-11-11,True,FW,78,0.0,1.33,0.0,0.0,2,3.0,0.0,5.6,0,True,1.33,0.0,57.0,0,0,0,0,0,0.0,Man Utd,False,Everton,-1.18
Rasmus Højlund,Man Utd,Everton,,False,,0,,,,,0,,,0.0,0,False,1.5,0.33,45.6,0,0,0,0,0,1.0,Man Utd,False,Newcastle United,1.36
Rasmus Højlund,Man Utd,Newcastle United,2023-12-02,False,Sub,29,0.0,0.0,0.0,0.04,1,0.0,1.0,1.5,0,False,1.2,0.27,42.83,0,0,0,0,0,2.0,Man Utd,True,Chelsea,-2.79
Rasmus Højlund,Man Utd,Chelsea,2023-12-06,True,FW,83,0.0,0.05,0.0,0.21,2,1.0,2.0,5.3,0,True,1.4,0.27,48.57,0,0,0,0,0,0.0,Man Utd,True,Bournemouth,1.4
Rasmus Højlund,Man Utd,Bournemouth,2023-12-09,True,Sub,34,0.0,0.07,0.0,0.05,0,1.0,1.0,1.9,0,False,1.4,0.28,46.75,0,0,0,0,0,2.0,Man Utd,False,Liverpool,2.76
Rasmus Højlund,Man Utd,Liverpool,2023-12-17,False,FW,90,0.0,0.45,0.0,0.0,2,2.0,0.0,2.6,0,True,1.0,0.29,51.56,0,0,0,0,0,1.0,Man Utd,False,West Ham,2.3
Rasmus Højlund,Man Utd,West Ham,2023-12-23,False,FW,56,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,True,1.0,0.12,52.0,0,0,0,0,0,7.0,Man Utd,True,Aston Villa,-0.23
Rasmus Højlund,Man Utd,Aston Villa,2023-12-26,True,FW,88,1.0,0.11,0.0,0.05,7,1.0,1.0,7.3,1,True,1.2,0.12,55.27,0,0,0,0,0,0.0,Man Utd,False,Tottenham,0.11
Rasmus Højlund,Man Utd,Tottenham,,False,,0,,,,,0,,,0.0,0,False,2.4,0.14,50.67,0,0,0,0,0,0.0,Man Utd,False,Nottingham Forest,-0.09
Rasmus Højlund,Man Utd,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,False,2.0,0.13,46.77,0,0,0,0,0,11.0,Man Utd,True,Tottenham,-2.02
Rasmus Højlund,Man Utd,Tottenham,2024-01-14,True,FW,90,1.0,0.09,1.0,0.1,11,1.0,1.0,9.0,3,True,2.0,0.11,49.86,0,0,0,0,0,10.0,Man Utd,False,Wolverhampton,-0.7
Rasmus Højlund,Man Utd,Wolverhampton,2024-02-01,False,FW,85,1.0,1.32,1.0,0.14,10,2.0,2.0,13.4,1,True,3.8,0.24,52.2,0,0,0,0,0,8.0,Man Utd,True,West Ham,-1.52
Rasmus Højlund,Man Utd,West Ham,2024-02-04,True,FW,87,1.0,0.22,0.0,0.0,8,2.0,0.0,6.6,2,True,5.6,0.7,54.38,0,0,0,0,0,6.0,Man Utd,False,Aston Villa,-0.18
Rasmus Højlund,Man Utd,Aston Villa,2024-02-11,False,FW,90,1.0,1.06,0.0,0.0,6,2.0,0.0,7.4,0,True,5.8,0.73,56.47,0,0,0,0,0,13.0,Man Utd,False,Luton,-2.65
Rasmus Højlund,Man Utd,Luton,2024-02-18,False,FW,85,2.0,1.43,0.0,0.12,13,3.0,2.0,17.4,3,True,7.0,0.94,58.06,0,0,0,0,0,0.0,Man Utd,True,Fulham,0.26
Rasmus Højlund,Man Utd,Fulham,,True,,0,,,,,0,,,0.0,0,False,9.6,1.22,55.0,0,0,0,0,0,0.0,Man Utd,False,Manchester City,1.48
Rasmus Højlund,Man Utd,Manchester City,,False,,0,,,,,0,,,0.0,0,False,7.4,1.0,52.25,0,0,0,0,0,0.0,Man Utd,True,Everton,-1.71
Rasmus Højlund,Man Utd,Everton,,True,,0,,,,,0,,,0.0,0,False,5.4,0.54,49.76,0,0,0,0,0,0.0,Man Utd,True,Nottingham Forest,-0.7
Rasmus Højlund,Man Utd,Nottingham Forest,,True,,0,,,,,0,,,0.0,0,False,3.8,0.5,47.5,0,0,0,0,0,2.0,Man Utd,False,Brentford,1.16
Rasmus Højlund,Man Utd,Brentford,2024-03-30,False,FW,90,0.0,0.33,0.0,0.02,2,1.0,1.0,4.3,0,True,2.6,0.29,49.35,0,0,0,0,0,2.0,Man Utd,False,Chelsea,0.93
Rasmus Højlund,Man Utd,Chelsea,2024-04-04,False,FW,65,0.0,0.08,0.0,0.24,2,1.0,4.0,6.9,0,True,0.4,0.07,50.0,0,0,0,0,0,2.0,Man Utd,True,Liverpool,0.35
Rasmus Højlund,Man Utd,Liverpool,2024-04-07,True,FW,90,0.0,0.0,0.0,0.21,2,0.0,2.0,3.2,0,True,0.8,0.08,51.6,0,0,0,0,0,2.0,Man Utd,False,Bournemouth,-0.31
Rasmus Højlund,Man Utd,Bournemouth,2024-04-13,False,FW,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.8,0,True,1.2,0.08,53.08,0,0,0,0,0,7.0,Man Utd,True,Sheffield,-1.3
Rasmus Højlund,Man Utd,Sheffield,2024-04-24,True,FW,90,1.0,0.81,0.0,0.04,7,3.0,1.0,10.5,1,True,1.6,0.08,54.44,0,0,0,0,0,2.0,Man Utd,True,Burnley,-1.86
Rasmus Højlund,Man Utd,Burnley,2024-04-27,True,FW,64,0.0,0.0,0.0,0.06,2,0.0,1.0,1.9,0,True,3.0,0.24,54.79,0,0,0,0,0,2.0,Man Utd,False,Crystal Palace,2.45
Rasmus Højlund,Man Utd,Crystal Palace,2024-05-06,False,FW,79,0.0,0.08,0.0,0.0,2,1.0,0.0,0.6,0,True,3.0,0.18,55.62,0,0,0,0,0,2.0,Man Utd,True,Arsenal,-2.12
Rasmus Højlund,Man Utd,Arsenal,2024-05-12,True,FW,87,0.0,0.05,0.0,0.02,2,1.0,1.0,1.5,0,True,3.0,0.18,56.67,0,0,0,0,0,6.0,Man Utd,True,Newcastle United,-0.79
Rasmus Højlund,Man Utd,Newcastle United,2024-05-15,True,Sub,8,1.0,0.09,0.0,0.0,6,1.0,0.0,5.1,1,False,3.0,0.19,55.1,0,0,0,0,0,7.0,Man Utd,False,Brighton,0.65
Rasmus Højlund,Man Utd,Brighton,2024-05-19,False,Sub,30,1.0,0.1,0.0,0.02,7,1.0,1.0,6.8,2,False,3.8,0.2,54.31,0,0,0,0,0,1.0,Man Utd,False,Arsenal,1.27
Rasmus Højlund,Man Utd,Arsenal,2023-09-03,False,Sub,23,0.0,0.15,0.0,0.0,1,1.0,0.0,1.3,0,False,3.8,0.06,53.36,0,0,0,0,0,2.0,Man Utd,True,Brighton,0.02
Rasmus Højlund,Man Utd,Brighton,2023-09-16,True,FW,63,0.0,0.04,0.0,0.14,2,1.0,2.0,3.4,0,True,3.6,0.09,53.65,0,0,0,0,0,2.0,Man Utd,False,Burnley,-0.53
Rasmus Højlund,Man Utd,Burnley,2023-09-23,False,FW,90,0.0,0.18,0.0,0.0,2,2.0,0.0,1.9,0,True,3.6,0.09,54.69,0,0,0,0,0,2.0,Man Utd,True,Crystal Palace,1.05
Rasmus Højlund,Man Utd,Crystal Palace,2023-09-30,True,FW,90,0.0,0.65,0.0,0.03,2,3.0,1.0,4.6,0,True,3.6,0.11,55.67,0,0,0,0,0,2.0,Man Utd,True,Brentford,-1.08
Rasmus Højlund,Man Utd,Brentford,2023-10-07,True,FW,90,0.0,0.06,0.0,0.05,2,2.0,1.0,4.0,0,True,2.8,0.22,56.59,0,0,0,0,0,2.0,Man Utd,False,Sheffield,-1.0
Rasmus Højlund,Man Utd,Sheffield,2023-10-21,False,FW,62,0.0,0.59,0.0,0.0,2,2.0,0.0,4.8,0,True,1.8,0.22,56.74,0,0,0,0,0,,,,,
