name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Divock Origi,Nott'm Forest,West Ham,2023-11-12,False,Sub,1,0,0.05,0,0.0,1,1,0,1.2,0,False,0.0,0.0,1.0,0,0,0,0,0,1
Divock Origi,Nott'm Forest,Brighton,2023-11-25,True,Sub,27,0,0.0,0,0.0,1,0,0,0.6,0,False,1.0,0.05,14.0,0,0,0,0,0,1
Divock Origi,Nott'm Forest,Everton,2023-12-02,True,Sub,8,0,0.0,0,0.0,1,0,0,0.0,0,False,1.0,0.03,12.0,0,0,0,0,0,1
Divock Origi,Nott'm Forest,Fulham,2023-12-06,False,FW,57,0,0.02,0,0.0,1,1,0,0.0,0,True,1.0,0.02,23.25,0,0,0,0,0,1
Divock Origi,Nott'm Forest,Bournemouth,2023-12-23,True,AMR,25,0,0.0,0,0.09,1,0,1,1.5,0,True,1.0,0.02,23.6,0,0,0,0,0,1
Divock Origi,Nott'm Forest,Newcastle United,2024-02-10,True,Sub,22,0,0.06,0,0.0,1,1,0,1.0,0,False,1.0,0.02,23.33,0,0,0,0,0,1
Divock Origi,Nott'm Forest,West Ham,2024-02-17,True,Sub,23,0,0.0,0,0.0,1,0,0,0.3,0,False,1.0,0.02,23.29,0,0,0,0,0,4
Divock Origi,Nott'm Forest,Aston Villa,2024-02-24,False,Sub,45,0,0.0,1,0.71,4,0,3,6.1,0,False,1.0,0.02,26.0,0,0,0,0,0,2
Divock Origi,Nott'm Forest,Liverpool,2024-03-02,True,AMR,64,0,0.04,0,0.33,2,1,1,1.4,0,True,1.6,0.22,30.22,0,0,0,0,0,2
Divock Origi,Nott'm Forest,Brighton,2024-03-10,False,FWR,60,0,0.42,0,0.0,2,2,0,2.5,0,True,1.8,0.22,33.2,0,0,0,0,0,2
Divock Origi,Nott'm Forest,Luton,2024-03-16,False,AMR,74,0,0.65,0,0.09,2,3,1,4.1,0,True,2.0,0.3,36.91,0,0,0,0,0,1
Divock Origi,Nott'm Forest,Crystal Palace,2024-03-30,True,AMR,59,0,0.07,0,0.0,1,1,0,2.3,0,True,2.2,0.42,38.75,0,0,0,0,0,1
Divock Origi,Nott'm Forest,Fulham,2024-04-02,True,Sub,20,0,0.16,0,0.0,1,2,0,0.8,0,False,2.2,0.43,37.31,0,0,0,0,0,1
Divock Origi,Nott'm Forest,Tottenham,2024-04-07,False,Sub,22,0,0.02,0,0.0,1,1,0,0.0,0,False,1.6,0.27,36.21,0,0,0,0,0,1
Divock Origi,Nott'm Forest,Wolverhampton,2024-04-13,True,Sub,19,0,0.0,0,0.0,1,0,0,0.7,0,False,1.4,0.26,35.07,0,0,0,0,0,1
Divock Origi,Nott'm Forest,Everton,2024-04-21,False,Sub,10,0,0.0,0,0.0,1,0,0,0.0,0,False,1.2,0.18,33.5,0,0,0,0,0,1
Divock Origi,Nott'm Forest,Burnley,2023-09-18,True,Sub,19,0,0.0,0,0.0,1,0,0,0.4,0,False,1.0,0.05,32.65,0,0,0,0,0,0
Divock Origi,Nott'm Forest,Manchester City,2023-09-23,False,Sub,15,0,0.06,0,0.0,0,1,0,0.1,0,False,1.0,0.04,31.67,0,0,0,0,0,1
Divock Origi,Nott'm Forest,Brentford,2023-10-01,True,Sub,10,0,0.0,0,0.37,1,0,1,1.8,0,False,0.8,0.02,30.53,0,0,0,0,0,1
Divock Origi,Nott'm Forest,Crystal Palace,2023-10-07,False,Sub,14,0,0.0,0,0.0,1,0,0,0.2,0,False,0.8,0.01,29.7,0,0,0,0,0,
