name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Carlos Vinícius Alves Morais,Fulham,Manchester United,2023-11-04,True,Sub,14,0,0.0,0,0.0,1,0,0,0.3,0,False,0.0,0.0,14.0,5,2,3.58,0.53,0.07,0
Carlos Vinícius Alves Morais,Fulham,Aston Villa,2023-11-12,False,Sub,16,0,0.0,0,0.0,0,0,0,0.1,0,False,1.0,0.0,15.0,5,2,3.58,0.53,0.07,0
Carlos Vinícius Alves Morais,Fulham,Wolverhampton,2023-11-27,True,Sub,14,0,0.0,0,0.0,0,0,0,0.0,0,False,0.5,0.0,14.67,5,2,3.58,0.53,0.07,1
Carlos Vinícius Alves Morais,Fulham,Liverpool,2023-12-03,False,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,False,0.33,0.0,11.25,5,2,3.58,0.53,0.07,1
Carlos Vinícius Alves Morais,Fulham,Nottingham Forest,2023-12-06,True,Sub,11,0,0.0,0,0.0,1,0,0,0.0,0,False,0.5,0.0,11.2,5,2,3.58,0.53,0.07,5
Carlos Vinícius Alves Morais,Fulham,West Ham,2023-12-10,True,Sub,18,1,0.48,0,0.0,5,1,0,5.1,0,False,0.6,0.0,12.33,5,2,3.58,0.53,0.07,1
Carlos Vinícius Alves Morais,Fulham,Burnley,2023-12-23,True,Sub,26,0,0.13,0,0.08,1,2,1,5.3,0,False,1.4,0.1,14.29,5,2,3.58,0.53,0.07,1
Carlos Vinícius Alves Morais,Fulham,Bournemouth,2023-12-26,False,Sub,8,0,0.0,0,0.0,1,0,0,0.1,0,False,1.6,0.12,13.5,5,2,3.58,0.53,0.07,7
Carlos Vinícius Alves Morais,Fulham,Luton,2023-09-16,True,Sub,28,1,0.74,0,0.0,7,1,0,7.1,2,False,1.8,0.12,15.11,5,2,3.58,0.53,0.07,1
Carlos Vinícius Alves Morais,Fulham,Crystal Palace,2023-09-23,False,Sub,11,0,0.0,0,0.0,1,0,0,0.1,0,False,3.0,0.27,14.7,5,2,3.58,0.53,0.07,1
Carlos Vinícius Alves Morais,Fulham,Chelsea,2023-10-02,True,Sub,37,0,0.14,0,0.04,1,3,1,3.8,0,False,3.0,0.27,16.73,5,2,3.58,0.53,0.07,2
Carlos Vinícius Alves Morais,Fulham,Sheffield,2023-10-07,True,FW,77,0,0.05,0,0.45,2,1,3,5.9,0,True,2.2,0.2,21.75,5,2,3.58,0.53,0.07,1
Carlos Vinícius Alves Morais,Fulham,Tottenham,2023-10-23,False,FW,45,0,0.09,0,0.0,1,1,0,0.4,0,True,2.4,0.19,23.54,5,2,3.58,0.53,0.07,
