name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Cameron Archer,Aston Villa,Newcastle United,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,Sheffield Utd,False,Arsenal,
Cameron Archer,Sheffield Utd,Arsenal,2023-10-28,False,Sub,31,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,False,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.14,9.0,Sheffield Utd,True,Wolverhampton,
Cameron Archer,Sheffield Utd,Wolverhampton,2023-11-04,True,FW,90,1.0,0.06,0.0,0.07,9,2.0,1.0,7.1,3,True,0.5,0.0,40.33,0.0,0.0,0.0,0.0,0.14,2.0,Sheffield Utd,False,Brighton,
Cameron Archer,Sheffield Utd,Brighton,2023-11-12,False,FW,90,0.0,0.0,0.0,0.35,2,0.0,1.0,2.4,0,True,3.33,0.02,52.75,0.0,0.0,0.0,0.0,0.14,2.0,Sheffield Utd,True,Bournemouth,
Cameron Archer,Sheffield Utd,Bournemouth,2023-11-25,True,FW,90,0.0,0.0,0.0,0.02,2,0.0,1.0,2.1,0,True,3.0,0.01,60.2,0.0,0.0,0.0,0.0,0.14,1.0,Sheffield Utd,False,Burnley,
Cameron Archer,Sheffield Utd,Burnley,2023-12-02,False,AMC,45,0.0,0.11,0.0,0.01,1,1.0,1.0,1.6,0,True,2.8,0.01,57.67,0.0,0.0,0.0,0.0,0.14,2.0,Sheffield Utd,True,Liverpool,
Cameron Archer,Sheffield Utd,Liverpool,2023-12-06,True,AMC,90,0.0,0.24,0.0,0.0,2,3.0,0.0,2.6,0,True,3.0,0.03,62.29,0.0,0.0,0.0,0.0,0.14,2.0,Sheffield Utd,True,Brentford,
Cameron Archer,Sheffield Utd,Brentford,2023-12-09,True,ML,90,0.0,0.12,0.0,0.52,2,2.0,4.0,7.9,0,True,3.2,0.08,65.75,0.0,0.0,0.0,0.0,0.14,2.0,Sheffield Utd,False,Chelsea,
Cameron Archer,Sheffield Utd,Chelsea,2023-12-16,False,ML,90,0.0,0.29,0.0,0.0,2,3.0,0.0,2.8,0,True,1.8,0.09,68.44,0.0,0.0,0.0,0.0,0.14,8.0,Sheffield Utd,False,Aston Villa,
Cameron Archer,Sheffield Utd,Aston Villa,2023-12-22,False,FW,89,1.0,0.6,0.0,0.0,8,2.0,0.0,5.6,2,True,1.8,0.15,70.5,0.0,0.0,0.0,0.0,0.14,5.0,Sheffield Utd,True,Luton,
