name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Cody Gakpo,Liverpool,Chelsea,2023-08-13,False,MC,65,0.0,0.0,0.0,0.06,2,0.0,1.0,2.1,0,True,0.0,0.0,65.0,0,0,0,0,0,1.0,Liverpool,True,Nottingham Forest,0.91,
Cody Gakpo,Liverpool,Nottingham Forest,2023-10-29,True,Sub,32,0.0,0.04,0.0,0.0,1,1.0,0.0,0.6,0,False,2.0,0.0,48.5,0,0,0,0,0,1.0,Liverpool,False,Luton,,
Cody Gakpo,Liverpool,Luton,2023-11-05,False,Sub,24,0.0,0.59,0.0,0.0,1,2.0,0.0,1.1,0,False,1.5,0.02,40.33,0,0,0,0,0,2.0,Liverpool,True,Brentford,-2.91,0.79
Cody Gakpo,Liverpool,Brentford,2023-11-12,True,MC,82,0.0,0.05,0.0,0.0,2,2.0,0.0,2.5,0,True,1.33,0.21,50.75,0,0,0,0,0,1.0,Liverpool,False,Manchester City,1.92,
Cody Gakpo,Liverpool,Manchester City,2023-11-25,False,Sub,17,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,False,1.5,0.17,44.0,0,0,0,0,0,1.0,Liverpool,True,Fulham,0.11,-0.13
Cody Gakpo,Liverpool,Fulham,2023-12-03,True,Sub,26,0.0,0.02,0.0,0.0,1,1.0,0.0,1.5,0,False,1.4,0.14,41.0,0,0,0,0,0,2.0,Liverpool,False,Sheffield,,-0.61
Cody Gakpo,Liverpool,Sheffield,2023-12-06,False,FW,85,0.0,0.0,0.0,0.07,2,0.0,1.0,3.0,0,True,1.2,0.14,47.29,0,0,0,0,0,1.0,Liverpool,False,Crystal Palace,-0.31,
Cody Gakpo,Liverpool,Crystal Palace,2023-12-09,False,Sub,33,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,False,1.4,0.13,45.5,0,0,0,0,0,1.0,Liverpool,True,Manchester United,-4.17,
Cody Gakpo,Liverpool,Manchester United,2023-12-17,True,Sub,29,0.0,0.5,0.0,0.08,1,4.0,1.0,2.9,0,False,1.4,0.01,43.67,0,0,0,0,0,2.0,Liverpool,True,Arsenal,-1.17,-0.11
Cody Gakpo,Liverpool,Arsenal,2023-12-23,True,FW,67,0.0,0.0,0.0,0.08,2,0.0,2.0,3.3,0,True,1.2,0.1,46.0,0,0,0,0,0,5.0,Liverpool,False,Burnley,-0.79,0.0
Cody Gakpo,Liverpool,Burnley,2023-12-26,False,FW,66,0.0,0.32,1.0,0.11,5,3.0,2.0,11.8,0,True,1.4,0.1,47.82,0,0,0,0,0,2.0,Liverpool,True,Bournemouth,-5.88,1.22
Cody Gakpo,Liverpool,Bournemouth,2023-08-19,True,MC,62,0.0,0.23,0.0,0.07,2,3.0,1.0,2.8,0,True,2.2,0.36,49.0,0,0,0,0,0,5.0,Liverpool,True,Newcastle United,0.08,
Cody Gakpo,Liverpool,Newcastle United,2024-01-01,True,Sub,26,1.0,0.51,0.0,0.0,5,2.0,0.0,7.3,0,False,2.2,0.41,47.23,0,0,0,0,0,4.0,Liverpool,False,Bournemouth,2.9,0.19
Cody Gakpo,Liverpool,Bournemouth,2024-01-21,False,Sub,26,0.0,0.0,1.0,0.11,4,0.0,1.0,2.9,0,False,3.0,0.51,45.71,0,0,0,0,0,1.0,Liverpool,True,Chelsea,0.25,-0.25
Cody Gakpo,Liverpool,Chelsea,2024-01-31,True,Sub,22,0.0,0.09,0.0,0.0,1,2.0,0.0,1.7,0,False,3.6,0.61,44.13,0,0,0,0,0,1.0,Liverpool,False,Arsenal,0.56,-0.48
Cody Gakpo,Liverpool,Arsenal,2024-02-04,False,FWR,57,0.0,0.12,0.0,0.0,1,1.0,0.0,0.4,0,True,3.4,0.63,44.94,0,0,0,0,0,1.0,Liverpool,True,Burnley,-2.64,0.39
Cody Gakpo,Liverpool,Burnley,2024-02-10,True,Sub,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,False,2.6,0.39,42.76,0,0,0,0,0,11.0,Liverpool,False,Brentford,5.51,-0.53
Cody Gakpo,Liverpool,Brentford,2024-02-17,False,Sub,45,1.0,0.43,1.0,0.42,11,2.0,1.0,8.8,3,False,2.4,0.34,42.89,0,0,0,0,0,6.0,Liverpool,True,Luton,,
Cody Gakpo,Liverpool,Luton,2024-02-21,True,FW,90,1.0,1.27,0.0,0.04,6,8.0,1.0,16.3,0,True,3.6,0.53,45.37,0,0,0,0,0,2.0,Liverpool,False,Nottingham Forest,3.7,
Cody Gakpo,Liverpool,Nottingham Forest,2024-03-02,False,FW,83,0.0,0.17,0.0,0.0,2,2.0,0.0,1.2,0,True,4.0,0.58,47.25,0,0,0,0,0,1.0,Liverpool,True,Manchester City,-1.69,
Cody Gakpo,Liverpool,Manchester City,2024-03-10,True,Sub,14,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,False,4.2,0.6,45.67,0,0,0,0,0,1.0,Liverpool,False,Newcastle United,-0.74,
Cody Gakpo,Liverpool,Newcastle United,2023-08-27,False,FW,57,0.0,0.0,0.0,0.05,1,0.0,1.0,1.9,0,True,4.2,0.57,46.18,0,0,0,0,0,0.0,Liverpool,True,Brighton,2.85,-0.66
Cody Gakpo,Liverpool,Brighton,2024-03-31,True,Sub,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3,0,False,4.2,0.57,44.22,0,0,0,0,0,8.0,Liverpool,True,Sheffield,,0.68
Cody Gakpo,Liverpool,Sheffield,2024-04-04,True,Sub,17,1.0,0.43,0.0,0.73,8,4.0,3.0,11.0,3,False,2.0,0.29,43.08,0,0,0,0,0,1.0,Liverpool,False,Manchester United,-0.0,
Cody Gakpo,Liverpool,Manchester United,2024-04-07,False,Sub,22,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,False,2.4,0.12,42.24,0,0,0,0,0,1.0,Liverpool,True,Crystal Palace,0.33,
Cody Gakpo,Liverpool,Crystal Palace,2024-04-14,True,Sub,24,0.0,0.0,0.0,0.6,1,0.0,2.0,6.3,0,False,2.2,0.09,41.54,0,0,0,0,0,5.0,Liverpool,False,Fulham,1.98,0.86
Cody Gakpo,Liverpool,Fulham,2024-04-21,False,FWL,85,0.0,0.16,1.0,0.13,5,4.0,2.0,11.5,0,True,2.2,0.09,43.15,0,0,0,0,0,0.0,Liverpool,False,Everton,-0.44,-0.24
Cody Gakpo,Liverpool,Everton,,False,,0,,,,,0,,,0.0,0,False,3.0,0.32,41.61,0,0,0,0,0,2.0,Liverpool,False,West Ham,4.92,
Cody Gakpo,Liverpool,West Ham,2024-04-27,False,FW,90,0.0,0.57,0.0,0.36,2,8.0,2.0,7.6,0,True,3.0,0.32,43.28,0,0,0,0,0,12.0,Liverpool,True,Tottenham,,0.69
Cody Gakpo,Liverpool,Tottenham,2024-05-05,True,FW,90,1.0,0.07,1.0,0.68,12,2.0,2.0,11.8,3,True,1.8,0.34,44.83,0,0,0,0,0,6.0,Liverpool,False,Aston Villa,-0.35,
