name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Erling Haaland,Man City,Burnley,2023-08-11,False,FW,79,2,0.88,0,0.22,13,4,2,13.9,3,True,0.0,0.0,79.0,36,8,32.78,5.85,0.1,16
Erling Haaland,Man City,Manchester United,2023-10-29,False,FW,90,2,2.24,1,0.92,16,5,1,20.8,3,True,13.0,0.88,84.5,36,8,32.78,5.85,0.1,1
Erling Haaland,Man City,Bournemouth,2023-11-04,True,FW,45,0,0.4,0,0.0,1,3,0,2.4,0,True,14.5,2.06,71.33,36,8,32.78,5.85,0.1,16
Erling Haaland,Man City,Chelsea,2023-11-12,False,FW,90,2,2.26,1,0.17,16,4,3,20.3,3,True,10.0,1.5,76.0,36,8,32.78,5.85,0.1,7
Erling Haaland,Man City,Liverpool,2023-11-25,True,FW,90,1,1.12,0,0.0,7,5,0,10.8,1,True,11.5,1.94,78.8,36,8,32.78,5.85,0.1,7
Erling Haaland,Man City,Tottenham,2023-12-03,True,FW,90,0,0.84,1,0.48,7,5,2,6.4,0,True,10.6,1.78,80.67,36,8,32.78,5.85,0.1,2
Erling Haaland,Man City,Aston Villa,2023-12-06,False,FW,90,0,1.0,0,0.0,2,2,0,6.4,0,True,9.4,1.97,82.0,36,8,32.78,5.85,0.1,2
Erling Haaland,Man City,Newcastle United,2023-08-19,True,FW,90,0,0.41,0,0.12,2,4,1,6.3,0,True,6.6,1.53,83.0,36,8,32.78,5.85,0.1,1
Erling Haaland,Man City,Burnley,2024-01-31,True,Sub,19,0,0.18,0,0.0,1,2,0,2.0,0,False,6.8,1.53,75.89,36,8,32.78,5.85,0.1,5
Erling Haaland,Man City,Brentford,2024-02-05,False,FW,85,0,0.5,1,0.47,5,3,2,7.9,0,True,3.8,0.91,76.8,36,8,32.78,5.85,0.1,13
Erling Haaland,Man City,Everton,2024-02-10,True,FW,90,2,0.61,0,0.13,13,4,2,14.1,3,True,3.4,0.99,78.0,36,8,32.78,5.85,0.1,2
Erling Haaland,Man City,Chelsea,2024-02-17,True,FW,90,0,1.74,0,0.04,2,10,2,10.3,0,True,4.6,0.74,79.0,36,8,32.78,5.85,0.1,8
Erling Haaland,Man City,Brentford,2024-02-20,True,FW,90,1,0.59,0,0.0,8,6,0,10.6,2,True,4.6,0.89,79.85,36,8,32.78,5.85,0.1,5
Erling Haaland,Man City,Bournemouth,2024-02-24,False,FW,74,0,0.82,0,0.0,5,4,0,6.4,0,True,5.8,0.92,79.43,36,8,32.78,5.85,0.1,6
Erling Haaland,Man City,Manchester United,2024-03-03,True,FW,90,1,1.1,0,0.0,6,4,0,6.2,0,True,6.6,1.05,80.13,36,8,32.78,5.85,0.1,2
Erling Haaland,Man City,Liverpool,2024-03-10,False,FW,90,0,0.12,0,0.14,2,1,3,5.7,0,True,6.8,0.97,80.75,36,8,32.78,5.85,0.1,4
Erling Haaland,Man City,Sheffield,2023-08-27,False,FW,90,1,2.1,0,0.07,4,8,1,14.4,0,True,4.6,0.87,81.29,36,8,32.78,5.85,0.1,2
Erling Haaland,Man City,Arsenal,2024-03-31,True,FW,90,0,0.23,0,0.0,2,4,0,2.2,0,True,5.0,0.94,81.78,36,8,32.78,5.85,0.1,8
Erling Haaland,Man City,Crystal Palace,2024-04-06,False,FW,90,1,0.94,0,0.43,8,2,1,11.1,2,True,3.8,0.87,82.21,36,8,32.78,5.85,0.1,10
Erling Haaland,Man City,Luton,2024-04-13,True,FW,80,1,1.73,0,0.21,10,5,2,11.9,1,True,4.4,0.9,82.1,36,8,32.78,5.85,0.1,5
Erling Haaland,Man City,Nottingham Forest,2024-04-28,False,Sub,28,1,0.49,0,0.0,5,2,0,7.6,0,False,5.2,1.02,79.52,36,8,32.78,5.85,0.1,21
Erling Haaland,Man City,Wolverhampton,2024-05-04,True,FW,82,4,2.73,0,0.08,21,8,1,30.2,3,True,5.8,1.1,79.64,36,8,32.78,5.85,0.1,2
Erling Haaland,Man City,Fulham,2024-05-11,False,FW,81,0,0.49,0,0.0,2,3,0,1.9,0,True,9.2,1.22,79.7,36,8,32.78,5.85,0.1,13
Erling Haaland,Man City,Tottenham,2024-05-14,False,FW,90,2,1.71,0,0.0,13,2,0,12.3,3,True,9.2,1.28,80.12,36,8,32.78,5.85,0.1,2
Erling Haaland,Man City,West Ham,2024-05-19,True,FW,90,0,0.95,0,0.0,2,4,0,3.1,0,True,10.2,1.43,80.52,36,8,32.78,5.85,0.1,20
Erling Haaland,Man City,Fulham,2023-09-02,True,FW,90,3,1.33,1,0.69,20,4,2,19.8,3,True,8.6,1.27,80.88,36,8,32.78,5.85,0.1,6
Erling Haaland,Man City,West Ham,2023-09-16,False,FW,90,1,2.93,0,0.03,6,9,1,17.4,0,True,11.6,1.64,81.22,36,8,32.78,5.85,0.1,6
Erling Haaland,Man City,Nottingham Forest,2023-09-23,True,FW,90,1,0.93,0,0.0,6,2,0,5.9,0,True,8.6,1.68,81.54,36,8,32.78,5.85,0.1,2
Erling Haaland,Man City,Wolverhampton,2023-09-30,False,FW,90,0,0.08,0,0.07,2,1,1,4.6,0,True,9.4,1.77,81.83,36,8,32.78,5.85,0.1,2
Erling Haaland,Man City,Arsenal,2023-10-08,False,FW,90,0,0.0,0,0.47,2,0,2,3.8,0,True,7.2,1.44,82.1,36,8,32.78,5.85,0.1,8
Erling Haaland,Man City,Brighton,2023-10-21,True,FW,90,1,0.2,0,0.0,8,2,0,6.6,2,True,7.2,1.25,82.35,36,8,32.78,5.85,0.1,
