name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Kieffer Moore,Bournemouth,West Ham,2023-08-12,True,Sub,23,0.0,0.04,0.0,0.0,1,1.0,0.0,0.9,0,False,0.0,0.0,23.0,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,True,Burnley,,0.39
Kieffer Moore,Bournemouth,Burnley,,True,,0,,,,,0,,,0.0,0,False,1.0,0.04,11.5,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,False,Manchester City,1.61,
Kieffer Moore,Bournemouth,Manchester City,,False,,0,,,,,0,,,0.0,0,False,0.5,0.02,7.67,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,True,Newcastle United,-1.09,
Kieffer Moore,Bournemouth,Newcastle United,,True,,0,,,,,0,,,0.0,0,False,0.33,0.01,5.75,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,False,Sheffield,,-0.61
Kieffer Moore,Bournemouth,Sheffield,,False,,0,,,,,0,,,0.0,0,False,0.25,0.01,4.6,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,True,Aston Villa,-2.77,
Kieffer Moore,Bournemouth,Aston Villa,,True,,0,,,,,0,,,0.0,0,False,0.2,0.01,3.83,4.0,0.0,4.83,0.53,0.04,7.0,Bournemouth,False,Crystal Palace,3.33,
Kieffer Moore,Bournemouth,Crystal Palace,2023-12-06,False,Sub,2,1.0,0.59,0.0,0.0,7,1.0,0.0,6.8,2,False,0.0,0.0,3.57,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,False,Manchester United,2.68,
Kieffer Moore,Bournemouth,Manchester United,,False,,0,,,,,0,,,0.0,0,False,1.4,0.12,3.12,4.0,0.0,4.83,0.53,0.04,1.0,Bournemouth,False,Nottingham Forest,-0.1,
Kieffer Moore,Bournemouth,Nottingham Forest,2023-12-23,False,Sub,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,1.4,0.12,3.67,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,True,Fulham,-2.88,-0.13
Kieffer Moore,Bournemouth,Fulham,,True,,0,,,,,0,,,0.0,0,False,1.6,0.12,3.3,4.0,0.0,4.83,0.53,0.04,1.0,Bournemouth,False,Liverpool,7.33,-1.01
Kieffer Moore,Bournemouth,Liverpool,2023-08-19,False,Sub,27,0.0,0.3,0.0,0.0,1,1.0,0.0,0.8,0,False,1.6,0.12,5.45,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,False,Tottenham,-1.42,-0.36
Kieffer Moore,Bournemouth,Tottenham,,False,,0,,,,,0,,,0.0,0,False,1.8,0.18,5.0,4.0,0.0,4.83,0.53,0.04,1.0,Bournemouth,True,Liverpool,-2.32,0.18
Kieffer Moore,Bournemouth,Liverpool,2024-01-21,True,Sub,7,0.0,0.13,0.0,0.01,1,1.0,1.0,1.0,0,False,0.4,0.06,5.15,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,False,West Ham,2.67,
Kieffer Moore,Bournemouth,West Ham,,False,,0,,,,,0,,,0.0,0,False,0.6,0.09,4.79,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,True,Nottingham Forest,0.51,
Kieffer Moore,Bournemouth,Nottingham Forest,,True,,0,,,,,0,,,0.0,0,False,0.4,0.09,4.47,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,False,Fulham,-1.43,0.86
Kieffer Moore,Bournemouth,Fulham,,False,,0,,,,,0,,,0.0,0,False,0.4,0.09,4.19,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,False,Newcastle United,-1.45,
Kieffer Moore,Bournemouth,Newcastle United,,False,,0,,,,,0,,,0.0,0,False,0.2,0.03,3.94,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,True,Manchester City,1.02,
Kieffer Moore,Bournemouth,Manchester City,,True,,0,,,,,0,,,0.0,0,False,0.2,0.03,3.72,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,False,Burnley,,0.0
Kieffer Moore,Bournemouth,Burnley,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,3.53,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,True,Sheffield,,0.68
Kieffer Moore,Bournemouth,Sheffield,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,3.35,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,True,Luton,,
Kieffer Moore,Bournemouth,Luton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,3.19,4.0,0.0,4.83,0.53,0.04,1.0,Bournemouth,True,Tottenham,1.6,0.69
Kieffer Moore,Bournemouth,Tottenham,2023-08-26,True,Sub,4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,False,0.0,0.0,3.23,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,True,Everton,-5.04,0.53
Kieffer Moore,Bournemouth,Everton,,True,,0,,,,,0,,,0.0,0,False,0.2,0.0,3.09,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,True,Crystal Palace,3.26,
Kieffer Moore,Bournemouth,Crystal Palace,,True,,0,,,,,0,,,0.0,0,False,0.2,0.0,2.96,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,False,Luton,,
Kieffer Moore,Bournemouth,Luton,,False,,0,,,,,0,,,0.0,0,False,0.2,0.0,2.84,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,True,Manchester United,,
Kieffer Moore,Bournemouth,Manchester United,,True,,0,,,,,0,,,0.0,0,False,0.2,0.0,2.73,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,False,Aston Villa,,
Kieffer Moore,Bournemouth,Aston Villa,,False,,0,,,,,0,,,0.0,0,False,0.2,0.0,2.63,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,False,Wolverhampton,,-0.52
Kieffer Moore,Bournemouth,Wolverhampton,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,2.54,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,True,Brighton,,-0.66
Kieffer Moore,Bournemouth,Brighton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,2.45,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,False,Arsenal,,-0.48
Kieffer Moore,Bournemouth,Arsenal,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,2.37,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,True,Brentford,0.49,0.79
Kieffer Moore,Bournemouth,Brentford,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,2.29,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,False,Chelsea,2.82,-0.85
Kieffer Moore,Bournemouth,Chelsea,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,2.22,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,False,Brentford,0.82,-0.53
Kieffer Moore,Bournemouth,Brentford,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,2.15,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,True,Chelsea,-1.09,-0.25
Kieffer Moore,Bournemouth,Chelsea,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,2.09,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,False,Brighton,1.13,-0.6
Kieffer Moore,Bournemouth,Brighton,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,2.03,4.0,0.0,4.83,0.53,0.04,0.0,Bournemouth,True,Arsenal,4.06,-0.11
