name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Deivid Washington de Souza Eugênio,Chelsea,Brentford,2023-10-28,True,Sub,9,0.0,0.13,0.0,0.0,1,1.0,0.0,0.4,0,False,0.0,0.0,9.0,0,0,0,0,0,0.0,Chelsea,False,Tottenham,-1.07
Deivid Washington de Souza Eugênio,Chelsea,Tottenham,,False,,0,,,,,0,,,0.0,0,False,1.0,0.13,4.5,0,0,0,0,0,0.0,Chelsea,True,Manchester City,0.19
Deivid Washington de Souza Eugênio,Chelsea,Manchester City,,True,,0,,,,,0,,,0.0,0,False,0.5,0.06,3.0,0,0,0,0,0,0.0,Chelsea,False,Newcastle United,0.94
Deivid Washington de Souza Eugênio,Chelsea,Newcastle United,,False,,0,,,,,0,,,0.0,0,False,0.33,0.04,2.25,0,0,0,0,0,0.0,Chelsea,True,Brighton,-0.67
Deivid Washington de Souza Eugênio,Chelsea,Brighton,,True,,0,,,,,0,,,0.0,0,False,0.25,0.03,1.8,0,0,0,0,0,0.0,Chelsea,False,Manchester United,1.87
Deivid Washington de Souza Eugênio,Chelsea,Manchester United,,False,,0,,,,,0,,,0.0,0,False,0.2,0.03,1.5,0,0,0,0,0,0.0,Chelsea,False,Everton,0.79
Deivid Washington de Souza Eugênio,Chelsea,Everton,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,1.29,0,0,0,0,0,0.0,Chelsea,True,Sheffield,-2.07
Deivid Washington de Souza Eugênio,Chelsea,Sheffield,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,1.12,0,0,0,0,0,0.0,Chelsea,False,Wolverhampton,1.62
Deivid Washington de Souza Eugênio,Chelsea,Wolverhampton,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,1.0,0,0,0,0,0,0.0,Chelsea,True,Crystal Palace,-1.51
Deivid Washington de Souza Eugênio,Chelsea,Crystal Palace,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.9,0,0,0,0,0,0.0,Chelsea,False,Luton,-0.0
Deivid Washington de Souza Eugênio,Chelsea,Luton,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.82,0,0,0,0,0,0.0,Chelsea,True,Fulham,-1.08
Deivid Washington de Souza Eugênio,Chelsea,Fulham,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.75,0,0,0,0,0,0.0,Chelsea,False,Liverpool,0.96
Deivid Washington de Souza Eugênio,Chelsea,Liverpool,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.69,0,0,0,0,0,0.0,Chelsea,True,Wolverhampton,0.07
Deivid Washington de Souza Eugênio,Chelsea,Wolverhampton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.64,0,0,0,0,0,0.0,Chelsea,False,Crystal Palace,-1.06
Deivid Washington de Souza Eugênio,Chelsea,Crystal Palace,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.6,0,0,0,0,0,0.0,Chelsea,False,Manchester City,-0.89
Deivid Washington de Souza Eugênio,Chelsea,Manchester City,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.56,0,0,0,0,0,0.0,Chelsea,False,Brentford,0.61
Deivid Washington de Souza Eugênio,Chelsea,Brentford,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.53,0,0,0,0,0,0.0,Chelsea,True,Newcastle United,-0.99
Deivid Washington de Souza Eugênio,Chelsea,Newcastle United,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.5,0,0,0,0,0,0.0,Chelsea,True,Luton,-3.04
Deivid Washington de Souza Eugênio,Chelsea,Luton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.47,0,0,0,0,0,0.0,Chelsea,True,Burnley,0.34
Deivid Washington de Souza Eugênio,Chelsea,Burnley,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.45,0,0,0,0,0,0.0,Chelsea,True,Manchester United,-1.31
Deivid Washington de Souza Eugênio,Chelsea,Manchester United,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.43,0,0,0,0,0,0.0,Chelsea,False,Sheffield,1.84
Deivid Washington de Souza Eugênio,Chelsea,Sheffield,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.41,0,0,0,0,0,1.0,Chelsea,True,Everton,-2.38
Deivid Washington de Souza Eugênio,Chelsea,Everton,2024-04-15,True,Sub,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,0.0,0.0,0.48,0,0,0,0,0,0.0,Chelsea,False,Arsenal,1.29
Deivid Washington de Souza Eugênio,Chelsea,Arsenal,,False,,0,,,,,0,,,0.0,0,False,0.2,0.0,0.46,0,0,0,0,0,0.0,Chelsea,False,Aston Villa,-1.37
Deivid Washington de Souza Eugênio,Chelsea,Aston Villa,,False,,0,,,,,0,,,0.0,0,False,0.2,0.0,0.44,0,0,0,0,0,0.0,Chelsea,True,Tottenham,-2.11
Deivid Washington de Souza Eugênio,Chelsea,Tottenham,,True,,0,,,,,0,,,0.0,0,False,0.2,0.0,0.42,0,0,0,0,0,0.0,Chelsea,True,West Ham,-2.56
Deivid Washington de Souza Eugênio,Chelsea,West Ham,,True,,0,,,,,0,,,0.0,0,False,0.2,0.0,0.41,0,0,0,0,0,0.0,Chelsea,False,Nottingham Forest,-0.41
Deivid Washington de Souza Eugênio,Chelsea,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,False,0.2,0.0,0.39,0,0,0,0,0,0.0,Chelsea,False,Brighton,1.01
Deivid Washington de Souza Eugênio,Chelsea,Brighton,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.38,0,0,0,0,0,0.0,Chelsea,True,Bournemouth,-3.02
Deivid Washington de Souza Eugênio,Chelsea,Bournemouth,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.37,0,0,0,0,0,0.0,Chelsea,True,Nottingham Forest,1.3
Deivid Washington de Souza Eugênio,Chelsea,Nottingham Forest,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.35,0,0,0,0,0,0.0,Chelsea,False,Bournemouth,-1.53
Deivid Washington de Souza Eugênio,Chelsea,Bournemouth,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.34,0,0,0,0,0,0.0,Chelsea,True,Aston Villa,0.42
Deivid Washington de Souza Eugênio,Chelsea,Aston Villa,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.33,0,0,0,0,0,0.0,Chelsea,False,Fulham,-2.13
Deivid Washington de Souza Eugênio,Chelsea,Fulham,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.32,0,0,0,0,0,0.0,Chelsea,False,Burnley,-2.71
Deivid Washington de Souza Eugênio,Chelsea,Burnley,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.31,0,0,0,0,0,0.0,Chelsea,True,Arsenal,2.1
Deivid Washington de Souza Eugênio,Chelsea,Arsenal,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.31,0,0,0,0,0,,,,,
