name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Billy Blacker,Sheffield Utd,Brighton,True,0,0,0.0,0,False,0.0,Sheffield Utd,False,Wolverhampton,
Billy Blacker,Sheffield Utd,Wolverhampton,False,0,0,0.0,0,False,0.0,Sheffield Utd,True,Arsenal,
Billy Blacker,Sheffield Utd,Arsenal,True,0,0,0.0,0,False,0.0,Sheffield Utd,False,Bournemouth,
Billy Blacker,Sheffield Utd,Bournemouth,False,0,0,0.0,0,False,0.0,Sheffield Utd,True,Fulham,
Billy Blacker,Sheffield Utd,Fulham,True,0,0,0.0,0,False,0.0,Sheffield Utd,False,Liverpool,
Billy Blacker,Sheffield Utd,Liverpool,False,0,0,0.0,0,False,0.0,Sheffield Utd,True,Chelsea,
Billy Blacker,Sheffield Utd,Chelsea,True,0,0,0.0,0,False,0.0,Sheffield Utd,False,Brentford,
Billy Blacker,Sheffield Utd,Brentford,False,0,0,0.0,0,False,0.0,Sheffield Utd,True,Burnley,
Billy Blacker,Sheffield Utd,Burnley,True,0,0,0.0,0,False,0.0,Sheffield Utd,False,Manchester United,
Billy Blacker,Sheffield Utd,Manchester United,False,0,0,0.0,0,False,0.0,Sheffield Utd,False,Newcastle United,
Billy Blacker,Sheffield Utd,Newcastle United,False,0,0,0.0,0,False,0.0,Sheffield Utd,True,Nottingham Forest,
Billy Blacker,Sheffield Utd,Nottingham Forest,True,0,0,0.0,0,False,0.0,Sheffield Utd,False,Everton,
Billy Blacker,Sheffield Utd,Everton,False,0,0,0.0,0,False,0.0,Sheffield Utd,True,Tottenham,
Billy Blacker,Sheffield Utd,Tottenham,True,0,0,0.0,0,False,,,,,
