name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Carlton Morris,Luton,Crystal Palace,2024-03-09,False,FW,90,0,0.18,0,0.0,2,2,0,4.1,0,True,6.8,0.76,62.53,0,0,0,0,0,2
Carlton Morris,Luton,Bournemouth,2024-03-13,False,FW,90,0,0.46,0,0.53,2,3,1,4.8,0,True,5.0,0.44,63.9,0,0,0,0,0,2
Carlton Morris,Luton,Nottingham Forest,2024-03-16,True,FW,90,0,0.0,0,0.06,2,0,1,3.0,0,True,4.4,0.37,65.14,0,0,0,0,0,2
Carlton Morris,Luton,Chelsea,2023-08-25,False,FW,90,0,0.1,0,0.03,2,3,1,2.8,0,True,3.2,0.22,66.27,0,0,0,0,0,2
Carlton Morris,Luton,Tottenham,2024-03-30,False,FW,90,0,0.12,0,0.0,2,1,0,1.8,0,True,3.2,0.24,67.3,0,0,0,0,0,2
Carlton Morris,Luton,Arsenal,2024-04-03,False,FW,90,0,0.0,0,0.0,2,0,0,0.8,0,True,2.0,0.17,68.25,0,0,0,0,0,8
Carlton Morris,Luton,Bournemouth,2024-04-06,True,FW,90,1,0.81,0,0.02,8,5,1,14.0,2,True,2.0,0.14,69.12,0,0,0,0,0,2
Carlton Morris,Luton,Manchester City,2024-04-13,False,FW,90,0,0.0,0,0.0,2,0,0,1.8,0,True,3.2,0.2,69.92,0,0,0,0,0,2
Carlton Morris,Luton,Brentford,2024-04-20,True,FW,90,0,0.05,0,0.0,2,1,0,3.3,0,True,3.2,0.2,70.67,0,0,0,0,0,7
Carlton Morris,Luton,Wolverhampton,2024-04-27,False,FW,90,1,0.73,0,0.0,7,4,0,10.7,1,True,3.2,0.2,71.36,0,0,0,0,0,2
Carlton Morris,Luton,Everton,2024-05-03,True,AMC,90,0,0.1,0,0.0,2,2,0,2.3,0,True,4.2,0.32,72.0,0,0,0,0,0,1
Carlton Morris,Luton,West Ham,2024-05-11,False,AMC,90,0,0.0,0,0.0,1,0,0,1.4,0,True,4.2,0.34,72.6,0,0,0,0,0,5
Carlton Morris,Luton,Fulham,2024-05-19,True,FWR,90,1,1.25,0,0.04,5,4,1,9.7,0,True,2.8,0.18,73.16,0,0,0,0,0,5
Carlton Morris,Luton,West Ham,2023-09-01,True,FW,90,0,0.12,1,0.57,5,2,1,5.3,0,True,3.4,0.43,73.69,0,0,0,0,0,2
Carlton Morris,Luton,Fulham,2023-09-16,False,FW,73,0,0.07,0,0.0,2,1,0,0.6,0,True,4.0,0.64,73.67,0,0,0,0,0,9
Carlton Morris,Luton,Wolverhampton,2023-09-23,True,FW,90,1,1.35,0,0.05,9,3,1,11.2,3,True,3.0,0.51,74.15,0,0,0,0,0,8
Carlton Morris,Luton,Everton,2023-09-30,False,FW,77,1,0.29,0,0.0,8,4,0,6.4,2,True,4.4,0.76,74.23,0,0,0,0,0,2
Carlton Morris,Luton,Burnley,2023-10-03,True,FW,90,0,0.19,0,0.06,2,4,2,6.0,0,True,5.8,0.82,74.67,0,0,0,0,0,1
Carlton Morris,Luton,Tottenham,2023-10-07,True,FW,90,0,0.18,0,0.08,1,3,1,5.0,0,True,5.2,0.6,75.08,0,0,0,0,0,2
Carlton Morris,Luton,Nottingham Forest,2023-10-21,False,FW,81,0,0.11,0,0.0,2,2,0,1.3,0,True,4.4,0.42,75.24,0,0,0,0,0,
