name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Carlton Morris,Luton,Brighton,2023-08-12,False,FW,90,1,0.91,0,0.0,8,4,0,0.0,2,True,0.0,0.0,90.0,0,0,0,0,0,2
Carlton Morris,Luton,Aston Villa,2023-10-29,False,FW,75,0,0.0,0,0.0,2,0,0,0.0,0,True,8.0,0.91,82.5,0,0,0,0,0,2
Carlton Morris,Luton,Liverpool,2023-11-05,True,FW,74,0,0.6,0,0.02,2,2,1,3.6,0,True,5.0,0.45,79.67,0,0,0,0,0,2
Carlton Morris,Luton,Manchester United,2023-11-11,False,FW,90,0,0.16,0,0.02,2,2,1,5.2,0,True,4.0,0.5,82.25,0,0,0,0,0,5
Carlton Morris,Luton,Crystal Palace,2023-11-25,True,FW,73,0,0.04,1,0.11,5,1,1,2.9,0,True,3.5,0.41,80.4,0,0,0,0,0,2
Carlton Morris,Luton,Brentford,2023-12-02,False,FW,60,0,0.0,0,0.0,2,0,0,1.2,0,True,3.8,0.54,77.0,0,0,0,0,0,1
Carlton Morris,Luton,Arsenal,2023-12-05,True,Sub,29,0,0.0,0,0.0,1,0,0,0.7,0,False,2.6,0.36,70.14,0,0,0,0,0,1
Carlton Morris,Luton,Manchester City,2023-12-10,True,Sub,18,0,0.0,0,0.0,1,0,0,0.0,0,False,2.4,0.36,63.62,0,0,0,0,0,1
Carlton Morris,Luton,Newcastle United,2023-12-23,True,Sub,10,0,0.0,0,0.0,1,0,0,0.1,0,False,2.2,0.24,57.67,0,0,0,0,0,7
Carlton Morris,Luton,Sheffield,2023-12-26,False,Sub,19,0,0.0,0,0.0,7,0,0,0.6,0,False,2.0,0.21,53.8,0,0,0,0,0,1
Carlton Morris,Luton,Chelsea,2023-12-30,True,Sub,28,0,0.61,0,0.0,1,2,0,5.9,0,False,2.4,0.0,51.45,0,0,0,0,0,7
Carlton Morris,Luton,Burnley,2024-01-12,False,Sub,16,1,0.38,0,0.0,7,2,0,5.4,2,False,2.2,0.12,48.5,0,0,0,0,0,5
Carlton Morris,Luton,Brighton,2024-01-30,True,FW,82,0,0.72,1,0.65,5,4,1,8.1,0,True,3.4,0.2,51.08,0,0,0,0,0,11
Carlton Morris,Luton,Newcastle United,2024-02-03,False,AMC,78,1,0.78,1,0.55,11,2,2,11.9,2,True,4.2,0.54,53.0,0,0,0,0,0,5
Carlton Morris,Luton,Sheffield,2024-02-10,True,AMC,86,1,0.78,0,0.0,5,2,0,6.8,0,True,6.2,0.9,55.2,0,0,0,0,0,8
Carlton Morris,Luton,Manchester United,2024-02-18,True,AMC,90,1,0.77,0,0.2,8,4,2,11.0,2,True,5.8,1.05,57.38,0,0,0,0,0,2
Carlton Morris,Luton,Liverpool,2024-02-21,False,AMC,90,0,0.0,0,0.01,2,0,1,2.1,0,True,7.2,1.09,59.29,0,0,0,0,0,8
Carlton Morris,Luton,Aston Villa,2024-03-02,True,FW,90,1,0.45,0,0.71,8,3,3,12.5,2,True,6.2,1.01,61.0,0,0,0,0,0,2
