name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Jean-Philippe Mateta,Crystal Palace,Tottenham,2023-10-27,True,Sub,11,0,0.0,0,0.07,1,0,1,1.8,0,False,0.0,0.0,11.0,2,0,3.29,0.41,0.05,1
Jean-Philippe Mateta,Crystal Palace,Everton,2023-11-11,True,Sub,7,0,0.0,0,0.0,1,0,0,0.0,0,False,1.0,0.0,9.0,2,0,3.29,0.41,0.05,1
Jean-Philippe Mateta,Crystal Palace,Luton,2023-11-25,False,Sub,10,0,0.07,0,0.16,1,1,3,6.3,0,False,1.0,0.0,9.33,2,0,3.29,0.41,0.05,1
Jean-Philippe Mateta,Crystal Palace,West Ham,2023-12-03,False,Sub,3,0,0.0,0,0.0,1,0,0,0.3,0,False,1.0,0.02,7.75,2,0,3.29,0.41,0.05,1
Jean-Philippe Mateta,Crystal Palace,Bournemouth,2023-12-06,True,Sub,4,0,0.0,0,0.0,1,0,0,0.1,0,False,1.0,0.02,7.0,2,0,3.29,0.41,0.05,7
Jean-Philippe Mateta,Crystal Palace,Liverpool,2023-12-09,True,Sub,45,1,0.82,0,0.04,7,2,1,6.8,2,False,1.0,0.01,13.33,2,0,3.29,0.41,0.05,12
Jean-Philippe Mateta,Crystal Palace,Manchester City,2023-12-16,False,FW,90,1,0.74,0,0.0,12,1,0,7.4,3,True,2.2,0.18,24.29,2,0,3.29,0.41,0.05,1
Jean-Philippe Mateta,Crystal Palace,Brighton,2023-12-21,True,FW,90,0,0.28,0,0.6,1,4,3,7.3,0,True,4.4,0.33,32.5,2,0,3.29,0.41,0.05,2
Jean-Philippe Mateta,Crystal Palace,Chelsea,2023-12-27,False,FW,90,0,0.07,0,0.15,2,1,2,5.8,0,True,4.4,0.37,38.89,2,0,3.29,0.41,0.05,2
Jean-Philippe Mateta,Crystal Palace,Brentford,2023-12-30,True,FW,85,0,0.0,0,0.15,2,0,3,6.0,0,True,4.6,0.38,43.5,2,0,3.29,0.41,0.05,2
Jean-Philippe Mateta,Crystal Palace,Arsenal,2024-01-20,False,FW,90,0,0.0,0,0.0,2,0,0,1.4,0,True,4.8,0.38,47.73,2,0,3.29,0.41,0.05,2
Jean-Philippe Mateta,Crystal Palace,Sheffield,2024-01-30,True,FW,90,0,0.12,0,0.0,2,1,0,2.2,0,True,3.8,0.22,51.25,2,0,3.29,0.41,0.05,6
Jean-Philippe Mateta,Crystal Palace,Brighton,2024-02-03,False,FW,79,1,0.06,0,0.0,6,1,0,5.4,0,True,1.8,0.1,53.38,2,0,3.29,0.41,0.05,2
Jean-Philippe Mateta,Crystal Palace,Chelsea,2024-02-12,True,FW,90,0,0.18,0,0.05,2,2,1,5.2,0,True,2.8,0.05,56.0,2,0,3.29,0.41,0.05,5
Jean-Philippe Mateta,Crystal Palace,Everton,2024-02-19,False,FW,90,0,0.08,1,0.36,5,2,3,6.6,0,True,2.8,0.07,58.27,2,0,3.29,0.41,0.05,6
Jean-Philippe Mateta,Crystal Palace,Burnley,2024-02-24,True,FW,90,1,0.84,0,0.0,6,2,0,6.2,0,True,3.4,0.29,60.25,2,0,3.29,0.41,0.05,2
Jean-Philippe Mateta,Crystal Palace,Tottenham,2024-03-02,False,FW,90,0,0.08,0,0.0,2,1,0,1.3,0,True,4.2,0.46,62.0,2,0,3.29,0.41,0.05,8
Jean-Philippe Mateta,Crystal Palace,Luton,2024-03-09,True,FW,80,1,1.49,0,0.15,8,4,2,13.7,2,True,4.2,0.45,63.0,2,0,3.29,0.41,0.05,1
Jean-Philippe Mateta,Crystal Palace,Brentford,2023-08-26,False,Sub,19,0,0.0,0,0.0,1,0,0,0.0,0,False,4.6,0.73,60.68,2,0,3.29,0.41,0.05,9
Jean-Philippe Mateta,Crystal Palace,Nottingham Forest,2024-03-30,False,FW,90,1,0.22,0,0.0,9,2,0,8.2,3,True,4.4,0.7,62.15,2,0,3.29,0.41,0.05,2
Jean-Philippe Mateta,Crystal Palace,Bournemouth,2024-04-02,False,FW,90,0,0.1,0,0.0,2,1,0,4.3,0,True,5.2,0.53,63.48,2,0,3.29,0.41,0.05,5
Jean-Philippe Mateta,Crystal Palace,Manchester City,2024-04-06,True,FW,73,1,0.48,0,0.0,5,1,0,5.1,0,True,4.4,0.38,63.91,2,0,3.29,0.41,0.05,2
Jean-Philippe Mateta,Crystal Palace,Liverpool,2024-04-14,False,FW,89,0,1.44,0,0.04,2,3,1,6.1,0,True,5.0,0.46,65.0,2,0,3.29,0.41,0.05,16
Jean-Philippe Mateta,Crystal Palace,West Ham,2024-04-21,True,FW,67,2,1.2,0,0.06,16,3,2,15.2,3,True,3.8,0.45,65.08,2,0,3.29,0.41,0.05,13
Jean-Philippe Mateta,Crystal Palace,Newcastle United,2024-04-24,True,FW,90,2,0.78,0,0.06,13,4,1,14.5,3,True,6.8,0.69,66.08,2,0,3.29,0.41,0.05,2
Jean-Philippe Mateta,Crystal Palace,Fulham,2024-04-27,False,FW,68,0,0.33,0,0.0,2,1,0,1.0,0,True,7.6,0.8,66.15,2,0,3.29,0.41,0.05,6
Jean-Philippe Mateta,Crystal Palace,Manchester United,2024-05-06,True,FW,67,1,0.34,0,0.0,6,1,0,5.5,0,True,7.6,0.85,66.19,2,0,3.29,0.41,0.05,9
Jean-Philippe Mateta,Crystal Palace,Wolverhampton,2024-05-11,False,FW,68,1,0.64,0,0.36,9,1,2,10.4,3,True,7.8,0.82,66.25,2,0,3.29,0.41,0.05,20
Jean-Philippe Mateta,Crystal Palace,Aston Villa,2024-05-19,True,FW,75,3,1.33,1,0.16,20,3,2,19.5,3,True,9.2,0.66,66.55,2,0,3.29,0.41,0.05,7
Jean-Philippe Mateta,Crystal Palace,Wolverhampton,2023-09-03,True,Sub,19,0,0.0,2,0.6,7,0,2,5.7,0,False,10.0,0.88,64.97,2,0,3.29,0.41,0.05,5
Jean-Philippe Mateta,Crystal Palace,Aston Villa,2023-09-16,False,Sub,65,0,0.0,1,0.3,5,0,1,3.2,0,False,8.8,1.13,64.97,2,0,3.29,0.41,0.05,1
Jean-Philippe Mateta,Crystal Palace,Fulham,2023-09-23,True,Sub,20,0,0.12,0,0.0,1,1,0,2.5,0,False,9.4,1.26,63.56,2,0,3.29,0.41,0.05,2
Jean-Philippe Mateta,Crystal Palace,Manchester United,2023-09-30,False,FW,90,0,0.0,0,0.21,2,0,2,3.2,0,True,8.4,1.22,64.36,2,0,3.29,0.41,0.05,2
Jean-Philippe Mateta,Crystal Palace,Nottingham Forest,2023-10-07,True,FW,90,0,0.34,0,0.0,2,2,0,3.0,0,True,7.0,1.09,65.12,2,0,3.29,0.41,0.05,1
Jean-Philippe Mateta,Crystal Palace,Newcastle United,2023-10-21,False,FW,60,0,0.11,0,0.0,1,1,0,0.7,0,True,3.4,0.69,64.97,2,0,3.29,0.41,0.05,
