name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Emiliano Martínez Romero,Aston Villa,Bournemouth,2022-08-06,False,90,2,0.0,1,0,1,0,False,0.0,False,0.0,0.0,1.0,0,0,0,0,2,Aston Villa,False,Nottingham Forest,
Emiliano Martínez Romero,Aston Villa,Nottingham Forest,2022-10-10,False,90,1,0.0,2,0,2,0,False,0.0,False,1.0,0.0,1.5,0,0,0,0,1,Aston Villa,True,Chelsea,2.75
Emiliano Martínez Romero,Aston Villa,Chelsea,2022-10-16,True,90,2,0.0,2,0,1,0,False,0.0,False,1.5,0.0,1.67,0,0,0,0,2,Aston Villa,False,Fulham,
Emiliano Martínez Romero,Aston Villa,Fulham,2022-10-20,False,90,3,0.0,5,0,2,0,False,0.0,False,1.33,0.0,2.5,0,0,0,0,7,Aston Villa,True,Brentford,-0.37
Emiliano Martínez Romero,Aston Villa,Brentford,2022-10-23,True,90,0,0.0,3,0,7,0,True,0.09,False,1.5,0.2,2.6,0,0,0,0,1,Aston Villa,False,Newcastle United,1.88
Emiliano Martínez Romero,Aston Villa,Newcastle United,2022-10-29,False,34,0,0.0,1,0,1,0,False,0.0,False,2.6,0.2,2.33,0,0,0,0,2,Aston Villa,True,Manchester United,0.0
Emiliano Martínez Romero,Aston Villa,Manchester United,2022-11-06,True,90,1,0.0,3,0,2,0,False,0.0,False,2.6,0.17,2.43,0,0,0,0,1,Aston Villa,False,Brighton,-4.31
Emiliano Martínez Romero,Aston Villa,Brighton,2022-11-13,False,90,1,0.66,1,0,1,0,False,0.05,True,2.6,0.14,2.25,0,0,0,0,0,Aston Villa,True,Liverpool,-0.88
Emiliano Martínez Romero,Aston Villa,Liverpool,,True,0,0,0.0,0,0,0,0,False,,False,2.6,0.14,2.0,0,0,0,0,0,Aston Villa,False,Tottenham,2.01
Emiliano Martínez Romero,Aston Villa,Tottenham,,False,0,0,0.0,0,0,0,0,False,,False,2.2,0.14,1.8,0,0,0,0,2,Aston Villa,True,Wolverhampton,1.52
Emiliano Martínez Romero,Aston Villa,Wolverhampton,2023-01-04,True,90,1,0.85,2,0,2,0,False,0.0,True,0.8,0.12,1.82,0,0,0,0,3,Aston Villa,True,Everton,-3.07
Emiliano Martínez Romero,Aston Villa,Everton,2022-08-13,True,90,1,0.0,4,0,3,0,False,0.0,False,1.0,0.11,2.0,0,0,0,0,1,Aston Villa,True,Leicester City,-0.17
Emiliano Martínez Romero,Aston Villa,Leicester City,2023-01-13,True,90,1,2.38,2,0,1,0,False,0.0,True,1.2,0.1,2.0,0,0,0,0,10,Aston Villa,False,Southampton,1.75
Emiliano Martínez Romero,Aston Villa,Southampton,2023-01-21,False,90,0,0.41,5,0,10,3,True,0.0,True,1.2,0.18,2.21,0,0,0,0,0,Aston Villa,True,Leeds United,-3.62
Emiliano Martínez Romero,Aston Villa,Leeds United,2023-02-04,True,90,4,2.25,1,0,0,0,False,0.0,True,3.2,0.17,2.13,0,0,0,0,2,Aston Villa,False,Manchester City,0.58
Emiliano Martínez Romero,Aston Villa,Manchester City,2023-02-12,False,90,3,3.59,5,0,2,0,False,0.0,True,3.2,0.15,2.31,0,0,0,0,-3,Aston Villa,True,Arsenal,0.71
Emiliano Martínez Romero,Aston Villa,Arsenal,2023-02-18,True,90,4,3.28,2,0,-3,0,False,0.0,True,3.2,0.14,2.29,0,0,0,0,9,Aston Villa,False,Everton,-0.42
Emiliano Martínez Romero,Aston Villa,Everton,2023-02-25,False,90,0,1.71,4,0,9,3,True,0.0,True,2.0,0.2,2.39,0,0,0,0,7,Aston Villa,True,Crystal Palace,-0.13
Emiliano Martínez Romero,Aston Villa,Crystal Palace,2023-03-04,True,90,0,0.17,0,0,7,1,True,0.0,True,3.6,0.25,2.26,0,0,0,0,3,Aston Villa,False,West Ham,1.86
Emiliano Martínez Romero,Aston Villa,West Ham,2023-03-12,False,90,1,2.22,4,0,3,0,False,0.0,True,3.0,0.24,2.35,0,0,0,0,7,Aston Villa,True,Bournemouth,
Emiliano Martínez Romero,Aston Villa,Bournemouth,2023-03-18,True,90,0,0.59,3,0,7,0,True,0.0,True,3.6,0.28,2.38,0,0,0,0,11,Aston Villa,False,Chelsea,4.06
Emiliano Martínez Romero,Aston Villa,Chelsea,2023-04-01,False,90,0,2.09,7,0,11,3,True,0.0,True,4.6,0.32,2.59,0,0,0,0,3,Aston Villa,False,Leeds United,
Emiliano Martínez Romero,Aston Villa,Leeds United,2023-04-04,False,90,1,0.48,3,0,3,0,False,0.0,True,7.4,0.3,2.61,0,0,0,0,10,Aston Villa,False,Crystal Palace,1.07
Emiliano Martínez Romero,Aston Villa,Crystal Palace,2022-08-20,False,90,3,0.0,6,1,10,2,False,0.0,False,6.2,0.29,2.75,0,0,0,0,9,Aston Villa,True,Nottingham Forest,
Emiliano Martínez Romero,Aston Villa,Nottingham Forest,2023-04-08,True,90,0,0.25,2,0,9,3,True,0.0,True,6.8,0.32,2.72,0,0,0,0,6,Aston Villa,True,Newcastle United,-3.47
Emiliano Martínez Romero,Aston Villa,Newcastle United,2023-04-15,True,90,0,0.54,2,0,6,0,True,0.0,True,8.0,0.35,2.69,0,0,0,0,1,Aston Villa,False,Brentford,0.38
Emiliano Martínez Romero,Aston Villa,Brentford,2023-04-22,False,45,0,0.25,2,0,1,0,False,0.0,True,7.8,0.35,2.67,0,0,0,0,5,Aston Villa,True,Fulham,
Emiliano Martínez Romero,Aston Villa,Fulham,2023-04-25,True,90,0,0.1,0,0,5,0,True,0.0,True,5.8,0.38,2.57,0,0,0,0,3,Aston Villa,False,Manchester United,-1.29
Emiliano Martínez Romero,Aston Villa,Manchester United,2023-04-30,False,90,1,1.19,5,0,3,0,False,0.0,True,6.2,0.36,2.66,0,0,0,0,2,Aston Villa,False,Wolverhampton,
Emiliano Martínez Romero,Aston Villa,Wolverhampton,2023-05-06,False,90,1,0.69,1,0,2,0,False,0.0,True,4.8,0.35,2.6,0,0,0,0,2,Aston Villa,True,Tottenham,
Emiliano Martínez Romero,Aston Villa,Tottenham,2023-05-13,True,90,1,1.36,1,0,2,0,False,0.0,True,3.4,0.33,2.55,0,0,0,0,2,Aston Villa,False,Liverpool,0.83
Emiliano Martínez Romero,Aston Villa,Liverpool,2023-05-20,False,90,1,0.75,4,0,2,0,False,0.0,True,2.6,0.32,2.59,0,0,0,0,3,Aston Villa,True,Brighton,-3.72
Emiliano Martínez Romero,Aston Villa,Brighton,2023-05-28,True,90,1,1.49,3,0,3,0,False,0.0,True,2.8,0.31,2.61,0,0,0,0,2,Aston Villa,True,West Ham,3.13
Emiliano Martínez Romero,Aston Villa,West Ham,2022-08-28,True,90,1,0.0,1,0,2,0,False,0.0,False,2.4,0.3,2.56,0,0,0,0,3,Aston Villa,False,Arsenal,2.49
Emiliano Martínez Romero,Aston Villa,Arsenal,2022-08-31,False,90,2,0.0,6,0,3,0,False,0.0,False,2.2,0.29,2.66,0,0,0,0,3,Aston Villa,True,Manchester City,-0.28
Emiliano Martínez Romero,Aston Villa,Manchester City,2022-09-03,True,90,1,0.0,3,0,3,0,False,0.0,False,2.4,0.28,2.67,0,0,0,0,6,Aston Villa,True,Southampton,-1.35
Emiliano Martínez Romero,Aston Villa,Southampton,2022-09-16,True,90,0,0.0,1,0,6,0,True,0.0,False,2.6,0.3,2.62,0,0,0,0,6,Aston Villa,False,Leicester City,0.16
Emiliano Martínez Romero,Aston Villa,Leicester City,2022-10-02,False,90,0,0.0,1,0,6,0,True,0.0,False,3.4,0.32,2.58,0,0,0,0,1,Aston Villa,False,Newcastle United,6.5
