name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty,saves_per_game,last_season_total_saves
Kristoffer Klaesson,Leeds,Wolverhampton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,Crystal Palace,1.29,0.0,0
Kristoffer Klaesson,Leeds,Crystal Palace,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,Arsenal,-0.89,0.0,0
Kristoffer Klaesson,Leeds,Arsenal,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,Leeds United,,0.0,0
Kristoffer Klaesson,Leeds,Leeds United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,Fulham,-1.49,0.0,0
Kristoffer Klaesson,Leeds,Fulham,2022-10-23,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0,0,0.0,Leeds,False,Liverpool,0.8,0.0,0
Kristoffer Klaesson,Leeds,Liverpool,2022-10-29,False,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0,0,0.0,Leeds,True,Bournemouth,5.53,0.0,0
Kristoffer Klaesson,Leeds,Bournemouth,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,Tottenham,0.38,0.0,0
Kristoffer Klaesson,Leeds,Tottenham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,Manchester City,0.4,0.0,0
Kristoffer Klaesson,Leeds,Manchester City,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,Newcastle United,-1.48,0.0,0
Kristoffer Klaesson,Leeds,Newcastle United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,West Ham,0.44,0.0,0
Kristoffer Klaesson,Leeds,West Ham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,Southampton,-0.58,0.0,0
Kristoffer Klaesson,Leeds,Southampton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,Aston Villa,-1.34,0.0,0
Kristoffer Klaesson,Leeds,Aston Villa,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,Brentford,-0.85,0.0,0
Kristoffer Klaesson,Leeds,Brentford,2023-01-22,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0,0,0,0.0,Leeds,False,Nottingham Forest,0.54,0.0,0
Kristoffer Klaesson,Leeds,Nottingham Forest,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,Manchester United,2.19,0.0,0
Kristoffer Klaesson,Leeds,Manchester United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,Manchester United,1.7,0.0,0
Kristoffer Klaesson,Leeds,Manchester United,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,Everton,0.7,0.0,0
Kristoffer Klaesson,Leeds,Everton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,Southampton,-5.18,0.0,0
Kristoffer Klaesson,Leeds,Southampton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,Chelsea,0.29,0.0,0
Kristoffer Klaesson,Leeds,Chelsea,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,Brighton,-1.07,0.0,0
Kristoffer Klaesson,Leeds,Brighton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,Wolverhampton,-0.27,0.0,0
Kristoffer Klaesson,Leeds,Wolverhampton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,Arsenal,2.26,0.0,0
Kristoffer Klaesson,Leeds,Arsenal,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,Nottingham Forest,1.75,0.0,0
Kristoffer Klaesson,Leeds,Nottingham Forest,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,Chelsea,-0.25,0.0,0
Kristoffer Klaesson,Leeds,Chelsea,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,Crystal Palace,-1.42,0.0,0
Kristoffer Klaesson,Leeds,Crystal Palace,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,Liverpool,-0.81,0.0,0
Kristoffer Klaesson,Leeds,Liverpool,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,Fulham,-0.19,0.0,0
Kristoffer Klaesson,Leeds,Fulham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,Leeds United,,0.0,0
Kristoffer Klaesson,Leeds,Leeds United,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,Bournemouth,0.09,0.0,0
Kristoffer Klaesson,Leeds,Bournemouth,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,Manchester City,2.79,0.0,0
Kristoffer Klaesson,Leeds,Manchester City,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,Newcastle United,-0.68,0.0,0
Kristoffer Klaesson,Leeds,Newcastle United,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,West Ham,0.82,0.0,0
Kristoffer Klaesson,Leeds,West Ham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,Tottenham,-2.16,0.0,0
Kristoffer Klaesson,Leeds,Tottenham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,Brighton,1.41,0.0,0
Kristoffer Klaesson,Leeds,Brighton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,Everton,3.32,0.0,0
Kristoffer Klaesson,Leeds,Everton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,False,Brentford,-2.77,0.0,0
Kristoffer Klaesson,Leeds,Brentford,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0.0,Leeds,True,Aston Villa,-3.37,0.0,0
Kristoffer Klaesson,Leeds,Aston Villa,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,,Nott'm Forest,False,Bournemouth,0.9,0.0,0
