name,team,opponent_team,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Kjell Scherpen,Brighton,Manchester United,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Tottenham,3.4,1.07
Kjell Scherpen,Brighton,Tottenham,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Brentford,-0.81,-0.55
Kjell Scherpen,Brighton,Brentford,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Nottingham Forest,,
Kjell Scherpen,Brighton,Nottingham Forest,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Manchester City,2.32,
Kjell Scherpen,Brighton,Manchester City,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Chelsea,-1.01,-0.25
Kjell Scherpen,Brighton,Chelsea,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Wolverhampton,-6.54,-0.46
Kjell Scherpen,Brighton,Wolverhampton,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Aston Villa,3.43,
Kjell Scherpen,Brighton,Aston Villa,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Southampton,-0.93,-1.07
Kjell Scherpen,Brighton,Southampton,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Arsenal,0.47,0.36
Kjell Scherpen,Brighton,Arsenal,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Everton,-1.22,-0.63
Kjell Scherpen,Brighton,Everton,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Newcastle United,-0.13,
Kjell Scherpen,Brighton,Newcastle United,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Liverpool,1.77,-0.53
Kjell Scherpen,Brighton,Liverpool,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Leeds United,-0.21,
Kjell Scherpen,Brighton,Leeds United,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Bournemouth,,1.46
Kjell Scherpen,Brighton,Bournemouth,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Crystal Palace,0.6,
Kjell Scherpen,Brighton,Crystal Palace,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Fulham,,-0.3
Kjell Scherpen,Brighton,Fulham,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,West Ham,-2.91,
Kjell Scherpen,Brighton,West Ham,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Leicester City,-1.63,
Kjell Scherpen,Brighton,Leicester City,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Crystal Palace,-0.07,
Kjell Scherpen,Brighton,Crystal Palace,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Brentford,-3.01,0.69
Kjell Scherpen,Brighton,Brentford,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Bournemouth,,0.19
Kjell Scherpen,Brighton,Bournemouth,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,West Ham,-1.66,
Kjell Scherpen,Brighton,West Ham,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Tottenham,,-0.03
Kjell Scherpen,Brighton,Tottenham,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Chelsea,-1.14,-0.72
Kjell Scherpen,Brighton,Chelsea,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Nottingham Forest,,
Kjell Scherpen,Brighton,Nottingham Forest,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Wolverhampton,1.32,-0.48
Kjell Scherpen,Brighton,Wolverhampton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Manchester United,,
Kjell Scherpen,Brighton,Manchester United,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Everton,3.86,0.34
Kjell Scherpen,Brighton,Everton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Arsenal,,-0.0
Kjell Scherpen,Brighton,Arsenal,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Newcastle United,,
Kjell Scherpen,Brighton,Newcastle United,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Southampton,,-0.38
Kjell Scherpen,Brighton,Southampton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Manchester City,5.78,
Kjell Scherpen,Brighton,Manchester City,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Aston Villa,2.85,
Kjell Scherpen,Brighton,Aston Villa,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Leicester City,-1.84,
Kjell Scherpen,Brighton,Leicester City,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Fulham,0.07,1.37
Kjell Scherpen,Brighton,Fulham,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,True,Leeds United,-2.88,
Kjell Scherpen,Brighton,Leeds United,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Brighton,False,Liverpool,-2.6,-1.33
Kjell Scherpen,Brighton,Liverpool,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,,Aston Villa,False,Newcastle United,6.5,
