name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty,saves_per_game,last_season_total_saves
Vicente Guaita,Crystal Palace,Arsenal,2022-08-05,True,90,2,0.0,1,0,1,0,False,0.0,False,0.0,0.0,0,0,0,3,Crystal Palace,True,Leicester City,-0.81,1.0,0
Vicente Guaita,Crystal Palace,Leicester City,2022-10-09,True,90,1,0.0,3,0,3,0,False,0.0,False,1.0,0.0,0,0,0,11,Crystal Palace,False,Leeds United,0.66,2.0,0
Vicente Guaita,Crystal Palace,Leeds United,2022-10-15,False,90,0,0.0,6,0,11,3,True,0.0,False,2.0,0.33,0,0,0,3,Crystal Palace,True,Wolverhampton,-1.42,3.33,0
Vicente Guaita,Crystal Palace,Wolverhampton,2022-10-18,True,90,1,0.0,3,0,3,0,False,0.0,False,5.0,0.25,0,0,0,2,Crystal Palace,False,Everton,2.96,3.25,0
Vicente Guaita,Crystal Palace,Everton,2022-10-22,False,90,3,0.0,3,0,2,0,False,0.0,False,4.5,0.2,0,0,0,9,Crystal Palace,True,Southampton,0.19,3.2,0
Vicente Guaita,Crystal Palace,Southampton,2022-10-29,True,90,0,0.0,4,0,9,2,True,0.0,False,4.0,0.33,0,0,0,2,Crystal Palace,False,West Ham,0.38,3.33,0
Vicente Guaita,Crystal Palace,West Ham,2022-11-06,False,90,1,0.0,1,0,2,0,False,0.0,False,5.6,0.29,0,0,0,2,Crystal Palace,False,Nottingham Forest,1.76,3.0,0
Vicente Guaita,Crystal Palace,Nottingham Forest,2022-11-12,False,90,1,1.09,1,0,2,0,False,0.0,True,5.4,0.25,0,0,0,3,Crystal Palace,True,Fulham,2.42,2.75,0
Vicente Guaita,Crystal Palace,Fulham,2022-12-26,True,90,3,2.61,7,0,3,0,False,0.0,True,3.6,0.22,0,0,0,7,Crystal Palace,False,Bournemouth,0.25,3.22,0
Vicente Guaita,Crystal Palace,Bournemouth,2022-12-31,False,90,0,0.56,2,0,7,1,True,0.0,True,3.6,0.3,0,0,0,0,Crystal Palace,True,Tottenham,0.68,3.1,0
Vicente Guaita,Crystal Palace,Tottenham,2023-01-04,True,90,4,1.39,2,0,0,0,False,0.0,True,4.6,0.27,0,0,0,2,Crystal Palace,False,Liverpool,1.18,3.0,0
Vicente Guaita,Crystal Palace,Liverpool,2022-08-15,False,90,1,0.0,3,0,2,0,False,0.0,False,2.8,0.25,0,0,0,3,Crystal Palace,False,Chelsea,2.48,3.0,0
Vicente Guaita,Crystal Palace,Chelsea,2023-01-15,False,90,1,1.64,4,0,3,0,False,0.0,True,2.8,0.23,0,0,0,3,Crystal Palace,True,Manchester United,-1.44,3.08,0
