name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty,saves_per_game,last_season_total_saves
Nick Pope,Newcastle,Nottingham Forest,2022-08-06,True,90,0,0.0,0,0,6,0,True,0.0,False,0.0,1.0,0,0,0,2,Newcastle,True,Brentford,-2.07,0.0,0
Nick Pope,Newcastle,Brentford,2022-10-08,True,90,1,0.0,2,0,2,0,False,0.0,False,6.0,0.5,0,0,0,6,Newcastle,False,Manchester United,0.69,1.0,0
Nick Pope,Newcastle,Manchester United,2022-10-16,False,90,0,0.0,2,0,6,0,True,0.0,False,4.0,0.67,0,0,0,6,Newcastle,True,Everton,-2.28,1.33,0
Nick Pope,Newcastle,Everton,2022-10-19,True,90,0,0.0,0,0,6,0,True,0.0,False,4.67,0.75,0,0,0,2,Newcastle,False,Tottenham,3.36,1.0,0
Nick Pope,Newcastle,Tottenham,2022-10-23,False,90,1,0.0,3,0,2,0,False,0.0,False,5.0,0.6,0,0,0,6,Newcastle,True,Aston Villa,-3.48,1.4,0
Nick Pope,Newcastle,Aston Villa,2022-10-29,True,90,0,0.0,0,0,6,0,True,0.0,False,4.4,0.67,0,0,0,3,Newcastle,False,Southampton,-1.99,1.17,0
Nick Pope,Newcastle,Southampton,2022-11-06,False,90,1,0.0,4,0,3,0,False,0.0,False,4.4,0.57,0,0,0,5,Newcastle,True,Chelsea,-0.41,1.57,0
Nick Pope,Newcastle,Chelsea,2022-11-12,True,90,0,0.3,2,0,5,0,True,0.0,True,4.6,0.62,0,0,0,6,Newcastle,False,Leeds United,0.85,1.62,0
Nick Pope,Newcastle,Leeds United,2022-12-26,False,90,0,0.52,2,0,6,0,True,0.0,True,4.4,0.67,0,0,0,6,Newcastle,True,Leicester City,-1.07,1.67,0
Nick Pope,Newcastle,Leicester City,2022-12-31,True,90,0,0.47,1,0,6,0,True,0.0,True,4.4,0.7,0,0,0,10,Newcastle,False,Arsenal,1.52,1.6,0
Nick Pope,Newcastle,Arsenal,2023-01-03,False,90,0,1.13,4,0,10,3,True,0.0,True,5.2,0.73,0,0,0,10,Newcastle,False,Brighton,0.38,1.82,0
Nick Pope,Newcastle,Brighton,2022-08-13,False,90,0,0.0,5,0,10,3,True,0.0,False,6.0,0.75,0,0,0,5,Newcastle,True,Fulham,-0.43,2.08,0
Nick Pope,Newcastle,Fulham,2023-01-15,True,90,0,1.14,0,0,5,0,True,0.0,True,7.4,0.77,0,0,0,6,Newcastle,False,Crystal Palace,0.54,1.92,0
Nick Pope,Newcastle,Crystal Palace,2023-01-21,False,90,0,0.3,1,0,6,0,True,0.0,True,7.4,0.79,0,0,0,2,Newcastle,True,West Ham,0.92,1.86,0
Nick Pope,Newcastle,West Ham,2023-02-04,True,90,1,1.01,0,0,2,0,False,0.0,True,7.4,0.73,0,0,0,3,Newcastle,False,Bournemouth,1.83,1.73,0
Nick Pope,Newcastle,Bournemouth,2023-02-11,False,90,1,1.83,3,0,3,0,False,0.0,True,6.6,0.69,0,0,0,-3,Newcastle,True,Liverpool,1.54,1.81,0
Nick Pope,Newcastle,Liverpool,2023-02-18,True,21,2,3.49,0,0,-3,0,False,0.0,True,5.2,0.69,0,0,0,1,Newcastle,False,Manchester City,2.91,1.71,0
Nick Pope,Newcastle,Manchester City,2023-03-04,False,90,2,1.34,1,0,1,0,False,0.0,True,2.6,0.65,0,0,0,3,Newcastle,True,Wolverhampton,-2.13,1.67,0
Nick Pope,Newcastle,Wolverhampton,2023-03-12,True,90,1,1.12,3,0,3,0,False,0.0,True,1.8,0.61,0,0,0,2,Newcastle,False,Nottingham Forest,0.98,1.74,0
Nick Pope,Newcastle,Nottingham Forest,2023-03-17,False,90,1,0.38,2,0,2,0,False,0.0,True,1.2,0.58,0,0,0,6,Newcastle,True,Manchester United,-1.44,1.75,0
Nick Pope,Newcastle,Manchester United,2023-04-02,True,90,0,0.43,1,0,6,0,True,0.0,True,1.2,0.6,0,0,0,2,Newcastle,False,West Ham,0.28,1.71,0
Nick Pope,Newcastle,West Ham,2023-04-05,False,90,1,0.81,1,0,2,0,False,0.02,True,1.8,0.57,0,0,0,3,Newcastle,True,Manchester City,3.23,1.68,0
Nick Pope,Newcastle,Manchester City,2022-08-21,True,90,3,0.0,7,0,3,0,False,0.0,False,2.8,0.55,0,0,0,11,Newcastle,False,Brentford,-1.1,1.91,0
Nick Pope,Newcastle,Brentford,2023-04-08,False,90,1,2.65,5,1,11,3,False,0.0,True,3.2,0.52,0,0,0,2,Newcastle,False,Aston Villa,2.1,2.04,0
Nick Pope,Newcastle,Aston Villa,2023-04-15,False,90,3,1.93,3,0,2,0,False,0.0,True,4.8,0.5,0,0,0,2,Newcastle,True,Tottenham,-3.04,2.08,0
Nick Pope,Newcastle,Tottenham,2023-04-23,True,90,1,1.01,2,0,2,0,False,0.0,True,4.8,0.48,0,0,0,3,Newcastle,False,Everton,1.08,2.08,0
Nick Pope,Newcastle,Everton,2023-04-27,False,90,1,0.66,4,0,3,0,False,0.0,True,4.0,0.46,0,0,0,2,Newcastle,True,Southampton,-0.72,2.15,0
Nick Pope,Newcastle,Southampton,2023-04-30,True,90,1,0.83,2,0,2,0,False,0.0,True,4.2,0.44,0,0,0,2,Newcastle,True,Arsenal,-0.34,2.14,0
Nick Pope,Newcastle,Arsenal,2023-05-07,True,90,2,1.2,5,0,2,0,False,0.0,True,4.0,0.43,0,0,0,8,Newcastle,False,Leicester City,0.06,2.24,0
Nick Pope,Newcastle,Leicester City,2023-05-13,False,90,2,2.06,2,1,8,2,False,0.0,True,2.2,0.41,0,0,0,2,Newcastle,True,Brighton,-2.35,2.23,0
Nick Pope,Newcastle,Brighton,2023-05-18,True,90,1,0.49,1,0,2,0,False,0.0,True,3.4,0.4,0,0,0,6,Newcastle,True,Leeds United,-1.95,2.19,0
Nick Pope,Newcastle,Leeds United,2023-05-22,True,90,0,0.07,1,0,6,0,True,0.0,True,3.4,0.42,0,0,0,0,Newcastle,False,Chelsea,0.97,2.16,0
Nick Pope,Newcastle,Chelsea,,False,0,0,0.0,0,0,0,0,False,,False,4.0,0.42,0,0,0,3,Newcastle,False,Wolverhampton,0.77,2.09,0
Nick Pope,Newcastle,Wolverhampton,2022-08-28,False,90,1,0.0,3,0,3,0,False,0.0,False,3.6,0.41,0,0,0,2,Newcastle,False,Liverpool,2.07,2.12,0
Nick Pope,Newcastle,Liverpool,2022-08-31,False,90,2,0.0,4,0,2,0,False,0.0,False,3.8,0.39,0,0,0,12,Newcastle,True,Crystal Palace,-2.12,2.17,0
Nick Pope,Newcastle,Crystal Palace,2022-09-03,True,90,0,0.0,9,0,12,3,True,0.0,False,2.6,0.41,0,0,0,2,Newcastle,True,Bournemouth,2.0,2.36,0
Nick Pope,Newcastle,Bournemouth,2022-09-17,True,90,1,0.0,2,0,2,0,False,0.0,False,4.6,0.4,0,0,0,2,Newcastle,False,Fulham,-1.79,2.35,0
Nick Pope,Newcastle,Fulham,2022-10-01,False,90,1,0.0,0,0,2,0,False,0.0,False,3.8,0.39,0,0,0,3,Newcastle,True,Aston Villa,-3.48,2.29,0
