name,team,opponent_team,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jackson Smith,Wolves,Leicester City,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,False,Chelsea,-1.63,-0.72
Jackson Smith,Wolves,Chelsea,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,True,Nottingham Forest,,
Jackson Smith,Wolves,Nottingham Forest,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,False,Crystal Palace,3.09,
Jackson Smith,Wolves,Crystal Palace,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,True,Leeds United,-1.61,
Jackson Smith,Wolves,Leeds United,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,False,Brentford,-1.55,-0.55
Jackson Smith,Wolves,Brentford,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,True,Brighton,5.19,-0.71
Jackson Smith,Wolves,Brighton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,True,Arsenal,1.59,0.36
Jackson Smith,Wolves,Arsenal,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,False,Everton,-1.05,-0.63
Jackson Smith,Wolves,Everton,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,True,Manchester United,-0.79,
Jackson Smith,Wolves,Manchester United,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,False,Aston Villa,-2.09,
Jackson Smith,Wolves,Aston Villa,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,True,Fulham,,-0.3
Jackson Smith,Wolves,Fulham,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,True,West Ham,-2.69,
Jackson Smith,Wolves,West Ham,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,False,Manchester City,-0.09,
Jackson Smith,Wolves,Manchester City,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,True,Liverpool,0.37,-0.53
Jackson Smith,Wolves,Liverpool,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,False,Southampton,-2.8,-1.07
Jackson Smith,Wolves,Southampton,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,True,Bournemouth,,1.46
Jackson Smith,Wolves,Bournemouth,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,False,Fulham,,1.37
Jackson Smith,Wolves,Fulham,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,False,Liverpool,0.91,-1.33
Jackson Smith,Wolves,Liverpool,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,True,Tottenham,2.05,1.07
Jackson Smith,Wolves,Tottenham,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,False,Newcastle United,3.01,
Jackson Smith,Wolves,Newcastle United,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Wolves,True,Leicester City,,
