name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points
David Raya Martin,Brentford,Leeds United,2022-08-07,False,90,2,0.0,3,0,2,0,False,0.0,False,0.0,0.0,0,0,0,0
David Raya Martin,Brentford,Newcastle United,2022-10-08,False,90,5,0.0,2,0,0,0,False,0.0,False,2.0,0.0,0,0,0,10
David Raya Martin,Brentford,Brighton,2022-10-14,True,90,0,0.0,7,0,10,2,True,0.0,False,1.0,0.33,0,0,0,10
David Raya Martin,Brentford,Chelsea,2022-10-19,True,90,0,0.0,5,0,10,3,True,0.0,False,4.0,0.5,0,0,0,2
David Raya Martin,Brentford,Aston Villa,2022-10-23,False,90,4,0.0,7,0,2,0,False,0.0,False,5.5,0.4,0,0,0,3
David Raya Martin,Brentford,Wolverhampton,2022-10-29,True,90,1,0.0,3,0,3,0,False,0.0,False,4.8,0.33,0,0,0,2
David Raya Martin,Brentford,Nottingham Forest,2022-11-05,False,90,2,0.0,5,0,2,0,False,0.0,False,5.0,0.29,0,0,0,3
David Raya Martin,Brentford,Manchester City,2022-11-12,False,90,1,1.61,5,0,3,0,False,0.0,True,5.4,0.25,0,0,0,3
David Raya Martin,Brentford,Tottenham,2022-12-26,True,90,2,1.07,6,0,3,0,False,0.0,True,4.0,0.22,0,0,0,9
David Raya Martin,Brentford,West Ham,2022-12-30,False,90,0,1.24,5,0,9,2,True,0.0,True,2.6,0.3,0,0,0,3
David Raya Martin,Brentford,Liverpool,2023-01-02,True,90,1,2.03,4,0,3,0,False,0.0,True,4.0,0.27,0,0,0,7
David Raya Martin,Brentford,Manchester United,2022-08-13,True,90,0,0.0,4,0,7,0,True,0.0,False,4.0,0.33,0,0,0,5
David Raya Martin,Brentford,Bournemouth,2023-01-14,True,90,0,0.47,2,0,5,0,True,0.0,True,5.0,0.38,0,0,0,10
David Raya Martin,Brentford,Leicester City,2023-01-22,False,90,0,0.5,5,0,10,3,True,0.02,True,5.4,0.43,0,0,0,7
David Raya Martin,Brentford,Southampton,2023-02-04,True,90,0,0.63,5,0,7,0,True,0.0,True,6.8,0.47,0,0,0,6
David Raya Martin,Brentford,Arsenal,2023-02-11,False,90,1,1.68,6,0,6,2,False,0.0,True,6.4,0.44,0,0,0,3
David Raya Martin,Brentford,Crystal Palace,2023-02-18,True,90,1,1.11,3,0,3,0,False,0.0,True,7.0,0.41,0,0,0,2
David Raya Martin,Brentford,Fulham,2023-03-06,True,90,2,1.42,3,0,2,0,False,0.0,True,6.2,0.39,0,0,0,3
David Raya Martin,Brentford,Everton,2023-03-11,False,90,1,1.03,5,0,3,0,False,0.0,True,5.6,0.37,0,0,0,6
David Raya Martin,Brentford,Southampton,2023-03-15,False,90,0,0.51,0,0,6,0,True,0.0,True,4.2,0.4,0,0,0,2
David Raya Martin,Brentford,Leeds United,2023-03-18,True,90,1,1.35,0,0,2,0,False,0.0,True,4.0,0.38,0,0,0,6
David Raya Martin,Brentford,Brighton,2023-04-01,False,90,3,4.45,11,0,6,2,False,0.0,True,3.2,0.36,0,0,0,2
David Raya Martin,Brentford,Manchester United,2023-04-05,False,90,1,1.1,2,0,2,0,False,0.0,True,3.8,0.35,0,0,0,3
David Raya Martin,Brentford,Fulham,2022-08-20,False,90,3,0.0,6,0,3,0,False,0.0,False,3.8,0.33,0,0,0,0
David Raya Martin,Brentford,Newcastle United,2023-04-08,True,90,2,1.18,3,0,0,0,False,0.0,True,3.8,0.32,0,0,0,5
David Raya Martin,Brentford,Wolverhampton,2023-04-15,False,90,2,0.73,7,0,5,2,False,0.0,True,2.6,0.31,0,0,0,2
David Raya Martin,Brentford,Aston Villa,2023-04-22,True,90,1,1.91,1,0,2,0,False,0.0,True,3.2,0.3,0,0,0,9
David Raya Martin,Brentford,Chelsea,2023-04-26,False,90,0,1.24,4,0,9,2,True,0.0,True,2.4,0.32,0,0,0,2
David Raya Martin,Brentford,Nottingham Forest,2023-04-29,True,90,1,0.75,2,0,2,0,False,0.0,True,3.8,0.31,0,0,0,3
David Raya Martin,Brentford,Liverpool,2023-05-06,False,90,1,2.08,4,0,3,0,False,0.0,True,3.6,0.3,0,0,0,7
David Raya Martin,Brentford,West Ham,2023-05-14,True,90,0,0.22,4,0,7,0,True,0.0,True,4.2,0.32,0,0,0,4
David Raya Martin,Brentford,Tottenham,2023-05-20,False,90,1,1.89,6,0,4,0,False,0.0,True,4.6,0.31,0,0,0,6
David Raya Martin,Brentford,Manchester City,2023-05-28,True,90,0,0.64,2,0,6,0,True,0.0,True,5.0,0.33,0,0,0,6
David Raya Martin,Brentford,Everton,2022-08-27,True,90,1,0.0,6,0,6,2,False,0.0,False,4.4,0.32,0,0,0,3
David Raya Martin,Brentford,Crystal Palace,2022-08-30,False,90,1,0.0,3,0,3,0,False,0.0,False,5.2,0.31,0,0,0,2
David Raya Martin,Brentford,Leicester City,2022-09-03,True,90,2,0.0,4,0,2,0,False,0.14,False,5.2,0.31,0,0,0,2
David Raya Martin,Brentford,Arsenal,2022-09-18,True,90,3,0.0,4,0,2,0,False,0.0,False,4.2,0.3,0,0,0,6
David Raya Martin,Brentford,Bournemouth,2022-10-01,False,90,0,0.0,0,0,6,0,True,0.0,False,3.8,0.32,0,0,0,6
