name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Robin Olsen,Aston Villa,Bournemouth,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Aston Villa,False,Nottingham Forest,
Robin Olsen,Aston Villa,Nottingham Forest,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Aston Villa,True,Chelsea,2.75
Robin Olsen,Aston Villa,Chelsea,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Aston Villa,False,Fulham,
Robin Olsen,Aston Villa,Fulham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Aston Villa,True,Brentford,-0.37
Robin Olsen,Aston Villa,Brentford,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,-1,Aston Villa,False,Newcastle United,1.88
Robin Olsen,Aston Villa,Newcastle United,2022-10-29,False,55,4,0.0,2,0,-1,0,False,0.0,False,0.0,0.0,0.33,0,0,0,0,0,Aston Villa,True,Manchester United,0.0
Robin Olsen,Aston Villa,Manchester United,,True,0,0,0.0,0,0,0,0,False,,False,-0.2,0.0,0.29,0,0,0,0,0,Aston Villa,False,Brighton,-4.31
Robin Olsen,Aston Villa,Brighton,,False,0,0,0.0,0,0,0,0,False,,False,-0.2,0.0,0.25,0,0,0,0,3,Aston Villa,True,Liverpool,-0.88
Robin Olsen,Aston Villa,Liverpool,2022-12-26,True,90,3,2.75,6,0,3,0,False,0.0,True,-0.2,0.0,0.89,0,0,0,0,7,Aston Villa,False,Tottenham,2.01
Robin Olsen,Aston Villa,Tottenham,2023-01-01,False,90,0,0.42,1,0,7,1,True,0.0,True,0.4,0.5,0.9,0,0,0,0,0,Aston Villa,True,Wolverhampton,1.52
Robin Olsen,Aston Villa,Wolverhampton,,True,0,0,0.0,0,0,0,0,False,,False,1.8,0.5,0.82,0,0,0,0,0,Aston Villa,True,Everton,-3.07
Robin Olsen,Aston Villa,Everton,,True,0,0,0.0,0,0,0,0,False,,False,2.0,0.5,0.75,0,0,0,0,0,Aston Villa,True,Leicester City,-0.17
Robin Olsen,Aston Villa,Leicester City,,True,0,0,0.0,0,0,0,0,False,,False,2.0,0.5,0.69,0,0,0,0,0,Aston Villa,False,Southampton,1.75
Robin Olsen,Aston Villa,Southampton,,False,0,0,0.0,0,0,0,0,False,,False,2.0,0.5,0.64,0,0,0,0,0,Aston Villa,True,Leeds United,-3.62
Robin Olsen,Aston Villa,Leeds United,,True,0,0,0.0,0,0,0,0,False,,False,1.4,0.5,0.6,0,0,0,0,0,Aston Villa,False,Manchester City,0.58
