name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Gavin Bazunu,Southampton,Tottenham,2022-08-06,False,90,4,0.0,5,0,1,0,False,0.0,False,0.0,0.0,5.0,0,0,0,0,1.0,Southampton,False,Manchester City,0.3,
Gavin Bazunu,Southampton,Manchester City,2022-10-08,False,90,4,0.0,4,0,1,0,False,0.0,False,1.0,0.0,4.5,0,0,0,0,3.0,Southampton,True,West Ham,-1.04,
Gavin Bazunu,Southampton,West Ham,2022-10-16,True,90,1,0.0,3,0,3,0,False,0.0,False,1.0,0.0,4.0,0,0,0,0,7.0,Southampton,False,Bournemouth,,0.19
Gavin Bazunu,Southampton,Bournemouth,2022-10-19,False,90,0,0.0,3,0,7,0,True,0.0,False,1.67,0.25,3.75,0,0,0,0,2.0,Southampton,True,Arsenal,-3.58,0.36
Gavin Bazunu,Southampton,Arsenal,2022-10-23,True,90,1,0.0,2,0,2,0,False,0.0,False,3.0,0.2,3.4,0,0,0,0,2.0,Southampton,False,Crystal Palace,-0.36,
Gavin Bazunu,Southampton,Crystal Palace,2022-10-29,False,90,1,0.0,2,0,2,0,False,0.0,False,2.8,0.17,3.17,0,0,0,0,0.0,Southampton,True,Newcastle United,0.8,
Gavin Bazunu,Southampton,Newcastle United,2022-11-06,True,90,4,0.0,0,0,0,0,False,0.0,False,3.0,0.14,2.71,0,0,0,0,2.0,Southampton,False,Liverpool,2.85,-1.33
Gavin Bazunu,Southampton,Liverpool,2022-11-12,False,90,3,1.99,4,0,2,0,False,0.0,True,2.8,0.12,2.88,0,0,0,0,1.0,Southampton,True,Brighton,-0.05,-0.71
Gavin Bazunu,Southampton,Brighton,2022-12-26,True,90,3,0.64,2,0,1,0,False,0.0,True,2.6,0.11,2.78,0,0,0,0,7.0,Southampton,False,Fulham,,1.37
Gavin Bazunu,Southampton,Fulham,2022-12-31,False,90,2,1.53,1,1,7,1,False,0.0,True,1.4,0.1,2.6,0,0,0,0,2.0,Southampton,True,Nottingham Forest,,
Gavin Bazunu,Southampton,Nottingham Forest,2023-01-04,True,90,1,1.37,0,0,2,0,False,0.0,True,2.4,0.09,2.36,0,0,0,0,2.0,Southampton,True,Leicester City,-2.36,
Gavin Bazunu,Southampton,Leicester City,2022-08-13,True,90,2,0.0,3,0,2,0,False,0.0,False,2.4,0.08,2.42,0,0,0,0,3.0,Southampton,False,Everton,3.31,-0.63
Gavin Bazunu,Southampton,Everton,2023-01-14,False,90,1,1.41,3,0,3,0,False,0.0,True,2.8,0.08,2.46,0,0,0,0,3.0,Southampton,True,Aston Villa,-1.21,
Gavin Bazunu,Southampton,Aston Villa,2023-01-21,True,90,1,1.42,4,0,3,0,False,0.0,True,3.0,0.07,2.57,0,0,0,0,1.0,Southampton,False,Brentford,3.85,-0.55
