name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty,saves_per_game,last_season_total_saves
Caoimhin Kelleher,Liverpool,Fulham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,False,Arsenal,2.26,0.0,0
Caoimhin Kelleher,Liverpool,Arsenal,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,True,Manchester City,-0.87,0.0,0
Caoimhin Kelleher,Liverpool,Manchester City,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,True,West Ham,-0.03,0.0,0
Caoimhin Kelleher,Liverpool,West Ham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,False,Nottingham Forest,1.75,0.0,0
Caoimhin Kelleher,Liverpool,Nottingham Forest,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,True,Leicester City,-2.17,0.0,0
Caoimhin Kelleher,Liverpool,Leicester City,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,False,Tottenham,1.56,0.0,0
Caoimhin Kelleher,Liverpool,Tottenham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,True,Southampton,-2.6,0.0,0
Caoimhin Kelleher,Liverpool,Southampton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,False,Aston Villa,1.03,0.0,0
Caoimhin Kelleher,Liverpool,Aston Villa,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,True,Leeds United,-1.23,0.0,0
Caoimhin Kelleher,Liverpool,Leeds United,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,False,Brentford,2.56,0.0,0
Caoimhin Kelleher,Liverpool,Brentford,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,True,Crystal Palace,1.28,0.0,0
Caoimhin Kelleher,Liverpool,Crystal Palace,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,False,Brighton,1.25,0.0,0
Caoimhin Kelleher,Liverpool,Brighton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,True,Chelsea,-1.38,0.0,0
Caoimhin Kelleher,Liverpool,Chelsea,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,False,Wolverhampton,1.32,0.0,0
Caoimhin Kelleher,Liverpool,Wolverhampton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,True,Everton,-1.61,0.0,0
Caoimhin Kelleher,Liverpool,Everton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,False,Newcastle United,-0.43,0.0,0
Caoimhin Kelleher,Liverpool,Newcastle United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,False,Crystal Palace,0.35,0.0,0
Caoimhin Kelleher,Liverpool,Crystal Palace,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,True,Wolverhampton,-1.46,0.0,0
Caoimhin Kelleher,Liverpool,Wolverhampton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,True,Manchester United,-2.66,0.0,0
Caoimhin Kelleher,Liverpool,Manchester United,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,False,Bournemouth,-0.9,0.0,0
Caoimhin Kelleher,Liverpool,Bournemouth,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,False,Manchester City,1.11,0.0,0
Caoimhin Kelleher,Liverpool,Manchester City,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,False,Chelsea,0.3,0.0,0
Caoimhin Kelleher,Liverpool,Chelsea,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,False,Manchester United,0.18,0.0,0
Caoimhin Kelleher,Liverpool,Manchester United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,True,Arsenal,-0.54,0.0,0
Caoimhin Kelleher,Liverpool,Arsenal,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,False,Leicester City,-2.79,0.0,0
Caoimhin Kelleher,Liverpool,Leicester City,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,True,Nottingham Forest,-1.23,0.0,0
Caoimhin Kelleher,Liverpool,Nottingham Forest,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,False,West Ham,2.89,0.0,0
Caoimhin Kelleher,Liverpool,West Ham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,True,Tottenham,0.66,0.0,0
Caoimhin Kelleher,Liverpool,Tottenham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,True,Fulham,0.57,0.0,0
Caoimhin Kelleher,Liverpool,Fulham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,True,Brentford,-2.96,0.0,0
Caoimhin Kelleher,Liverpool,Brentford,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,False,Leeds United,0.15,0.0,0
Caoimhin Kelleher,Liverpool,Leeds United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,0,Liverpool,True,Aston Villa,-0.35,0.0,0
Caoimhin Kelleher,Liverpool,Aston Villa,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0,0,0,2,Liverpool,False,Southampton,2.18,0.0,0
Caoimhin Kelleher,Liverpool,Southampton,2023-05-28,False,90,4,1.77,6,0,2,0,False,0.0,True,0.0,0.0,0,0,0,0,Liverpool,True,Bournemouth,-4.12,0.18,0
Caoimhin Kelleher,Liverpool,Bournemouth,,True,0,0,0.0,0,0,0,0,False,,False,0.4,0.0,0,0,0,0,Liverpool,True,Newcastle United,-0.89,0.17,0
Caoimhin Kelleher,Liverpool,Newcastle United,,True,0,0,0.0,0,0,0,0,False,,False,0.4,0.0,0,0,0,0,Liverpool,False,Everton,1.81,0.17,0
Caoimhin Kelleher,Liverpool,Everton,,False,0,0,0.0,0,0,0,0,False,,False,0.4,0.0,0,0,0,0,Liverpool,True,Brighton,1.7,0.16,0
Caoimhin Kelleher,Liverpool,Brighton,,True,0,0,0.0,0,0,0,0,False,,False,0.4,0.0,0,0,0,0,Liverpool,False,Chelsea,0.3,0.16,0
