name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Matthew Cox,Brentford,Newcastle United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,True,Brighton,0.05
Matthew Cox,Brentford,Brighton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,True,Chelsea,1.02
Matthew Cox,Brentford,Chelsea,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,False,Aston Villa,0.66
Matthew Cox,Brentford,Aston Villa,2022-10-23,False,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,True,Wolverhampton,1.93
Matthew Cox,Brentford,Wolverhampton,2022-10-29,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,False,Nottingham Forest,
Matthew Cox,Brentford,Nottingham Forest,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,False,Manchester City,1.7
Matthew Cox,Brentford,Manchester City,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,True,Tottenham,-0.82
Matthew Cox,Brentford,Tottenham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,False,West Ham,-2.82
Matthew Cox,Brentford,West Ham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,True,Liverpool,-3.03
Matthew Cox,Brentford,Liverpool,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,True,Bournemouth,
Matthew Cox,Brentford,Bournemouth,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,False,Leicester City,-0.7
Matthew Cox,Brentford,Leicester City,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,True,Southampton,-5.29
Matthew Cox,Brentford,Southampton,2023-02-04,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,False,Arsenal,1.21
Matthew Cox,Brentford,Arsenal,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,True,Crystal Palace,-1.39
Matthew Cox,Brentford,Crystal Palace,2023-02-18,True,0,0,0.0,0,0,0,0,False,0.1,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,True,Fulham,
Matthew Cox,Brentford,Fulham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,False,Everton,1.61
Matthew Cox,Brentford,Everton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,False,Southampton,4.95
Matthew Cox,Brentford,Southampton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,True,Leeds United,2.58
Matthew Cox,Brentford,Leeds United,2023-03-18,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,False,Brighton,2.12
Matthew Cox,Brentford,Brighton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,False,Manchester United,4.13
Matthew Cox,Brentford,Manchester United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,True,Newcastle United,
Matthew Cox,Brentford,Newcastle United,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,False,Wolverhampton,-3.56
Matthew Cox,Brentford,Wolverhampton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,True,Aston Villa,-0.66
Matthew Cox,Brentford,Aston Villa,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,False,Chelsea,
Matthew Cox,Brentford,Chelsea,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,True,Nottingham Forest,
Matthew Cox,Brentford,Nottingham Forest,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,False,Liverpool,
Matthew Cox,Brentford,Liverpool,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,True,West Ham,
Matthew Cox,Brentford,West Ham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,False,Tottenham,4.55
Matthew Cox,Brentford,Tottenham,2023-05-20,False,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,True,Manchester City,0.85
Matthew Cox,Brentford,Manchester City,2023-05-28,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,False,Bournemouth,2.35
Matthew Cox,Brentford,Bournemouth,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Brentford,True,Tottenham,-0.15
