name,team,opponent_team,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Norberto Murara Neto,Bournemouth,Leeds United,True,90,1,0.0,4,0,3,0,False,False,0.0,0.0,4.0,0,0,0,0,1.0,Bournemouth,False,Fulham,,1.37
Norberto Murara Neto,Bournemouth,Fulham,False,90,2,0.0,2,0,1,0,False,False,3.0,0.0,3.0,0,0,0,0,2.0,Bournemouth,True,Southampton,,-0.38
Norberto Murara Neto,Bournemouth,Southampton,True,90,1,0.0,2,0,2,0,False,False,2.0,0.0,2.67,0,0,0,0,1.0,Bournemouth,False,West Ham,,
Norberto Murara Neto,Bournemouth,West Ham,False,45,1,0.0,1,0,1,0,False,False,2.0,0.0,2.25,0,0,0,0,0.0,Bournemouth,True,Tottenham,,1.07
Norberto Murara Neto,Bournemouth,Tottenham,True,0,0,0.0,0,0,0,0,False,False,1.75,0.0,1.8,0,0,0,0,0.0,Bournemouth,False,Leicester City,,
Norberto Murara Neto,Bournemouth,Leicester City,False,0,0,0.0,0,0,0,0,False,False,1.4,0.0,1.5,0,0,0,0,0.0,Bournemouth,True,Everton,,0.34
Norberto Murara Neto,Bournemouth,Everton,True,0,0,0.0,0,0,0,0,False,False,0.8,0.0,1.29,0,0,0,0,0.0,Bournemouth,False,Chelsea,,-0.72
Norberto Murara Neto,Bournemouth,Chelsea,False,0,0,0.0,0,0,0,0,False,False,0.6,0.0,1.12,0,0,0,0,0.0,Bournemouth,True,Crystal Palace,,
Norberto Murara Neto,Bournemouth,Crystal Palace,True,0,0,0.0,0,0,0,0,False,False,0.2,0.0,1.0,0,0,0,0,0.0,Bournemouth,False,Manchester United,,
Norberto Murara Neto,Bournemouth,Manchester United,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.9,0,0,0,0,0.0,Bournemouth,False,Manchester City,,
