name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Scott Carson,Man City,West Ham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,True,Southampton,-1.98,-0.38
Scott Carson,Man City,Southampton,2022-10-08,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0.0,0,0,0,0,0,Man City,False,Liverpool,-0.75,-1.33
Scott Carson,Man City,Liverpool,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,True,Brighton,-3.14,-0.71
Scott Carson,Man City,Brighton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,False,Leeds United,-0.78,
Scott Carson,Man City,Leeds United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,True,Fulham,,-0.3
Scott Carson,Man City,Fulham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,True,Brentford,-2.21,0.69
Scott Carson,Man City,Brentford,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,False,Leicester City,-4.33,
Scott Carson,Man City,Leicester City,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,True,Everton,-2.28,0.34
Scott Carson,Man City,Everton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,False,Chelsea,-2.24,-0.72
Scott Carson,Man City,Chelsea,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,True,Bournemouth,,1.46
Scott Carson,Man City,Bournemouth,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,False,Manchester United,-1.51,
Scott Carson,Man City,Manchester United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,True,Tottenham,6.86,1.07
Scott Carson,Man City,Tottenham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,True,Wolverhampton,-0.23,-0.48
Scott Carson,Man City,Wolverhampton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,False,Tottenham,0.63,-0.03
Scott Carson,Man City,Tottenham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,True,Aston Villa,0.75,
Scott Carson,Man City,Aston Villa,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,False,Arsenal,-0.86,-0.0
Scott Carson,Man City,Arsenal,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,False,Nottingham Forest,,
Scott Carson,Man City,Nottingham Forest,2023-02-18,False,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0.0,0,0,0,0,0,Man City,False,Bournemouth,,0.19
Scott Carson,Man City,Bournemouth,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0,Man City,True,Newcastle United,-4.65,
