name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points
Fraser Forster,Spurs,Brentford,2022-12-26,False,90,2,2.15,3,0,2,0,False,0.0,True,0.0,0.0,0,0,0,0
Fraser Forster,Spurs,Leeds United,2023-02-11,False,90,4,1.54,2,0,0,0,False,0.0,True,2.0,0.0,0,0,0,6
Fraser Forster,Spurs,West Ham,2023-02-19,True,90,0,0.48,1,0,6,0,True,0.0,True,1.0,0.33,0,0,0,6
Fraser Forster,Spurs,Chelsea,2023-02-26,True,90,0,0.41,2,0,6,0,True,0.0,True,2.67,0.5,0,0,0,3
Fraser Forster,Spurs,Wolverhampton,2023-03-04,False,90,1,0.44,4,0,3,0,False,0.0,True,3.5,0.4,0,0,0,9
Fraser Forster,Spurs,Nottingham Forest,2023-03-11,True,90,1,1.57,4,1,9,1,False,0.0,True,3.4,0.33,0,0,0,2
Fraser Forster,Spurs,Southampton,2023-03-18,False,90,3,2.4,4,0,2,0,False,0.0,True,4.8,0.29,0,0,0,1
Fraser Forster,Spurs,Newcastle United,2023-04-23,False,45,1,1.42,1,0,1,0,False,0.0,False,5.2,0.29,0,0,0,2
Fraser Forster,Spurs,Manchester United,2023-04-27,True,90,2,2.13,5,0,2,0,False,0.0,True,4.2,0.25,0,0,0,0
Fraser Forster,Spurs,Liverpool,2023-04-30,False,90,4,2.33,0,0,0,0,False,0.0,True,3.4,0.22,0,0,0,5
Fraser Forster,Spurs,Crystal Palace,2023-05-06,True,90,0,0.37,2,0,5,0,True,0.0,True,2.8,0.3,0,0,0,1
Fraser Forster,Spurs,Aston Villa,2023-05-13,False,90,2,1.18,2,0,1,0,False,0.0,True,2.0,0.27,0,0,0,1
Fraser Forster,Spurs,Brentford,2023-05-20,True,90,3,1.29,1,0,1,0,False,0.0,True,1.8,0.25,0,0,0,2
Fraser Forster,Spurs,Leicester City,2023-05-28,False,90,1,1.5,1,0,2,0,False,0.0,True,1.8,0.23,0,0,0,
