name,team,opponent_team,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jack Butland,Crystal Palace,Arsenal,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Leicester City,-0.38,0.83
Jack Butland,Crystal Palace,Leicester City,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Leeds United,2.13,-0.8
Jack Butland,Crystal Palace,Leeds United,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Wolverhampton,-2.67,-0.48
Jack Butland,Crystal Palace,Wolverhampton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Everton,2.41,-0.63
Jack Butland,Crystal Palace,Everton,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Southampton,0.54,-0.38
Jack Butland,Crystal Palace,Southampton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,West Ham,0.59,0.14
Jack Butland,Crystal Palace,West Ham,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Nottingham Forest,,
Jack Butland,Crystal Palace,Nottingham Forest,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Fulham,,-0.3
Jack Butland,Crystal Palace,Fulham,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Bournemouth,,0.19
Jack Butland,Crystal Palace,Bournemouth,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Tottenham,-5.01,1.07
Jack Butland,Crystal Palace,Tottenham,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Liverpool,7.24,-1.33
Jack Butland,Crystal Palace,Liverpool,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,True,Manchester City,1.57,-1.17
Jack Butland,Man Utd,Manchester City,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,False,Crystal Palace,1.16,0.13
Jack Butland,Man Utd,Crystal Palace,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,False,Arsenal,1.57,-0.0
Jack Butland,Man Utd,Arsenal,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,True,Crystal Palace,0.08,0.81
Jack Butland,Man Utd,Crystal Palace,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,True,Leicester City,-4.86,0.83
Jack Butland,Man Utd,Leicester City,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,False,Leicester City,-2.84,-0.05
Jack Butland,Man Utd,Leicester City,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,True,Leeds United,0.29,-0.79
Jack Butland,Man Utd,Leeds United,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,False,Liverpool,3.89,-1.33
Jack Butland,Man Utd,Liverpool,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,True,Southampton,-2.47,-0.38
Jack Butland,Man Utd,Southampton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,False,Newcastle United,-0.43,-0.34
Jack Butland,Man Utd,Newcastle United,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,True,Brentford,,0.69
Jack Butland,Man Utd,Brentford,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Aston Villa,0.32,0.55
Jack Butland,Crystal Palace,Aston Villa,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,True,Everton,1.78,0.34
Jack Butland,Man Utd,Everton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,False,Nottingham Forest,,
Jack Butland,Man Utd,Nottingham Forest,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,False,Tottenham,-2.94,-0.03
Jack Butland,Man Utd,Tottenham,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,True,Aston Villa,0.32,0.55
Jack Butland,Man Utd,Aston Villa,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,False,Brighton,,-0.39
Jack Butland,Man Utd,Brighton,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,False,West Ham,-1.27,0.14
Jack Butland,Man Utd,West Ham,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,True,Wolverhampton,0.61,-0.48
Jack Butland,Man Utd,Wolverhampton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,False,Bournemouth,,0.19
Jack Butland,Man Utd,Bournemouth,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,True,Chelsea,,-0.25
Jack Butland,Man Utd,Chelsea,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Man Utd,True,Fulham,,-0.3
Jack Butland,Man Utd,Fulham,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Manchester City,-0.86,-1.26
Jack Butland,Crystal Palace,Manchester City,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Brentford,0.87,0.69
Jack Butland,Crystal Palace,Brentford,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Newcastle United,1.9,-0.34
Jack Butland,Crystal Palace,Newcastle United,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Chelsea,1.2,-0.25
Jack Butland,Crystal Palace,Chelsea,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,,Man City,False,Burnley,,0.0
