name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Aaron Ramsdale,Arsenal,Crystal Palace,2022-08-05,False,90,0,0.0,2,0,6,0,True,0.0,False,0.0,1.0,2.0,0,0,0,0,1,Arsenal,True,Liverpool,1.96
Aaron Ramsdale,Arsenal,Liverpool,2022-10-09,True,90,2,0.0,2,0,1,0,False,0.0,False,6.0,0.5,2.0,0,0,0,0,10,Arsenal,False,Leicester City,-3.95
Aaron Ramsdale,Arsenal,Leicester City,2022-10-16,False,90,0,0.0,4,0,10,3,True,0.0,False,3.5,0.67,2.67,0,0,0,0,2,Arsenal,False,Southampton,2.15
Aaron Ramsdale,Arsenal,Southampton,2022-10-23,False,90,1,0.0,2,0,2,0,False,0.0,False,5.67,0.5,2.5,0,0,0,0,6,Arsenal,True,Nottingham Forest,
Aaron Ramsdale,Arsenal,Nottingham Forest,2022-10-30,True,90,0,0.0,2,0,6,0,True,0.0,False,4.75,0.6,2.4,0,0,0,0,6,Arsenal,False,Chelsea,-3.91
Aaron Ramsdale,Arsenal,Chelsea,2022-11-06,False,90,0,0.0,1,0,6,0,True,0.0,False,5.0,0.67,2.17,0,0,0,0,6,Arsenal,False,Wolverhampton,-1.32
Aaron Ramsdale,Arsenal,Wolverhampton,2022-11-12,False,90,0,0.49,2,0,6,0,True,0.0,True,5.0,0.71,2.14,0,0,0,0,3,Arsenal,True,West Ham,-2.46
Aaron Ramsdale,Arsenal,West Ham,2022-12-26,True,90,1,1.07,3,0,3,0,False,0.0,True,6.0,0.62,2.25,0,0,0,0,2,Arsenal,False,Brighton,-0.75
Aaron Ramsdale,Arsenal,Brighton,2022-12-31,False,90,2,1.15,3,0,2,0,False,0.0,True,4.6,0.56,2.33,0,0,0,0,6,Arsenal,True,Newcastle United,-2.77
Aaron Ramsdale,Arsenal,Newcastle United,2023-01-03,True,90,0,1.08,1,0,6,0,True,0.0,True,4.6,0.6,2.2,0,0,0,0,1,Arsenal,True,Leeds United,-3.81
Aaron Ramsdale,Arsenal,Leeds United,2022-08-13,True,90,2,0.0,1,0,1,0,False,0.0,False,4.6,0.55,2.09,0,0,0,0,11,Arsenal,False,Tottenham,3.44
Aaron Ramsdale,Arsenal,Tottenham,2023-01-15,False,90,0,1.54,7,0,11,3,True,0.0,True,3.6,0.58,2.5,0,0,0,0,1,Arsenal,True,Manchester United,-1.99
Aaron Ramsdale,Arsenal,Manchester United,2023-01-22,True,90,2,0.33,2,0,1,0,False,0.0,True,4.6,0.54,2.46,0,0,0,0,3,Arsenal,False,Everton,1.42
Aaron Ramsdale,Arsenal,Everton,2023-02-04,False,90,1,1.66,3,0,3,0,False,0.0,True,4.2,0.5,2.5,0,0,0,0,2,Arsenal,True,Brentford,-1.07
Aaron Ramsdale,Arsenal,Brentford,2023-02-11,True,90,1,2.37,1,0,2,0,False,0.0,True,4.4,0.47,2.4,0,0,0,0,1,Arsenal,True,Manchester City,0.98
Aaron Ramsdale,Arsenal,Manchester City,2023-02-15,True,90,3,1.71,2,0,1,0,False,0.0,True,3.6,0.44,2.38,0,0,0,0,2,Arsenal,False,Aston Villa,-0.61
Aaron Ramsdale,Arsenal,Aston Villa,2023-02-18,False,90,2,0.51,3,0,2,0,False,0.0,True,3.6,0.41,2.41,0,0,0,0,6,Arsenal,False,Leeds United,-2.61
Aaron Ramsdale,Arsenal,Leeds United,2023-02-25,False,90,0,0.02,0,0,6,0,True,0.0,True,1.8,0.44,2.28,0,0,0,0,7,Arsenal,True,Everton,-3.92
Aaron Ramsdale,Arsenal,Everton,2023-03-01,True,90,0,1.36,5,0,7,0,True,0.0,True,2.8,0.47,2.42,0,0,0,0,1,Arsenal,True,Bournemouth,
Aaron Ramsdale,Arsenal,Bournemouth,2023-03-04,True,90,2,1.32,2,0,1,0,False,0.0,True,3.6,0.45,2.4,0,0,0,0,6,Arsenal,False,Fulham,
Aaron Ramsdale,Arsenal,Fulham,2023-03-12,False,90,0,0.84,2,0,6,0,True,0.0,True,3.4,0.48,2.38,0,0,0,0,3,Arsenal,True,Crystal Palace,-0.14
Aaron Ramsdale,Arsenal,Crystal Palace,2023-03-19,True,90,1,0.6,3,0,3,0,False,0.0,True,4.4,0.45,2.41,0,0,0,0,3,Arsenal,True,Leicester City,
Aaron Ramsdale,Arsenal,Leicester City,2023-04-01,True,90,1,0.78,4,0,3,0,False,0.0,True,4.6,0.43,2.48,0,0,0,0,6,Arsenal,False,Bournemouth,-3.74
Aaron Ramsdale,Arsenal,Bournemouth,2022-08-20,False,90,0,0.0,1,0,6,0,True,0.0,False,4.0,0.46,2.42,0,0,0,0,1,Arsenal,False,Liverpool,4.27
Aaron Ramsdale,Arsenal,Liverpool,2023-04-09,False,90,2,3.96,4,0,1,0,False,0.0,True,3.8,0.44,2.48,0,0,0,0,1,Arsenal,False,West Ham,
Aaron Ramsdale,Arsenal,West Ham,2023-04-16,False,90,2,1.75,1,0,1,0,False,0.0,True,3.8,0.42,2.42,0,0,0,0,2,Arsenal,True,Southampton,-3.78
Aaron Ramsdale,Arsenal,Southampton,2023-04-21,True,90,3,1.42,3,0,2,0,False,0.0,True,2.8,0.41,2.44,0,0,0,0,1,Arsenal,False,Manchester City,4.53
Aaron Ramsdale,Arsenal,Manchester City,2023-04-26,False,90,4,2.06,5,0,1,0,False,0.0,True,2.6,0.39,2.54,0,0,0,0,3,Arsenal,True,Chelsea,2.07
Aaron Ramsdale,Arsenal,Chelsea,2023-05-02,True,90,1,0.74,3,0,3,0,False,0.0,True,2.2,0.38,2.55,0,0,0,0,10,Arsenal,False,Newcastle United,
Aaron Ramsdale,Arsenal,Newcastle United,2023-05-07,False,90,0,1.3,5,0,10,3,True,0.0,True,1.6,0.4,2.63,0,0,0,0,2,Arsenal,True,Brighton,
Aaron Ramsdale,Arsenal,Brighton,2023-05-14,True,90,3,1.78,3,0,2,0,False,0.0,True,3.4,0.39,2.65,0,0,0,0,2,Arsenal,False,Nottingham Forest,
Aaron Ramsdale,Arsenal,Nottingham Forest,2023-05-20,False,90,1,0.55,1,0,2,0,False,0.0,True,3.6,0.38,2.59,0,0,0,0,6,Arsenal,True,Wolverhampton,
Aaron Ramsdale,Arsenal,Wolverhampton,2023-05-28,True,90,0,0.47,0,0,6,0,True,0.0,True,3.6,0.39,2.52,0,0,0,0,2,Arsenal,True,Fulham,-0.83
Aaron Ramsdale,Arsenal,Fulham,2022-08-27,True,90,1,0.0,2,0,2,0,False,0.0,False,4.6,0.38,2.5,0,0,0,0,2,Arsenal,True,Aston Villa,-2.64
Aaron Ramsdale,Arsenal,Aston Villa,2022-08-31,True,90,1,0.0,2,0,2,0,False,0.0,False,4.4,0.37,2.49,0,0,0,0,2,Arsenal,False,Manchester United,2.33
Aaron Ramsdale,Arsenal,Manchester United,2022-09-04,False,90,3,0.0,3,0,2,0,False,0.0,False,2.8,0.36,2.5,0,0,0,0,6,Arsenal,False,Brentford,-0.38
Aaron Ramsdale,Arsenal,Brentford,2022-09-18,False,90,0,0.0,2,0,6,0,True,0.0,False,2.8,0.38,2.49,0,0,0,0,2,Arsenal,True,Tottenham,-2.27
Aaron Ramsdale,Arsenal,Tottenham,2022-10-01,True,90,1,0.0,2,0,2,0,False,0.0,False,3.6,0.37,2.47,0,0,0,0,2,Arsenal,True,Nottingham Forest,-5.07
