name,team,opponent_team,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Remi Matthews,Crystal Palace,Arsenal,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,True,Leicester City,-0.38,0.83
Remi Matthews,Crystal Palace,Leicester City,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,False,Leeds United,2.13,-0.8
Remi Matthews,Crystal Palace,Leeds United,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,True,Wolverhampton,-2.67,-0.48
Remi Matthews,Crystal Palace,Wolverhampton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,False,Everton,2.41,-0.63
Remi Matthews,Crystal Palace,Everton,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,True,Southampton,0.54,-0.38
Remi Matthews,Crystal Palace,Southampton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,False,West Ham,0.59,0.14
Remi Matthews,Crystal Palace,West Ham,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,False,Nottingham Forest,,
Remi Matthews,Crystal Palace,Nottingham Forest,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,True,Fulham,,-0.3
Remi Matthews,Crystal Palace,Fulham,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,False,Bournemouth,,0.19
Remi Matthews,Crystal Palace,Bournemouth,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,True,Tottenham,-5.01,1.07
Remi Matthews,Crystal Palace,Tottenham,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,False,Liverpool,7.24,-1.33
Remi Matthews,Crystal Palace,Liverpool,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,False,Chelsea,2.77,-0.72
Remi Matthews,Crystal Palace,Chelsea,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,True,Manchester United,-0.9,0.38
Remi Matthews,Crystal Palace,Manchester United,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,True,Newcastle United,1.62,0.73
Remi Matthews,Crystal Palace,Newcastle United,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,False,Manchester United,0.74,-0.1
Remi Matthews,Crystal Palace,Manchester United,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,True,Brighton,-0.1,-0.71
Remi Matthews,Crystal Palace,Brighton,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,False,Brentford,1.96,-0.55
Remi Matthews,Crystal Palace,Brentford,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,True,Liverpool,3.6,-0.53
Remi Matthews,Crystal Palace,Liverpool,True,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,False,Aston Villa,0.99,0.59
Remi Matthews,Crystal Palace,Aston Villa,False,0,0,0.0,0,0,0,0,False,False,0.0,0.0,0.0,0,0,0,0,0,Crystal Palace,True,Manchester City,-0.0,-1.17
