name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Mateusz Lis,Southampton,Tottenham,2022-08-06,False,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,False,Manchester City,0.3
Mateusz Lis,Southampton,Manchester City,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,West Ham,-1.04
Mateusz Lis,Southampton,West Ham,2022-10-16,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,False,Bournemouth,
Mateusz Lis,Southampton,Bournemouth,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Arsenal,-3.58
Mateusz Lis,Southampton,Arsenal,2022-10-23,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,False,Crystal Palace,-0.36
Mateusz Lis,Southampton,Crystal Palace,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Newcastle United,0.8
Mateusz Lis,Southampton,Newcastle United,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,False,Liverpool,2.85
Mateusz Lis,Southampton,Liverpool,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Brighton,-0.05
Mateusz Lis,Southampton,Brighton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,False,Fulham,
Mateusz Lis,Southampton,Fulham,2022-12-31,False,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Nottingham Forest,
Mateusz Lis,Southampton,Nottingham Forest,2023-01-04,True,0,0,0.0,0,0,0,0,False,0.0,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Leicester City,-2.36
Mateusz Lis,Southampton,Leicester City,2022-08-13,True,0,0,0.0,0,0,0,0,False,0.13,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,False,Everton,3.31
Mateusz Lis,Southampton,Everton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Aston Villa,-1.21
Mateusz Lis,Southampton,Aston Villa,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,False,Brentford,3.85
Mateusz Lis,Southampton,Brentford,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Wolverhampton,3.38
Mateusz Lis,Southampton,Wolverhampton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,False,Chelsea,1.8
Mateusz Lis,Southampton,Chelsea,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,False,Leicester City,-2.53
Mateusz Lis,Southampton,Leicester City,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Leeds United,-0.35
Mateusz Lis,Southampton,Leeds United,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,False,Manchester United,1.62
Mateusz Lis,Southampton,Manchester United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Brentford,-5.16
Mateusz Lis,Southampton,Brentford,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Tottenham,0.15
Mateusz Lis,Southampton,Tottenham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,False,West Ham,-2.95
Mateusz Lis,Southampton,West Ham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,False,Leeds United,-2.19
Mateusz Lis,Southampton,Leeds United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Manchester City,
Mateusz Lis,Southampton,Manchester City,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Crystal Palace,
Mateusz Lis,Southampton,Crystal Palace,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,False,Arsenal,2.91
Mateusz Lis,Southampton,Arsenal,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Bournemouth,
Mateusz Lis,Southampton,Bournemouth,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,False,Newcastle United,-1.73
Mateusz Lis,Southampton,Newcastle United,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,False,Nottingham Forest,
Mateusz Lis,Southampton,Nottingham Forest,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Fulham,
Mateusz Lis,Southampton,Fulham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,False,Brighton,
Mateusz Lis,Southampton,Brighton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Liverpool,
Mateusz Lis,Southampton,Liverpool,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Manchester United,1.12
Mateusz Lis,Southampton,Manchester United,2022-08-27,True,0,0,0.0,0,0,0,0,False,0.11,False,0.0,0.0,0.0,0,0,0,0,0.0,Southampton,True,Chelsea,-1.74
